weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,female_head,rural,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,current_B,value_B,age,age5yrs,sex,disab,_merge,hhid
1464.3654,2,"Couple household, with no children",2961.1609,1,8.4363899,0,4,0,1,0,0,0,0,0,0,0,0,36,7,0,0,matched (3),1
1464.3654,2,"Couple household, with no children",2302.2917,1,8.3549385,1,2,0,1,0,0,0,0,0,0,0,0,70,14,1,0,matched (3),2
1464.3654,3,"Couple household, with no children",3412.7185,1,8.5003328,0,5,0,1,0,0,0,0,0,0,0,0,48,9,0,0,matched (3),3
1464.3654,3,"Couple household, with no children",3480.0398,1,8.292388,0,5,0,1,0,0,0,0,0,0,0,0,60,12,0,0,matched (3),4
1464.3654,4,"Couple household, with children",5408.0503,1,8.4540033,0,8,0,1,0,0,0,0,0,0,0,0,23,4,0,0,matched (3),5
1464.3654,5,"Couple household, with children",3137.3213,1,8.0538731,0,4,0,1,0,0,0,0,0,0,0,0,53,10,1,0,matched (3),6
1464.3654,4,"Couple household, with children",3050.7141,1,8.3164377,0,4,0,1,0,0,0,0,0,0,0,0,6,1,1,0,matched (3),7
1464.3654,5,Three generation household,4208.3691,1,8.3011169,0,6,0,1,0,0,0,0,0,0,0,0,48,9,0,0,matched (3),8
1464.3654,5,"Couple household, with no children",4096.9165,1,8.3382978,0,6,0,1,0,0,0,0,0,0,0,0,24,4,0,0,matched (3),9
1464.3654,5,"Couple household, with children",5012.6763,1,8.3057079,0,7,0,1,0,0,0,0,0,0,0,0,45,9,1,0,matched (3),10
1464.3654,5,"Couple household, with no children",3535.1309,1,8.443821,0,5,0,1,0,0,0,0,0,0,0,0,53,10,1,0,matched (3),11
1464.3654,6,Other household types,4483.145,1,8.1482573,0,7,0,1,0,0,0,0,0,0,0,0,17,3,0,0,matched (3),12
1464.3654,6,"Couple household, with children",3398.0256,1,8.1751595,0,5,0,1,0,0,0,0,0,0,0,0,11,2,0,0,matched (3),13
1464.3654,7,"Couple household, with children",2114.9744,1,8.0581532,1,2,0,1,0,0,0,0,0,0,0,0,24,4,1,0,matched (3),14
1464.3654,8,Three generation household,3916.7783,1,8.1031017,0,6,0,1,0,0,0,0,0,0,0,0,36,7,1,0,matched (3),15
1429.4413,2,"Couple household, with no children",8929.0479,1,8.7348137,0,10,0,1,0,0,0,0,0,0,0,0,26,5,1,0,matched (3),16
1429.4413,2,Single parent/caregiver (<60 years),2219.0178,1,7.9709568,1,2,0,1,0,0,0,0,0,0,0,0,11,2,0,0,matched (3),17
1429.4413,3,"Couple household, with children",3031.2698,1,8.5439415,0,4,0,1,0,0,0,0,0,0,0,0,25,5,1,0,matched (3),18
1429.4413,3,"Couple household, with no children",5178.4326,1,8.5701981,0,7,0,1,0,0,0,0,0,0,0,0,18,3,1,0,matched (3),19
1429.4413,3,Other household types,3181.0518,1,8.3345203,0,4,1,1,0,0,0,0,0,0,0,0,19,3,0,0,matched (3),20
1429.4413,4,"Couple household, with no children",4278.7349,1,8.6464033,0,6,0,1,0,0,0,0,0,0,0,0,40,8,1,0,matched (3),21
1429.4413,4,"Couple household, with children",2899.2708,1,8.3697319,0,4,0,1,0,0,0,0,0,0,0,0,5,1,0,0,matched (3),22
1429.4413,4,"Couple household, with children",3953.1101,1,8.5426617,0,6,0,1,0,0,0,0,0,0,0,0,37,7,1,0,matched (3),23
1429.4413,4,"Couple household, with no children",2361.2053,1,8.5586071,1,2,0,1,0,0,0,0,0,0,0,0,22,4,0,0,matched (3),24
1429.4413,5,"Couple household, with children",5206.6787,1,8.3604193,0,7,0,1,0,0,0,0,0,0,0,0,15,3,0,0,matched (3),25
1429.4413,2,Single parent/caregiver (<60 years),5642.4106,1,8.4979572,0,8,1,1,0,0,0,0,0,0,0,0,3,0,0,0,matched (3),26
1429.4413,5,Three generation household,4505.5713,1,8.4382114,0,7,0,1,0,0,0,0,0,0,0,0,61,12,0,0,matched (3),27
1429.4413,6,"Couple household, with children",2737.51,1,8.2634411,0,3,0,1,0,0,0,0,0,0,0,0,57,11,1,0,matched (3),28
1429.4413,7,"Couple household, with children",2631.25,1,8.2005854,0,3,0,1,0,0,0,0,0,0,0,0,19,3,1,0,matched (3),29
1429.4413,10,Three generation household,4026.9045,1,7.8977456,0,6,0,1,0,0,0,0,0,0,0,0,13,2,0,0,matched (3),30
1039.0521,1,"One-person household, 18-59 years",5239.8213,1,8.5792007,0,8,1,0,0,0,0,0,0,0,0,0,47,9,1,0,matched (3),31
1039.0521,2,"Couple household, with no children",6269.6431,1,8.8622532,0,8,0,0,0,0,0,0,0,0,0,0,24,4,1,0,matched (3),32
1039.0521,2,"Couple household, with no children",9748.0361,1,9.1247673,0,10,0,0,0,0,0,0,0,0,0,0,39,7,0,0,matched (3),33
1039.0521,3,"Couple household, with no children",3854.2854,1,8.7673483,0,6,0,0,0,0,0,0,0,0,0,0,18,3,1,0,matched (3),34
1039.0521,3,"Couple household, with children",4395.5356,1,8.5564032,0,6,0,0,0,0,0,0,0,0,0,0,52,10,1,0,matched (3),35
1039.0521,3,"Couple household, with children",8000.813,1,8.6223955,0,9,0,0,0,0,0,0,0,0,0,0,44,8,0,0,matched (3),36
1039.0521,3,Single parent/caregiver (<60 years),1553.869,1,8.4033175,1,1,1,0,0,0,0,0,0,0,0,0,43,8,0,0,matched (3),37
1039.0521,4,Single parent/caregiver (<60 years),3802.0984,1,8.2513027,0,5,1,0,0,0,0,0,0,0,0,0,25,5,1,0,matched (3),38
1039.0521,4,"Couple household, with children",3286.9045,1,8.4425697,0,4,0,0,0,0,0,0,0,0,0,0,20,4,0,0,matched (3),39
1039.0521,4,"Couple household, with children",2380.9077,1,8.3568802,1,2,0,0,0,0,0,0,0,0,0,0,26,5,1,0,matched (3),40
1039.0521,5,"Couple household, with children",2156.25,1,8.3903446,1,2,0,0,0,0,0,0,0,0,0,0,21,4,0,0,matched (3),41
1039.0521,5,"Couple household, with children",2367.6189,1,8.2706451,1,2,0,0,0,0,0,0,0,0,0,0,21,4,1,0,matched (3),42
1039.0521,6,Three generation household,3693.3533,1,8.3627968,0,5,0,0,0,0,0,0,0,0,0,0,9,1,1,0,matched (3),43
1039.0521,6,"Couple household, with children",1667.1626,1,8.0745306,1,1,1,0,0,0,0,0,0,0,0,0,15,3,0,0,matched (3),44
1039.0521,7,"Couple household, with children",2437.7295,1,8.1289759,1,2,0,0,0,0,0,0,0,0,0,0,8,1,0,0,matched (3),45
1426.5073,1,"One-person household, 60+ years",2965.7737,1,8.4806976,0,4,1,1,0,0,0,0,0,0,0,0,60,12,1,0,matched (3),46
1426.5073,2,"Couple household, with no children",3409.4941,1,8.2520323,0,5,0,1,0,0,0,0,0,0,0,0,46,9,0,0,matched (3),47
1426.5073,2,"Couple household, with no children",3275.2976,1,8.4993963,0,4,0,1,0,0,0,0,0,0,0,0,42,8,1,0,matched (3),48
1426.5073,3,"Couple household, with children",14639.802,1,8.5820274,0,10,0,1,0,0,0,0,0,0,0,0,28,5,1,0,matched (3),49
1426.5073,3,"Couple household, with no children",9325.4756,1,8.7118921,0,10,0,1,0,0,0,0,0,0,0,0,48,9,1,0,matched (3),50
1426.5073,3,"Couple household, with children",5033.6704,1,8.3881817,0,7,0,1,0,0,0,0,0,0,0,0,54,10,1,0,matched (3),51
1426.5073,4,"Couple household, with children",8047.8726,1,8.4172382,0,9,0,1,0,0,0,0,0,0,0,0,6,1,0,0,matched (3),52
1426.5073,4,"Couple household, with children",3429.97,1,8.1538067,0,5,0,1,0,0,0,0,0,0,0,0,5,1,0,0,matched (3),53
1426.5073,5,"Couple household, with children",4584.8213,1,8.3307333,0,7,0,1,0,0,0,0,0,0,0,0,10,2,0,0,matched (3),54
1426.5073,5,Three generation household,4922.4165,1,8.1862459,0,7,0,1,0,0,0,0,0,0,0,0,64,12,1,0,matched (3),55
1426.5073,6,"Couple household, with children",3527.9763,1,8.0975685,0,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,matched (3),56
1426.5073,6,"Couple household, with children",3064.1865,1,7.9883013,0,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,matched (3),57
1426.5073,7,"Couple household, with children",3115.6038,1,7.9162941,0,4,0,1,0,0,0,0,0,0,0,0,12,2,1,0,matched (3),58
1426.5073,7,Three generation household,2982.6956,1,7.9704785,0,4,0,1,0,0,0,0,0,0,0,0,45,9,1,0,matched (3),59
1426.5073,10,Three generation household,4716.5122,1,7.9619684,0,7,0,1,0,0,0,0,0,0,0,0,19,3,1,0,matched (3),60
1078.4805,2,"Couple household, with no children",4428.0059,1,8.6751547,0,6,0,0,0,0,0,0,0,0,0,0,65,13,0,0,matched (3),61
1078.4805,7,"Couple household, with children",2411.3521,1,8.2931786,1,2,0,0,0,0,0,0,0,0,0,0,46,9,1,0,matched (3),62
1078.4805,4,"Couple household, with no children",3760.4316,1,8.5035458,0,5,0,0,0,0,0,0,0,0,0,0,24,4,0,0,matched (3),63
1078.4805,3,"Couple household, with children",6339.2856,1,8.4523373,0,8,0,0,0,0,0,0,0,0,0,0,42,8,0,0,matched (3),64
1078.4805,3,"Couple household, with children",3941.0315,1,8.4829559,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,matched (3),65
1078.4805,3,"Couple household, with children",4467.9565,1,8.6046925,0,7,0,0,0,0,0,0,0,0,0,0,30,6,0,0,matched (3),66
1078.4805,4,"Couple household, with children",4057.4255,1,8.4512291,0,6,0,0,0,0,0,0,0,0,0,0,46,9,0,0,matched (3),67
1078.4805,4,"Couple household, with no children",2551.6814,1,8.408576,0,3,0,0,0,0,0,0,0,0,0,0,58,11,1,0,matched (3),68
1078.4805,4,Three generation household,3105.908,1,8.2421465,0,4,1,0,0,0,0,0,0,0,0,0,20,4,1,0,matched (3),69
1078.4805,4,"Couple household, with no children",3533.0359,1,8.3522148,0,5,0,0,0,0,0,0,0,0,0,0,23,4,1,0,matched (3),70
1078.4805,4,"Couple household, with children",5015.5503,1,8.5929766,0,7,0,0,0,0,0,0,0,0,0,0,15,3,0,0,matched (3),71
1078.4805,5,"Couple household, with no children",3524.9524,1,8.3408041,0,5,0,0,0,0,0,0,0,0,0,0,28,5,0,0,matched (3),72
1078.4805,5,"Couple household, with no children",3687.3809,1,8.6569433,0,5,0,0,0,0,0,0,0,0,0,0,26,5,0,0,matched (3),73
1078.4805,6,"Couple household, with children",2839.8416,1,8.3908739,0,3,0,0,0,0,0,0,0,0,0,0,10,2,0,0,matched (3),74
1078.4805,10,"Couple household, with children",2977.4431,1,7.9918652,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),75
1222.5544,1,"One-person household, 60+ years",7260.5952,1,8.7166748,0,9,1,0,0,0,0,0,0,0,0,0,76,15,1,0,matched (3),76
1222.5544,2,"Couple household, with no children",5431.4878,1,8.7044096,0,8,0,0,0,0,0,0,0,0,0,0,42,8,1,0,matched (3),77
1222.5544,5,"Couple household, with children",3121.3333,1,8.2637568,0,4,0,0,0,0,0,0,0,0,0,0,40,8,1,0,matched (3),78
1222.5544,3,"Couple household, with no children",3105.3967,1,8.8760777,0,4,0,0,0,0,0,0,0,0,0,0,45,9,1,0,matched (3),79
1222.5544,3,"Couple household, with no children",8200.9131,1,8.8995419,0,9,0,0,0,0,0,0,0,0,0,0,22,4,1,0,matched (3),80
1222.5544,3,"Couple household, with no children",2095.5356,1,8.6020651,1,2,0,0,0,0,0,0,0,0,0,0,27,5,1,0,matched (3),81
1222.5544,3,"Couple household, with no children",4878.5117,1,8.5742664,0,7,0,0,0,0,0,0,0,0,0,0,52,10,1,0,matched (3),82
1222.5544,4,Three generation household,4776.2651,1,8.2324085,0,7,0,0,0,0,0,0,0,0,0,0,5,1,1,0,matched (3),83
1222.5544,6,Three generation household,4690.5063,1,8.2778587,0,7,0,0,0,0,0,0,0,0,0,0,22,4,1,0,matched (3),84
1222.5544,4,Other household types,5191.3843,1,8.327527,0,7,0,0,0,0,0,0,0,0,0,0,14,2,1,0,matched (3),85
1222.5544,4,"Couple household, with children",2650.2976,1,8.3889589,0,3,0,0,0,0,0,0,0,0,0,0,40,8,0,0,matched (3),86
1222.5544,5,Three generation household,9507.2256,1,8.503253,0,10,0,0,0,0,0,0,0,0,0,0,39,7,0,0,matched (3),87
1222.5544,5,"Couple household, with children",6776.0952,1,8.6342506,0,9,0,0,0,0,0,0,0,0,0,0,20,4,1,0,matched (3),88
1222.5544,5,"Couple household, with children",3568.5359,1,8.3064041,0,5,0,0,0,0,0,0,0,0,0,0,12,2,0,0,matched (3),89
1222.5544,6,Three generation household,3857.9365,1,8.2338305,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,matched (3),90
1566.361,1,"One-person household, 18-59 years",3708.3333,1,8.6604633,0,5,0,1,0,0,0,0,0,0,0,0,48,9,0,0,matched (3),91
1566.361,2,Single parent/caregiver (<60 years),4243.0952,1,8.4073591,0,6,1,1,0,0,0,0,0,0,0,0,14,2,0,0,matched (3),92
1566.361,2,"Couple household, with no children",2440.9524,1,8.5899878,1,2,0,1,0,0,0,0,0,0,0,0,32,6,0,0,matched (3),93
1566.361,3,Other household types,2750.9326,1,8.4356375,0,3,0,1,0,0,0,0,0,0,0,0,13,2,0,0,matched (3),94
1566.361,3,"Couple household, with children",3116.0315,1,8.4799204,0,4,0,1,0,0,0,0,0,0,0,0,44,8,1,0,matched (3),95
1566.361,3,"Couple household, with children",4943.73,1,8.5329437,0,7,0,1,0,0,0,0,0,0,0,0,24,4,1,0,matched (3),96
1566.361,4,Three generation household,1548.9435,1,8.4128599,1,1,0,1,0,0,0,0,0,0,0,0,22,4,1,0,matched (3),97
1566.361,4,"Couple household, with no children",4442.125,1,8.5966797,0,6,0,1,0,0,0,0,0,0,0,0,25,5,0,0,matched (3),98
1566.361,5,"Couple household, with children",2947.1787,1,8.3529491,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,matched (3),99
1566.361,5,"Couple household, with children",3176.9524,1,8.2114773,0,4,0,1,0,0,0,0,0,0,0,0,9,1,0,0,matched (3),100
1566.361,6,"Couple household, with children",4770.0103,1,8.2252283,0,7,0,1,0,0,0,0,0,0,0,0,16,3,0,0,matched (3),101
1566.361,6,Three generation household,2873.1943,1,8.2549572,0,3,0,1,0,0,0,0,0,0,0,0,45,9,1,0,matched (3),102
1566.361,6,"Couple household, with children",3135.4961,1,8.1114054,0,4,0,1,0,0,0,0,0,0,0,0,27,5,1,0,matched (3),103
1566.361,7,"Couple household, with children",3526.6667,1,8.3305845,0,5,0,1,0,0,0,0,0,0,0,0,29,5,1,0,matched (3),104
1566.361,7,"Couple household, with children",2043.2738,1,8.0329552,1,2,0,1,0,0,0,0,0,0,0,0,30,6,0,0,matched (3),105
496.8313,5,"Couple household, with children",14968.653,1,9.1561995,0,10,0,0,0,0,0,0,0,0,0,0,15,3,0,0,matched (3),106
496.8313,1,"One-person household, 18-59 years",12832.738,1,8.8960142,0,10,0,0,0,0,0,0,0,0,0,0,30,6,0,0,matched (3),107
496.8313,2,"Couple household, with no children",6175.2681,1,8.8314686,0,8,0,0,0,0,0,0,0,0,0,0,23,4,1,0,matched (3),108
496.8313,4,"Couple household, with children",5052.0088,1,8.5477114,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,matched (3),109
496.8313,4,"Couple household, with no children",3492.1133,1,9.0695715,0,5,0,0,0,0,0,0,0,0,0,0,26,5,1,0,matched (3),110
496.8313,4,"Couple household, with no children",8877.083,1,9.6569757,0,10,0,0,0,0,0,0,0,0,0,0,25,5,0,0,matched (3),111
496.8313,4,"Couple household, with children",8584.1514,1,9.0271635,0,9,0,0,0,0,0,0,0,0,0,0,29,5,0,0,matched (3),112
496.8313,10,Three generation household,7275.6548,1,8.8851109,0,9,0,0,0,0,0,0,0,0,0,0,32,6,1,0,matched (3),113
496.8313,7,Three generation household,5742.772,1,9.1799574,0,8,0,0,0,0,0,0,0,0,0,0,29,5,0,0,matched (3),114
496.8313,4,"Couple household, with children",10906.622,1,9.5123014,0,10,0,0,0,0,0,0,0,0,0,0,18,3,0,0,matched (3),115
496.8313,2,Other household types,11474.644,1,9.1051826,0,10,0,0,0,0,0,0,0,0,0,0,62,12,0,0,matched (3),116
496.8313,6,"Couple household, with children",8166.062,1,9.0426636,0,9,0,0,0,0,0,0,0,0,0,0,55,11,0,0,matched (3),117
496.8313,4,"Couple household, with children",6286.3691,1,9.012825,0,8,0,0,0,0,0,0,0,0,0,0,14,2,1,0,matched (3),118
496.8313,5,"Couple household, with children",9768.5762,1,9.2855825,0,10,0,0,0,0,0,0,0,0,0,0,35,7,1,0,matched (3),119
496.8313,2,"Couple household, with no children",7415.3276,1,9.2925348,0,9,0,0,0,0,0,0,0,0,0,0,36,7,0,0,matched (3),120
1474.3373,7,"Couple household, with no children",14498.258,1,8.406517,0,10,0,1,0,0,0,0,0,0,0,0,24,4,0,0,matched (3),121
1474.3373,8,"Couple household, with children",2006.064,1,7.79526,1,2,0,1,0,0,0,0,0,0,0,0,14,2,0,0,matched (3),122
1474.3373,5,Three generation household,7267.75,1,8.7538595,0,9,0,1,0,0,0,0,0,0,0,0,39,7,1,0,matched (3),123
1474.3373,4,"Couple household, with no children",4793.8843,1,8.6599522,0,7,1,1,0,0,0,0,0,0,0,0,19,3,1,0,matched (3),124
1474.3373,11,"Couple household, with children",3613.0032,1,8.4276304,0,5,0,1,0,0,0,0,0,0,0,0,23,4,1,0,matched (3),125
1474.3373,4,"Couple household, with no children",15650.074,1,9.0037813,0,10,0,1,0,0,0,0,0,0,0,0,19,3,0,0,matched (3),126
1474.3373,6,Three generation household,6761.3198,1,8.0866795,0,9,0,1,0,0,0,0,0,0,0,0,75,15,0,0,matched (3),127
1474.3373,8,Three generation household,2715.387,1,8.2302485,0,3,0,1,0,0,0,0,0,0,0,0,71,14,0,0,matched (3),128
1474.3373,5,Other household types,6251.5117,1,8.5578327,0,8,1,1,0,0,0,0,0,0,0,0,40,8,1,0,matched (3),129
1474.3373,6,"Couple household, with children",5355.1094,1,8.2739944,0,8,0,1,0,0,0,0,0,0,0,0,35,7,1,0,matched (3),130
1474.3373,3,"Couple household, with children",5758.373,1,8.7282495,0,8,0,1,0,0,0,0,0,0,0,0,42,8,1,0,matched (3),131
1474.3373,7,"Couple household, with children",5645.4253,1,8.6891937,0,8,0,1,0,0,0,0,0,0,0,0,52,10,0,0,matched (3),132
1474.3373,5,Three generation household,4898.6426,1,8.4718943,0,7,1,1,0,0,0,0,0,0,0,0,70,14,1,0,matched (3),133
1474.3373,4,Three generation household,3312.7234,1,8.5869875,0,4,0,1,0,0,0,0,0,0,0,0,18,3,0,0,matched (3),134
1474.3373,3,Other household types,2607.8176,1,8.3619375,0,3,1,1,0,0,0,0,0,0,0,0,33,6,0,0,matched (3),135
1050.8184,3,Other household types,3709.5432,1,8.6167355,0,5,1,0,0,0,0,0,0,0,0,0,30,6,0,0,matched (3),136
1050.8184,5,"Couple household, with no children",2759.2859,1,8.4741316,0,3,0,0,0,0,0,0,0,0,0,0,22,4,1,0,matched (3),137
1050.8184,7,Three generation household,2256.8877,1,7.9748139,1,2,0,0,0,0,0,0,0,0,0,0,22,4,0,0,matched (3),138
1050.8184,3,"Couple household, with children",5027.6187,1,8.5315552,0,7,0,0,0,0,0,0,0,0,0,0,40,8,0,0,matched (3),139
1050.8184,6,"Couple household, with children",3544.7024,1,8.0992451,0,5,0,0,0,0,0,0,0,0,0,0,35,7,0,0,matched (3),140
1050.8184,4,"Couple household, with children",3705.8484,1,8.3136368,0,5,1,0,0,0,0,0,0,0,0,0,6,1,1,0,matched (3),141
1050.8184,3,Other household types,2054.2659,1,8.0722179,1,2,1,0,0,0,0,0,0,0,0,0,25,5,0,0,matched (3),142
1050.8184,3,Other household types,3435.6545,1,8.5157328,0,5,1,0,0,0,0,0,0,0,0,0,30,6,0,0,matched (3),143
1050.8184,4,"Couple household, with children",3990.6697,1,8.6452608,0,6,1,0,0,0,0,0,0,0,0,0,8,1,1,0,matched (3),144
1050.8184,5,"Couple household, with children",5081.3213,1,8.2524881,0,7,0,0,0,0,0,0,0,0,0,0,42,8,0,0,matched (3),145
1050.8184,3,"Couple household, with children",6428.4526,1,8.6177521,0,8,1,0,0,0,0,0,0,0,0,0,12,2,0,0,matched (3),146
1050.8184,4,"Couple household, with children",5823.1099,1,8.4189224,0,8,0,0,0,0,0,0,0,0,0,0,4,0,1,0,matched (3),147
1050.8184,7,"Couple household, with children",5384.6938,1,8.1913986,0,8,0,0,0,0,0,0,0,0,0,0,40,8,1,0,matched (3),148
1050.8184,10,Three generation household,9743.8682,1,8.3249521,0,10,0,0,0,0,0,0,0,0,0,0,4,0,1,0,matched (3),149
1050.8184,8,"Couple household, with children",3516.9641,1,8.1266956,0,5,0,0,0,0,0,0,0,0,0,0,29,5,0,0,matched (3),150
1039.8114,5,"Couple household, with no children",5272,1,8.6104946,0,8,0,1,0,0,0,0,0,0,0,0,70,14,1,0,matched (3),151
1039.8114,5,Other household types,5252.1426,1,8.5181789,0,8,1,1,0,0,0,0,0,0,0,0,36,7,1,0,matched (3),152
1039.8114,4,Three generation household,3476.5476,1,8.9183893,0,5,1,1,0,0,0,0,0,0,0,0,7,1,1,0,matched (3),153
1039.8114,6,Three generation household,8188.145,1,8.5380373,0,9,1,1,0,0,0,0,0,0,0,0,32,6,1,0,matched (3),154
1039.8114,4,"Couple household, with children",12829.539,1,8.636632,0,10,0,1,0,0,0,0,0,0,0,0,45,9,0,0,matched (3),155
1039.8114,5,Other household types,3205.0242,1,8.5107479,0,4,1,1,0,0,0,0,0,0,0,0,35,7,0,0,matched (3),156
1039.8114,3,Other household types,5022.4404,1,8.9412622,0,7,1,1,0,0,0,0,0,0,0,0,14,2,0,0,matched (3),157
1039.8114,3,Other household types,5766.0708,1,8.5709324,0,8,0,1,0,0,0,0,0,0,0,0,37,7,0,0,matched (3),158
1039.8114,4,"Couple household, with children",18772.916,1,8.5898476,0,10,0,1,0,0,0,0,0,0,0,0,14,2,1,0,matched (3),159
1039.8114,5,Three generation household,5072.25,1,8.3456783,0,7,1,1,0,0,0,0,0,0,0,0,61,12,0,0,matched (3),160
1039.8114,4,Other household types,3588.3484,1,8.2147017,0,5,1,1,0,0,0,0,0,0,0,0,7,1,0,0,matched (3),161
1039.8114,12,Other household types,2217.8782,1,7.4770765,1,2,1,1,0,0,0,0,0,0,0,0,4,0,0,0,matched (3),162
1039.8114,5,Three generation household,5079.9409,1,8.4450235,0,7,0,1,0,0,0,0,0,0,0,0,4,0,0,0,matched (3),163
1039.8114,6,"Couple household, with children",2792.252,1,7.7748032,0,3,0,1,0,0,0,0,0,0,0,0,40,8,0,1,matched (3),164
1039.8114,7,Three generation household,6807.5,1,8.3298893,0,9,0,1,0,0,0,0,0,0,0,0,82,16,0,0,matched (3),165
1384.5513,9,Other household types,2533.7366,1,8.1831293,0,3,0,1,0,0,0,0,0,0,0,0,30,6,0,0,matched (3),166
1384.5513,5,"Couple household, with no children",4836.75,1,8.558959,0,7,0,1,0,0,0,0,0,0,0,0,45,9,1,0,matched (3),167
1384.5513,5,"Couple household, with no children",6294.7017,1,8.5410013,0,8,0,1,0,0,0,0,0,0,0,0,47,9,1,0,matched (3),168
1384.5513,3,Single parent/caregiver (<60 years),2714.3054,1,8.2235374,0,3,0,1,0,0,0,0,0,0,0,0,13,2,1,0,matched (3),169
1384.5513,3,"Couple household, with no children",5053.1147,1,8.9868898,0,7,0,1,0,0,0,0,0,0,0,0,18,3,0,0,matched (3),170
1384.5513,1,"One-person household, 60+ years",4830.4165,1,8.6971283,0,7,0,1,0,0,0,0,0,0,0,0,66,13,1,0,matched (3),171
1384.5513,5,"Couple household, with no children",2485.7856,1,8.093749,0,3,0,1,0,0,0,0,0,0,0,0,65,13,1,0,matched (3),172
1384.5513,5,"Couple household, with children",4017.262,1,8.262701,0,6,0,1,0,0,0,0,0,0,0,0,42,8,0,0,matched (3),173
1384.5513,8,Three generation household,1312.5596,1,7.860497,1,1,1,1,0,0,0,0,0,0,0,0,29,5,0,0,matched (3),174
1384.5513,8,Three generation household,2687.7678,1,8.2823715,0,3,0,1,0,0,0,0,0,0,0,0,5,1,1,0,matched (3),175
1384.5513,7,Three generation household,1861.5648,1,8.3147888,1,1,0,1,0,0,0,0,0,0,0,0,26,5,0,1,matched (3),176
1384.5513,2,"Couple household, with no children",3653.8691,1,8.5438929,0,5,0,1,0,0,0,0,0,0,0,0,73,14,1,0,matched (3),177
1384.5513,3,"Couple household, with children",1837.4009,1,7.9760213,1,1,1,1,0,0,0,0,0,0,0,0,30,6,0,0,matched (3),178
1384.5513,8,"Couple household, with children",1758.8912,1,8.3656092,1,1,0,1,0,0,0,0,0,0,0,0,30,6,1,0,matched (3),179
1384.5513,11,Three generation household,1829.8971,1,7.6758466,1,1,0,1,0,0,0,0,0,0,0,0,26,5,0,0,matched (3),180
1070.2574,6,"Couple household, with children",17900.15,1,8.9316034,0,10,0,0,0,0,0,0,0,0,0,0,26,5,0,0,matched (3),181
1070.2574,6,Three generation household,4074.6729,1,8.5318251,0,6,0,0,0,0,0,0,0,0,0,0,14,2,1,1,matched (3),182
1070.2574,5,Three generation household,2576.3811,1,8.1858854,0,3,0,0,0,0,0,0,0,0,0,0,27,5,1,0,matched (3),183
1070.2574,6,"Couple household, with no children",3607.9065,1,8.6031265,0,5,0,0,0,0,0,0,0,0,0,0,29,5,1,0,matched (3),184
1070.2574,6,"Couple household, with no children",5345.2085,1,8.4726267,0,8,0,0,0,0,0,0,0,0,0,0,52,10,1,0,matched (3),185
1070.2574,3,Single parent/caregiver (<60 years),3679.2854,1,8.2770805,0,5,1,0,0,0,0,0,0,0,0,0,30,6,1,0,matched (3),186
1070.2574,4,"Couple household, with children",9193.0947,1,8.6178665,0,10,0,0,0,0,0,0,0,0,0,0,12,2,1,0,matched (3),187
1070.2574,5,Three generation household,3649.1191,1,8.2023354,0,5,0,0,0,0,0,0,0,0,0,0,71,14,1,0,matched (3),188
1070.2574,8,Three generation household,7180.647,1,8.045228,0,9,0,0,0,0,0,0,0,0,0,0,71,14,1,0,matched (3),189
1070.2574,4,Other household types,5766.3843,1,8.3040409,0,8,1,0,0,0,0,0,0,0,0,0,40,8,0,0,matched (3),190
1070.2574,5,Other household types,3341.0242,1,8.4256878,0,5,1,0,0,0,0,0,0,0,0,0,40,8,0,0,matched (3),191
1070.2574,5,Three generation household,3512.9524,1,8.439374,0,5,0,0,0,0,0,0,0,0,0,0,79,15,0,0,matched (3),192
1070.2574,6,Three generation household,3081.7461,1,8.2661057,0,4,0,0,0,0,0,0,0,0,0,0,46,9,0,0,matched (3),193
1070.2574,3,"Couple household, with no children",5514.4243,1,8.9790335,0,8,0,0,0,0,0,0,0,0,0,0,53,10,0,0,matched (3),194
1070.2574,5,Three generation household,3680.25,1,8.4504261,0,5,0,0,0,0,0,0,0,0,0,0,31,6,0,0,matched (3),195
1550.6974,6,"Couple household, with children",1833.6906,1,7.8922133,1,1,0,1,0,0,0,0,0,0,0,0,34,6,1,0,matched (3),196
1550.6974,1,"One-person household, 60+ years",3912.9763,1,8.448678,0,6,1,1,0,0,0,0,0,0,0,0,62,12,1,0,matched (3),197
1550.6974,2,Single parent/caregiver (<60 years),1434.0179,1,8.1276541,1,1,1,1,0,0,0,0,0,0,0,0,30,6,1,0,matched (3),198
1550.6974,5,Three generation household,4551.2622,1,8.1825867,0,7,0,1,0,0,0,0,0,0,0,0,37,7,1,0,matched (3),199
1550.6974,3,"Couple household, with children",6642.937,1,9.0840368,0,9,0,1,0,0,0,0,0,0,0,0,3,0,1,0,matched (3),200
