weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,female_head,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,current_B,value_B,age,age5yrs,sex,pension,rural,disab,hhid
4760,2,Other household types,27722920,1.2759138,8.7189732,0,10,1,0,0,0,0,0,0,0,0,63,12,1,1,0,0,1
4760,5,Three generation household,15684930,1.2782276,8.870471,0,10,0,0,0,0,0,0,0,0,0,37,7,0,0,0,0,2
4760,2,"Couple household, with no children",7808861.5,1.2816154,8.1803808,0,10,0,0,0,0,0,0,0,0,0,61,12,0,1,0,0,3
4760,3,Skipped generation,5368985.5,1.2579436,8.3918152,0,10,0,0,0,0,0,0,0,0,0,62,12,0,1,0,0,4
4760,5,Three generation household,8904251,1.2521333,8.6004801,0,10,0,0,0,0,0,0,0,0,0,62,12,0,1,0,1,5
4760,4,"Couple household, with children",12906464,1.2569456,8.5738478,0,10,0,0,0,0,0,0,0,0,0,45,9,0,0,0,0,6
7541,2,"Couple household, with no children",6951148.5,1.2958372,8.3238325,0,10,0,0,0,0,0,0,0,0,0,80,16,0,1,0,0,7
7541,4,Three generation household,5372575.5,1.2976469,8.0209351,0,10,0,0,0,0,0,0,0,0,0,62,12,0,1,0,0,8
7541,6,Three generation household,4165159.3,1.2954021,7.8348765,0,9,0,0,0,0,0,0,0,0,0,80,16,0,1,0,1,9
3727,2,"Couple household, with no children",4863649,1.2849754,8.1975336,0,9,1,0,0,0,0,0,0,0,0,77,15,1,1,0,0,10
3727,5,Three generation household,4078230.8,1.2856148,7.8680124,0,9,1,0,0,0,0,0,0,0,0,69,13,1,0,0,0,11
3727,4,Three generation household,5045787.5,1.2849915,8.2426538,0,9,0,0,0,0,0,0,0,0,0,64,12,0,0,0,0,12
3821,5,Three generation household,3996322.3,1.2828366,8.2329216,0,9,1,0,0,0,0,0,0,0,0,57,11,1,0,0,0,13
3821,5,Three generation household,3418370.8,1.2833508,7.9444995,0,8,1,0,0,0,0,0,0,0,0,64,12,1,1,0,0,14
3821,4,"Couple household, with no children",1719618.8,1.2835377,7.3663015,0,3,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,15
4760,6,Three generation household,5070112,1.2637918,7.9469891,0,9,0,0,0,0,0,0,0,0,0,73,14,0,1,0,0,16
4760,3,"Couple household, with children",3737211.3,1.2650076,7.4745278,0,8,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,17
4760,4,"Couple household, with children",11919556,1.2562379,8.6386528,0,10,1,0,0,0,0,0,0,0,0,32,6,1,0,0,0,18
4961,1,"One-person household, 60+ years",9847251,1.2946237,7.8527627,0,10,1,0,0,0,0,0,0,0,0,78,15,1,1,0,0,19
4961,5,Three generation household,3255903.5,1.2984438,8.0857944,0,8,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,20
4961,3,"Couple household, with no children",7983691,1.2961235,8.3988543,0,10,0,0,0,0,0,0,0,0,0,64,12,0,0,0,1,21
4760,3,Other household types,2771265.8,1.2854412,8.1772509,0,7,1,0,0,0,0,0,0,0,0,60,12,1,0,0,0,22
4760,3,"Couple household, with children",4350030.5,1.2842935,8.1241837,0,9,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,23
4760,4,"Couple household, with children",3039373.3,1.2858584,7.8947778,0,7,0,0,0,0,0,0,0,0,0,39,7,0,0,0,0,24
7890,6,"Couple household, with children",3799988.3,1.2791452,7.9247475,0,8,0,0,0,0,0,0,0,0,0,55,11,0,0,0,0,25
7890,4,"Couple household, with children",5292039.5,1.2846752,8.0798845,0,10,0,0,0,0,0,0,0,0,0,35,7,0,0,0,0,26
7890,3,"Couple household, with children",4914461,1.2826699,8.0834007,0,9,0,0,0,0,0,0,0,0,0,35,7,0,0,0,0,27
4808,5,Three generation household,3426577.3,1.2624207,7.8898711,0,8,1,0,0,0,0,0,0,0,0,76,15,1,1,0,0,28
4808,2,"Couple household, with no children",4351487,1.265206,8.2219868,0,9,0,0,0,0,0,0,0,0,0,64,12,0,1,0,0,29
4808,3,"Couple household, with no children",3158279,1.2637141,8.008215,0,7,0,0,0,0,0,0,0,0,0,56,11,0,0,0,0,30
4298,4,"Couple household, with no children",6324428,1.2952509,8.2838955,0,10,0,0,0,0,0,0,0,0,0,54,10,0,0,0,0,31
4298,5,"Couple household, with children",5162426.5,1.2954619,8.3539019,0,9,1,0,0,0,0,0,0,0,0,45,9,1,0,0,1,32
4298,5,Three generation household,11736028,1.2927042,9.0207539,0,10,0,0,0,0,0,0,0,0,0,48,9,0,0,0,0,33
4165,5,Three generation household,2594633,1.2862803,7.9254971,0,6,0,0,0,0,0,0,0,0,0,62,12,0,0,0,0,34
4165,2,Other household types,2367791.5,1.2882037,7.9393754,0,6,1,0,0,0,0,0,0,0,0,66,13,1,1,0,0,35
4165,2,Other household types,3298884,1.2841612,8.3486919,0,8,1,0,0,0,0,0,0,0,0,53,10,1,0,0,0,36
4760,2,"Couple household, with no children",3961819.3,1.2810638,8.0313873,0,9,1,0,0,0,0,0,0,0,0,55,11,1,0,0,1,37
4760,1,"One-person household, 60+ years",12703516,1.2792952,8.7962389,0,10,1,0,0,0,0,0,0,0,0,66,13,1,1,0,0,38
4760,4,"Couple household, with children",18346398,1.2803801,9.0639639,0,10,1,0,0,0,0,0,0,0,0,40,8,1,0,0,0,39
4760,4,Other household types,2562933.8,1.263659,8.3230667,0,6,1,0,0,0,0,0,0,0,0,59,11,1,0,0,1,40
4760,6,Three generation household,2487155.5,1.2652129,8.0093775,0,6,0,0,0,0,0,0,0,0,0,61,12,0,1,0,0,41
4760,5,Three generation household,1814253.9,1.2616901,7.7885823,0,4,0,0,0,0,0,0,0,0,0,47,9,0,0,0,0,42
10056,1,"One-person household, 60+ years",8010962.5,1.2949644,8.4215221,0,10,1,0,0,0,0,0,0,0,0,71,14,1,0,0,0,43
10056,6,"Couple household, with children",2567573.5,1.2967806,7.9074888,0,6,0,0,0,0,0,0,0,0,0,56,11,0,0,0,0,44
10056,3,"Couple household, with no children",6763174,1.293107,8.6931581,0,10,0,0,0,0,0,0,0,0,0,66,13,0,1,0,1,45
4808,5,"Couple household, with no children",2006964.5,1.2824886,7.6532564,0,4,1,0,0,0,0,0,0,0,0,73,14,1,0,0,1,46
4808,3,"Couple household, with no children",2225061.8,1.2870014,7.9979992,0,5,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,47
4808,4,"Couple household, with no children",3491007,1.2802249,7.3123178,0,8,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,48
6732,1,"One-person household, 18-59 years",12132521,1.2808936,8.5919247,0,10,0,0,0,0,0,0,0,0,0,56,11,0,0,0,0,49
6732,5,Three generation household,7182975,1.2829714,8.4208107,0,10,1,0,0,0,0,0,0,0,0,63,12,1,1,0,0,50
6732,3,"Couple household, with no children",3278605.8,1.2831883,8.1644173,0,8,0,0,0,0,0,0,0,0,0,62,12,0,0,0,0,51
4760,4,"Couple household, with children",5749624.5,1.25257,8.2109222,0,10,0,0,0,0,0,0,0,0,0,48,9,0,0,0,1,52
4760,4,"Couple household, with children",3193990,1.2548715,8.2895536,0,7,0,0,0,0,0,0,0,0,0,46,9,0,0,0,0,53
4760,6,"Couple household, with children",5350600,1.2522109,8.3762798,0,10,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,54
2911,4,"Couple household, with children",4114900,1.2976115,8.1611109,0,9,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,55
2911,4,"Couple household, with no children",3976710.3,1.298291,8.1461916,0,9,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,56
2911,5,Three generation household,5057114,1.2971116,8.1674347,0,9,0,0,0,0,0,0,0,0,0,68,13,0,1,0,0,57
2962,2,"Couple household, with no children",7139331.5,1.2854795,8.6114788,0,10,1,0,0,0,0,0,0,0,0,58,11,1,1,0,0,58
2962,2,"Couple household, with no children",15843599,1.2797766,8.9536438,0,10,1,0,0,0,0,0,0,0,0,53,10,1,0,0,0,59
2962,4,"Couple household, with children",4225556,1.2834405,8.3606491,0,9,1,0,0,0,0,0,0,0,0,46,9,1,0,0,0,60
7032,2,"Couple household, with no children",14812640,1.2784038,9.2416344,0,10,0,0,0,0,0,0,0,0,0,67,13,0,0,0,0,61
7032,7,Three generation household,4257966.5,1.283012,7.9965138,0,9,1,0,0,0,0,0,0,0,0,62,12,1,1,0,0,62
7032,3,Three generation household,5861076,1.2827165,8.3172159,0,10,0,0,0,0,0,0,0,0,0,60,12,0,1,0,0,63
4760,3,Other household types,5937867,1.2618781,8.1137352,0,10,1,0,0,0,0,0,0,0,0,78,15,1,1,0,0,64
4760,6,"Couple household, with children",5328155.5,1.2588,8.0389862,0,10,0,0,0,0,0,0,0,0,0,53,10,0,1,0,0,65
4760,3,"Couple household, with no children",10520429,1.2540791,8.6893425,0,10,0,0,0,0,0,0,0,0,0,73,14,0,1,0,0,66
4382,2,"Couple household, with no children",5514502.5,1.2938797,8.397583,0,10,1,0,0,0,0,0,0,0,0,64,12,1,1,0,0,67
4382,6,Three generation household,4245529,1.2973509,8.0578756,0,9,0,0,0,0,0,0,0,0,0,83,16,0,1,0,0,68
4382,4,"Couple household, with no children",8964269,1.2936652,8.703392,0,10,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,69
4760,6,Three generation household,2668143.3,1.2891737,7.5937676,0,6,0,0,0,0,0,0,0,0,0,76,15,0,1,0,0,70
4760,2,"Couple household, with no children",7029293,1.2823288,8.7111902,0,10,1,0,0,0,0,0,0,0,0,56,11,1,1,0,0,71
4760,1,"One-person household, 60+ years",9446830,1.2802334,8.0898314,0,10,1,1,345663,0,0,0,0,0,0,86,16,1,0,0,0,72
6042,6,"Couple household, with children",9218658,1.2784035,8.7496071,0,10,0,0,0,0,0,0,0,0,0,59,11,0,1,0,0,73
6042,2,"Couple household, with no children",8362585,1.2795616,8.7883549,0,10,0,0,0,0,0,0,0,0,0,66,13,0,1,0,0,74
6042,5,Three generation household,4955803,1.2828367,8.2654257,0,9,0,0,0,0,0,0,0,0,0,74,14,0,1,0,1,75
4760,6,Three generation household,4517683,1.2580881,8.0846348,0,9,1,0,0,0,0,0,0,0,0,60,12,1,0,0,0,76
4760,6,Three generation household,4174196.8,1.2598439,8.0169706,0,9,1,0,0,0,0,0,0,0,0,56,11,1,0,0,0,77
4760,4,Three generation household,5293455.5,1.258315,8.3987741,0,10,1,0,0,0,0,0,0,0,0,61,12,1,0,0,0,78
4941,5,Three generation household,4016846,1.2972841,8.0029221,0,9,0,0,0,0,0,0,0,0,0,61,12,0,0,0,0,79
4941,5,Three generation household,3228584,1.2967697,7.9546342,0,8,0,0,0,0,0,0,0,0,0,62,12,0,0,0,0,80
4941,5,Three generation household,3914550,1.2986697,8.0270529,0,9,0,0,0,0,0,0,0,0,0,50,10,0,0,0,1,81
5241,7,"Couple household, with children",2786111.3,1.2878963,7.7552538,0,7,0,0,0,0,0,0,0,0,0,55,11,0,0,0,0,82
5241,3,"Couple household, with no children",4569452,1.2863078,8.4164333,0,9,0,0,0,0,0,0,0,0,0,75,15,0,1,0,0,83
5241,6,"Couple household, with children",4610864,1.2860953,7.8466854,0,9,0,0,0,0,0,0,0,0,0,58,11,0,0,0,0,84
5842,5,"Couple household, with children",8268262.5,1.278944,8.7675953,0,10,0,0,0,0,0,0,0,0,0,41,8,0,0,0,0,85
5842,1,"One-person household, 60+ years",10353741,1.2776611,8.527606,0,10,0,0,0,0,0,0,0,0,0,76,15,0,1,0,1,86
5842,2,"Couple household, with no children",20619702,1.276548,9.5716505,0,10,1,0,0,0,0,0,0,0,0,56,11,1,1,0,0,87
4760,2,"Couple household, with no children",9565788,1.2510144,8.7249956,0,10,0,0,0,0,0,0,0,0,0,70,14,0,1,0,0,88
4760,4,"Couple household, with children",3244906.3,1.2543768,8.0697689,0,8,0,0,0,0,0,0,0,0,0,55,11,0,0,0,0,89
4760,4,"Couple household, with children",12476017,1.2487657,8.937851,0,10,0,0,0,0,0,0,0,0,0,43,8,0,0,0,0,90
6222,3,"Couple household, with no children",4490094,1.2992853,8.3994989,0,9,1,0,0,0,0,0,0,0,0,54,10,1,1,0,0,91
6222,2,"Couple household, with no children",3046618.5,1.3001127,7.9432416,0,7,1,0,0,0,0,0,0,0,0,68,13,1,1,0,0,92
6222,4,Other household types,5318754,1.2967389,8.5072556,0,10,0,0,0,0,0,0,0,0,0,85,16,0,1,0,0,93
4760,3,"Couple household, with no children",3047576.5,1.2870021,8.2274523,0,7,0,0,0,0,0,0,0,0,0,75,15,0,1,0,0,94
4760,5,Three generation household,3588337.8,1.2864028,7.9981809,0,8,1,0,0,0,0,0,0,0,0,84,16,1,0,0,0,95
4760,7,Three generation household,2350642.8,1.2897995,7.604877,0,6,0,0,0,0,0,0,0,0,0,73,14,0,1,0,0,96
3400,3,Skipped generation,1026100,1.2862132,6.4102836,0,1,0,0,0,0,0,0,0,0,0,65,13,0,1,0,0,97
3400,2,"Couple household, with no children",2098676.5,1.2880166,7.9787936,0,5,0,0,0,0,0,0,0,0,0,75,15,0,1,0,1,98
3400,2,"Couple household, with no children",3546979.5,1.285562,8.114152,0,8,0,0,0,0,0,0,0,0,0,68,13,0,1,0,0,99
4760,4,"Couple household, with children",2251701,1.2624037,7.8653789,0,5,1,0,0,0,0,0,0,0,0,55,11,1,1,0,0,100
4760,3,"Couple household, with no children",5385733,1.2550974,8.2383118,0,10,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,101
4760,7,Three generation household,3102588.8,1.2583383,7.7329936,0,7,0,0,0,0,0,0,0,0,0,62,12,0,0,0,1,102
8141,7,Three generation household,3724419,1.2963402,7.8883166,0,8,0,0,0,0,0,0,0,0,0,63,12,0,0,0,0,103
8141,5,Three generation household,2320178.8,1.2973516,7.7095885,0,5,1,0,0,0,0,0,0,0,0,83,16,1,0,0,1,104
8141,3,Three generation household,4585588.5,1.2970659,8.2439461,0,9,1,0,0,0,0,0,0,0,0,65,13,1,0,0,1,105
4760,5,Three generation household,4214976,1.2833025,8.2798605,0,9,0,0,0,0,0,0,0,0,0,71,14,0,1,0,0,106
4760,1,"One-person household, 18-59 years",14567065,1.2788246,8.9395313,0,10,1,0,0,0,0,0,0,0,0,58,11,1,0,0,0,107
4760,5,Three generation household,6332376.5,1.2829958,8.5248384,0,10,1,0,0,0,0,0,0,0,0,68,13,1,1,0,0,108
7305,5,Three generation household,4369988,1.2833551,7.6477184,0,9,0,0,0,0,0,0,0,0,0,70,14,0,1,0,0,109
7305,4,"Couple household, with children",3786588.8,1.2849755,7.8955102,0,8,0,0,0,0,0,0,0,0,0,54,10,0,0,0,0,110
7305,3,"Couple household, with no children",3722776.3,1.284241,8.0648079,0,8,0,0,0,0,0,0,0,0,0,79,15,0,1,0,0,111
4760,3,"Couple household, with no children",6593310.5,1.2577004,8.527709,0,10,1,0,0,0,0,0,0,0,0,51,10,1,0,0,0,112
4760,6,"Couple household, with children",3335245,1.2575519,7.7964292,0,8,0,0,0,0,0,0,0,0,0,54,10,0,0,0,0,113
4760,3,"Couple household, with no children",2834884,1.2608105,7.895268,0,7,0,0,0,0,0,0,0,0,0,56,11,0,0,0,0,114
4675,2,Single parent/caregiver (<60 years),6239750,1.2957753,8.4563427,0,10,1,0,0,0,0,0,0,0,0,47,9,1,0,0,1,115
4675,4,"Couple household, with children",5102818.5,1.2973958,8.5019884,0,9,0,0,0,0,0,0,0,0,0,37,7,0,0,0,0,116
4675,6,"Couple household, with children",2970753.8,1.2959496,8.1234865,0,7,0,0,0,0,0,0,0,0,0,55,11,0,0,0,0,117
4872,3,Other household types,6983490,1.2818731,8.8907108,0,10,1,0,0,0,0,0,0,0,0,66,13,1,1,0,0,118
4872,2,"Couple household, with no children",10869066,1.2790406,8.5729065,0,10,0,0,0,0,0,0,0,0,0,74,14,0,1,0,0,119
4872,7,Three generation household,9200126,1.2793969,8.4754782,0,10,0,0,0,0,0,0,0,0,0,63,12,0,1,0,0,120
5148,4,"Couple household, with children",2605226.3,1.2830064,7.9751406,0,6,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,121
5148,3,"Couple household, with no children",4793643,1.2810335,8.5181885,0,9,0,0,0,0,0,0,0,0,0,60,12,0,0,0,0,122
5148,3,"Couple household, with no children",2418048.8,1.2832083,7.7351823,0,6,0,0,0,0,0,0,0,0,0,69,13,0,1,0,1,123
4760,4,"Couple household, with children",9342608,1.2496568,8.9786806,0,10,0,0,0,0,0,0,0,0,0,39,7,0,0,0,0,124
4760,6,Three generation household,4202273,1.2575836,8.1130428,0,9,1,0,0,0,0,0,0,0,0,73,14,1,1,0,0,125
4760,4,Other household types,3300357.8,1.2627615,8.2950706,0,8,1,0,0,0,0,0,0,0,0,58,11,1,1,0,0,126
4963,5,"Couple household, with children",4060551,1.2956538,8.0570154,0,9,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,127
4963,4,"Couple household, with children",4572505.5,1.2947237,8.3445091,0,9,0,0,0,0,0,0,0,0,0,42,8,0,0,0,0,128
4963,2,"Couple household, with no children",8109525,1.2934285,8.6448336,0,10,0,0,0,0,0,0,0,0,0,58,11,0,1,0,0,129
4080,4,"Couple household, with no children",3902165,1.2865175,8.3796444,0,9,0,0,0,0,0,0,0,0,0,57,11,0,1,0,0,130
4080,3,"Couple household, with children",8324506,1.2805709,8.9076414,0,10,0,0,0,0,0,0,0,0,0,44,8,0,0,0,0,131
4080,4,"Couple household, with children",4324112.5,1.2835703,8.4647646,0,9,1,0,0,0,0,0,0,0,0,47,9,1,0,0,0,132
3335,2,Other household types,6316891,1.2803106,8.4893675,0,10,1,0,0,0,0,0,0,0,0,71,14,1,1,0,0,133
3335,4,"Couple household, with children",10041737,1.2791681,8.8044786,0,10,0,0,0,0,0,0,0,0,0,43,8,0,0,0,0,134
3335,2,Other household types,9500204,1.2793956,8.6910248,0,10,1,0,0,0,0,0,0,0,0,65,13,1,1,0,0,135
7357,4,"Couple household, with children",6739883.5,1.2563765,8.3862705,0,10,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,136
7357,3,"Couple household, with no children",9941628,1.254941,8.7528629,0,10,1,0,0,0,0,0,0,0,0,52,10,1,1,0,0,137
7357,5,Three generation household,6413467,1.2575902,8.475522,0,10,1,0,0,0,0,0,0,0,0,65,13,1,1,0,0,138
4614,2,Other household types,6209530,1.295903,8.5906439,0,10,1,0,0,0,0,0,0,0,0,52,10,1,0,0,0,139
4614,3,"Couple household, with children",6136344,1.296814,8.5309181,0,10,1,0,0,0,0,0,0,0,0,35,7,1,0,0,0,140
4614,4,"Couple household, with children",5627125.5,1.2961038,8.4546976,0,10,0,0,0,0,0,0,0,0,0,59,11,0,1,0,0,141
5770,4,"Couple household, with children",8048229,1.2813883,8.8622198,0,10,1,0,0,0,0,0,0,0,0,38,7,1,0,0,0,142
5770,3,Other household types,5599719,1.2839214,8.6467991,0,10,1,0,0,0,0,0,0,0,0,27,5,1,0,0,0,143
5770,5,"Couple household, with children",3522481.3,1.2876084,8.2817678,0,8,1,0,0,0,0,0,0,0,0,55,11,1,0,0,0,144
5269,2,Other household types,13543399,1.2790983,9.0568018,0,10,1,0,0,0,0,0,0,0,0,63,12,1,1,0,0,145
5269,6,Three generation household,8640357,1.278616,8.8723631,0,10,1,0,0,0,0,0,0,0,0,63,12,1,1,0,0,146
5269,1,"One-person household, 60+ years",16299118,1.2781575,8.7686234,0,10,1,0,0,0,0,0,0,0,0,76,15,1,1,0,0,147
4190,8,Three generation household,2783941.3,1.0227127,7.5066862,0,7,0,0,0,0,0,0,0,0,0,65,13,0,0,1,0,148
4190,4,"Couple household, with children",3707869.8,1.0259125,8.0328093,0,8,0,0,0,0,0,0,0,0,0,42,8,0,0,1,0,149
4190,4,Other household types,2988170.3,1.0270075,7.9586649,0,7,1,0,0,0,0,0,0,0,0,54,10,1,0,1,0,150
4190,4,"Couple household, with children",4088018.3,1.0553427,7.8903551,0,9,0,0,0,0,0,0,0,0,0,39,7,0,0,1,0,151
4190,5,"Couple household, with children",3086750,1.0553087,7.8656135,0,7,0,0,0,0,0,0,0,0,0,56,11,0,0,1,0,152
4190,4,"Couple household, with children",2840439.3,1.0557305,7.9270411,0,7,0,0,0,0,0,0,0,0,0,33,6,0,0,1,0,153
5168,4,"Couple household, with children",1912594.6,1.045916,7.6787601,0,4,0,0,0,0,0,0,0,0,0,34,6,0,0,1,0,154
5168,6,Three generation household,1440403.6,1.0466183,7.4152093,0,3,0,0,0,0,0,0,0,0,0,39,7,0,0,1,0,155
5168,4,"Couple household, with children",3327780,1.0446129,7.8495727,0,8,0,0,0,0,0,0,0,0,0,56,11,0,0,1,0,156
3913,4,"Couple household, with children",2688207.8,1.0425637,7.8109798,0,6,0,0,0,0,0,0,0,0,0,40,8,0,0,1,0,157
3913,6,"Couple household, with children",2156332.5,1.0436114,7.2034545,0,5,0,0,0,0,0,0,0,0,0,55,11,0,0,1,0,158
3913,4,"Couple household, with no children",3266015,1.0453835,7.7072001,0,8,0,0,0,0,0,0,0,0,0,50,10,0,0,1,0,159
4190,4,"Couple household, with children",1919047.5,1.0265853,7.0899224,0,4,1,0,0,0,0,0,0,0,0,42,8,1,0,1,0,160
4190,5,Other household types,2164318.5,1.0201713,7.4043121,0,5,1,0,0,0,0,0,0,0,0,55,11,1,0,1,0,161
4190,5,"Couple household, with children",2040633.4,1.0248103,7.5310616,0,5,0,0,0,0,0,0,0,0,0,47,9,0,0,1,0,162
5656,4,"Couple household, with children",7296420,1.0541558,8.3497982,0,10,0,0,0,0,0,0,0,0,0,51,10,0,0,1,0,163
5656,4,"Couple household, with no children",6596479,1.055459,8.0768318,0,10,0,0,0,0,0,0,0,0,0,61,12,0,0,1,0,164
5656,7,Three generation household,2325898.8,1.0545419,7.6790147,0,5,0,0,0,0,0,0,0,0,0,52,10,0,0,1,0,165
4565,5,Three generation household,2654565.5,1.2863042,7.7301483,0,6,0,0,0,0,0,0,0,0,0,37,7,0,0,0,0,166
4565,5,Three generation household,2385959.8,1.2870833,7.700284,0,6,1,0,0,0,0,0,0,0,0,65,13,1,1,0,0,167
4565,4,"Couple household, with children",4946442,1.2829971,8.3315887,0,9,0,0,0,0,0,0,0,0,0,51,10,0,0,0,0,168
4425,2,Other household types,5413676.5,1.0404265,7.9470429,0,10,1,0,0,0,0,0,0,0,0,53,10,1,0,1,0,169
4425,3,"Couple household, with no children",2542738.3,1.0446789,7.4110179,0,6,0,0,0,0,0,0,0,0,0,48,9,0,0,1,0,170
4425,6,"Couple household, with children",2987724.8,1.0448269,7.3984728,0,7,0,0,0,0,0,0,0,0,0,54,10,0,0,1,0,171
4190,4,"Couple household, with children",2954372,1.0269248,7.7755213,0,7,0,0,0,0,0,0,0,0,0,36,7,0,0,1,0,172
4190,2,"Couple household, with no children",2926332.8,1.0255595,7.6267881,0,7,0,0,0,0,0,0,0,0,0,68,13,0,0,1,0,173
4190,6,Three generation household,2513265.3,1.0253824,7.5802703,0,6,0,0,0,0,0,0,0,0,0,64,12,0,0,1,0,174
5807,3,Other household types,7266451,1.05272,7.8014994,0,10,0,0,0,0,0,0,0,0,0,43,8,0,0,1,0,175
5807,4,"Couple household, with children",3967207.8,1.0555881,7.2691908,0,9,0,0,0,0,0,0,0,0,0,53,10,0,0,1,0,176
5807,5,"Couple household, with children",3904110,1.0555701,7.7258582,0,9,1,0,0,0,0,0,0,0,0,29,5,1,0,1,0,177
3648,3,"Couple household, with children",3519853.3,1.0467809,8.0353584,0,8,0,0,0,0,0,0,0,0,0,24,4,0,0,1,0,178
3648,1,"One-person household, 18-59 years",6075195,1.0438572,7.968751,0,10,1,0,0,0,0,0,0,0,0,25,5,1,0,1,0,179
3648,3,"Couple household, with children",2567509.8,1.0503391,7.62568,0,6,1,0,0,0,0,0,0,0,0,23,4,1,0,1,0,180
4081,7,Three generation household,4492719,1.0410304,7.3237414,0,9,0,0,0,0,0,0,0,0,0,67,13,0,0,1,0,181
4081,6,Three generation household,3286543.3,1.0427696,7.8594885,0,8,1,0,0,0,0,0,0,0,0,67,13,1,0,1,0,182
4081,5,Three generation household,5661892,1.0406295,8.2536697,0,10,0,0,0,0,0,0,0,0,0,38,7,0,0,1,0,183
4190,7,"Couple household, with children",2420681.3,1.0259994,7.4439149,0,6,0,0,0,0,0,0,0,0,0,51,10,0,0,1,0,184
4190,4,"Couple household, with children",4655228.5,1.0252849,8.3090773,0,9,1,0,0,0,0,0,0,0,0,44,8,1,0,1,1,185
4190,4,"Couple household, with children",4046877,1.0230463,7.7292242,0,9,1,0,0,0,0,0,0,0,0,30,6,1,0,1,0,186
4081,7,Three generation household,5379341.5,1.0530266,7.5335999,0,10,0,0,0,0,0,0,0,0,0,50,10,0,0,1,0,187
4081,3,"Couple household, with children",4322582.5,1.0556498,7.9865518,0,9,0,0,0,0,0,0,0,0,0,51,10,0,0,1,0,188
4081,1,"One-person household, 60+ years",6206505.5,1.0537627,7.4983182,0,10,1,0,0,0,0,0,0,0,0,76,15,1,0,1,0,189
5340,2,"Couple household, with no children",6817415.5,1.0437787,8.3588715,0,10,0,0,0,0,0,0,0,0,0,60,12,0,0,1,0,190
5340,2,"Couple household, with no children",7392691,1.0455076,8.4961252,0,10,0,0,0,0,0,0,0,0,0,62,12,0,0,1,1,191
5340,3,"Couple household, with no children",5852226.5,1.0445729,8.4509115,0,10,0,0,0,0,0,0,0,0,0,47,9,0,0,1,0,192
6744,5,Three generation household,2816071,1.0416284,7.6020236,0,7,1,0,0,0,0,0,0,0,0,65,13,1,0,1,0,193
6744,5,"Couple household, with children",2675534,1.0444286,7.5368347,0,6,0,0,0,0,0,0,0,0,0,49,9,0,0,1,0,194
6744,1,"One-person household, 60+ years",14465589,1.0429896,8.3286209,0,10,1,0,0,0,0,0,0,0,0,76,15,1,0,1,0,195
4190,6,Three generation household,2122406.3,1.0265894,7.4135585,0,5,0,0,0,0,0,0,0,0,0,60,12,0,0,1,0,196
4190,5,Three generation household,3651732.5,1.0205973,7.50565,0,8,0,0,0,0,0,0,0,0,0,62,12,0,0,1,0,197
4190,3,"Couple household, with no children",5570065,1.0229372,8.2084341,0,10,1,0,0,0,0,0,0,0,0,54,10,1,0,1,0,198
4760,6,Three generation household,2818750.8,1.2842697,7.7168889,0,7,0,1,9632.0225,0,0,0,0,0,0,55,11,0,0,0,0,199
4760,6,Three generation household,4258710,1.2830898,7.9784117,0,9,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,200
4760,6,Three generation household,4021422,1.2841445,8.1500797,0,9,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,201
3257,3,"Couple household, with children",4507219,1.2811069,8.2196302,0,9,0,0,0,0,0,0,0,0,0,51,10,0,0,0,0,202
3257,6,"Couple household, with children",1448018.1,1.2853572,7.700666,0,3,0,0,0,0,0,0,0,0,0,58,11,0,0,0,0,203
3257,6,"Couple household, with children",2809862.3,1.2853526,7.989233,0,7,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,204
4760,6,Three generation household,5026062.5,1.2960639,8.104599,0,9,0,0,0,0,0,0,0,0,0,38,7,0,0,0,0,205
4760,3,"Couple household, with no children",7212959,1.2945608,8.3845129,0,10,0,0,0,0,0,0,0,0,0,59,11,0,0,0,0,206
4760,5,"Couple household, with children",4521446,1.2958894,8.1267643,0,9,0,0,0,0,0,0,0,0,0,36,7,0,0,0,0,207
4967,4,Three generation household,3736226.5,1.2819288,8.105938,0,8,1,0,0,0,0,0,0,0,0,67,13,1,0,0,0,208
4967,6,Three generation household,3715618.3,1.2849973,7.9885788,0,8,0,0,0,0,0,0,0,0,0,68,13,0,0,0,0,209
4967,3,"Couple household, with no children",5918875,1.2790687,8.3334799,0,10,0,0,0,0,0,0,0,0,0,53,10,0,0,0,0,210
