hhid,rural,female_head,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,current_B,value_B,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,age,age5yrs,sex,disab,pension
11330238,0,0,226.63139,5,Three generation household,6140550.5,1.0205103,13.470288,0,10,0,0,0,0,0,0,0,0,28,5,1,0,0
11330262,0,0,226.63139,4,"Couple household, with children",1384767.6,1.0205103,13.944706,0,10,0,0,0,0,0,0,0,0,43,8,0,0,0
11330310,0,0,226.63139,3,"Couple household, with children",1418997.6,1.0205103,13.940144,0,10,0,0,0,0,0,0,0,0,6,1,0,0,0
11330334,0,0,226.63139,2,"Couple household, with no children",1441668.8,1.0205103,13.777417,0,10,0,0,0,0,0,0,0,0,49,9,1,0,0
11330382,0,0,226.63139,6,"Couple household, with children",206836.69,1.0205103,13.135182,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0
11340009,1,1,147.60574,2,Other household types,575609.13,.98201561,13.73301,0,6,0,0,0,0,0,0,0,0,47,9,1,0,0
11340039,1,0,147.60574,4,"Couple household, with children",346560.78,.98201561,13.144205,0,3,0,0,0,0,0,0,0,0,19,3,0,0,0
11340160,1,0,147.60574,6,Three generation household,375224.63,.98201561,12.706175,0,3,0,0,0,0,0,0,0,0,28,5,0,0,0
11340191,1,0,147.60574,7,"Couple household, with children",254601.13,.98201561,12.764213,1,2,0,0,0,0,0,0,0,0,47,9,1,0,0
11340252,1,0,147.60574,6,"Couple household, with no children",342541.84,.98201561,13.155694,0,3,0,0,0,0,0,0,0,0,23,4,1,0,0
11340312,1,0,147.60574,6,"Couple household, with children",713645.69,.98201561,13.026506,0,7,0,0,0,0,0,0,0,0,21,4,0,0,0
11340343,1,0,147.60574,2,"Couple household, with no children",655525.63,.98201561,13.591157,0,7,0,0,0,0,0,0,0,0,26,5,0,0,0
11340373,1,0,147.60574,6,"Couple household, with children",265705.69,.98201561,12.961697,1,2,0,0,0,0,0,0,0,0,6,1,1,0,0
11340403,1,0,147.60574,2,"Couple household, with no children",905879.13,.98201561,13.699506,0,8,0,0,0,0,0,0,0,0,26,5,1,0,0
11340464,1,0,147.60574,6,"Couple household, with children",467658.59,.98201561,12.792055,0,5,0,0,0,0,0,0,0,0,59,11,0,0,0
11350024,1,0,193.13802,5,"Couple household, with children",2290202,.9847436,13.10481,0,10,0,0,0,0,0,0,0,0,42,8,0,0,0
11350073,1,0,193.13802,3,"Couple household, with no children",930213.94,.9847436,13.471086,0,9,0,0,0,0,0,0,0,0,46,9,0,0,0
11350147,1,1,193.13802,2,Other household types,973142.19,.9847436,13.708932,0,9,0,0,0,0,0,0,0,0,56,11,1,0,0
11350172,1,0,193.13802,11,Three generation household,393719.75,.9847436,13.277861,0,4,0,0,0,0,0,0,0,0,80,16,1,0,0
11350246,1,0,193.13802,10,Three generation household,600707.06,.9847436,13.043083,0,6,0,0,0,0,0,0,0,0,29,5,0,0,0
11350270,1,0,193.13802,10,Three generation household,358623.56,.9847436,12.318117,0,3,0,0,0,0,0,0,0,0,83,16,1,0,0
11350320,1,0,193.13802,6,"Couple household, with children",404234.41,.9847436,13.084858,0,4,0,0,0,0,0,0,0,0,4,0,1,0,0
11350344,1,0,193.13802,6,"Couple household, with children",370293.19,.9847436,12.576241,0,3,0,0,0,0,0,0,0,0,38,7,1,0,0
11350369,1,1,193.13802,4,Single parent/caregiver (<60 years),334029.41,.9847436,12.752927,0,3,0,0,0,0,0,0,0,0,16,3,1,0,0
11350394,1,0,193.13802,6,"Couple household, with children",650970.5,.9847436,12.576673,0,7,0,0,0,0,0,0,0,0,12,2,1,0,0
11360009,1,0,150.87166,8,"Couple household, with children",319818.63,.99311769,12.528889,0,3,0,0,0,0,0,0,0,0,17,3,0,0,0
11360015,1,0,150.87166,5,"Couple household, with children",550247.63,.99311769,12.752274,0,6,0,0,0,0,0,0,0,0,30,6,0,0,0
11360027,1,0,150.87166,5,"Couple household, with children",468891.31,.99311769,12.67538,0,5,0,0,0,0,0,0,0,0,12,2,0,0,0
11360039,1,0,150.87166,10,Other household types,189333.8,.99311769,12.164543,1,1,0,0,0,0,0,0,0,0,26,5,0,0,0
11360057,1,0,150.87166,10,"Couple household, with children",271612.19,.99311769,12.021716,1,2,0,0,0,0,0,0,0,0,18,3,1,0,0
11360063,1,0,150.87166,10,"Couple household, with children",248812.42,.99311769,12.345199,1,1,0,0,0,0,0,0,0,0,39,7,1,0,0
11360069,1,0,150.87166,8,"Couple household, with children",265218.25,.99311769,12.376274,1,2,0,0,0,0,0,0,0,0,38,7,1,0,0
11360081,1,0,150.87166,6,"Couple household, with children",280053.91,.99311769,12.484016,1,2,0,0,0,0,0,0,0,0,30,6,0,0,0
11360087,1,0,150.87166,15,"Couple household, with children",173665.66,.99311769,11.714093,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0
11360093,1,0,150.87166,12,"Couple household, with children",515384.75,.99311769,12.103663,0,5,0,0,0,0,0,0,0,0,10,2,1,0,0
11370003,1,0,366.84299,9,"Couple household, with children",452505.31,.99311769,12.509096,0,5,0,0,0,0,0,0,0,0,6,1,0,0,0
11370007,1,0,366.84299,6,"Couple household, with children",415736.47,.99311769,12.814279,0,4,0,0,0,0,0,0,0,0,9,1,0,0,0
11370015,1,0,366.84299,5,"Couple household, with children",481422,.99311769,12.862516,0,5,0,0,0,0,0,0,0,0,22,4,0,0,0
11370019,1,0,366.84299,4,"Couple household, with children",391612.34,.99311769,12.746412,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0
11370023,1,0,366.84299,5,"Couple household, with children",334019.75,.99311769,12.825482,0,3,0,0,0,0,0,0,0,0,14,2,1,0,0
11370027,1,0,366.84299,2,"Couple household, with no children",455673.31,.99311769,13.374906,0,5,0,0,0,0,0,0,0,0,58,11,1,0,0
11370035,1,0,366.84299,6,Three generation household,495663.03,.99311769,12.749989,0,5,0,0,0,0,0,0,0,0,28,5,1,0,0
11370043,1,1,366.84299,2,Single parent/caregiver (<60 years),728042.88,.99311769,13.137161,0,7,0,0,0,0,0,0,0,0,5,1,0,0,0
11370047,1,0,366.84299,6,"Couple household, with children",267101.06,.99311769,12.727748,1,2,0,0,0,0,0,0,0,0,35,7,0,0,0
11370059,1,0,366.84299,4,"Couple household, with children",664690.63,.99311769,12.748414,0,7,0,0,0,0,0,0,0,0,6,1,0,0,0
11380059,1,0,201.24994,6,"Couple household, with children",266944.47,.97645628,12.597636,1,2,0,0,0,0,0,0,0,0,12,2,1,0,0
11380072,1,0,201.24994,6,"Couple household, with children",543350.88,.97645628,12.817073,0,6,0,0,0,0,0,0,0,0,18,3,1,0,0
11380085,1,0,201.24994,6,"Couple household, with children",203824.67,.97645628,12.903322,1,1,0,0,0,0,0,0,0,0,31,6,1,0,0
11380098,1,0,201.24994,6,"Couple household, with children",385600.22,.97645628,12.643869,0,4,0,0,0,0,0,0,0,0,17,3,1,0,0
11380124,1,0,201.24994,12,"Couple household, with children",174232.05,.97645628,12.14107,1,1,0,0,0,0,0,0,0,0,15,3,0,0,0
11380137,1,0,201.24994,5,"Couple household, with children",462040.38,.97645628,12.953531,0,5,0,0,0,0,0,0,0,0,25,5,0,0,0
11380176,1,0,201.24994,4,"Couple household, with no children",545255.56,.97645628,13.115805,0,6,0,0,0,0,0,0,0,0,20,4,1,0,0
11380189,1,0,201.24994,5,"Couple household, with children",275321.16,.97645628,12.935989,1,2,0,0,0,0,0,0,0,0,39,7,0,0,0
11380202,1,0,201.24994,5,"Couple household, with children",361218.28,.97645628,12.835312,0,3,0,0,0,0,0,0,0,0,31,6,1,0,0
11390005,1,0,179.53543,11,Other household types,314535.09,.98013008,12.252066,0,2,0,0,0,0,0,0,0,0,58,11,0,0,0
11390013,1,0,179.53543,7,"Couple household, with children",273563.91,.98013008,12.552319,1,2,0,0,0,0,0,0,0,0,45,9,0,0,0
11390022,1,0,179.53543,8,"Couple household, with children",694132.63,.98013008,12.85548,0,7,0,0,0,0,0,0,0,0,33,6,1,0,0
11390040,1,0,179.53543,7,"Couple household, with children",123470.25,.98013008,12.630982,1,1,0,0,0,0,0,0,0,0,8,1,0,0,0
11390066,1,0,179.53543,7,"Couple household, with children",434378.5,.98013008,12.736529,0,4,0,0,0,0,0,0,0,0,30,6,1,0,0
11390110,1,0,179.53543,8,"Couple household, with children",211815.81,.98013008,12.54569,1,1,0,0,0,0,0,0,0,0,36,7,1,0,0
11390119,1,0,179.53543,8,Three generation household,199493.38,.98013008,12.276902,1,1,0,0,0,0,0,0,0,0,21,4,0,0,0
11390128,1,0,179.53543,10,Three generation household,98412,.98013008,12.114161,1,1,0,0,0,0,0,0,0,0,34,6,0,0,0
11390137,1,0,179.53543,8,"Couple household, with children",601640.69,.98013008,12.563197,0,6,0,0,0,0,0,0,0,0,17,3,1,0,0
11400008,1,0,138.12741,12,Other household types,260538.97,.99136591,12.401165,1,2,0,0,0,0,0,0,0,0,12,2,0,0,0
11400034,1,0,138.12741,9,"Couple household, with children",218886.45,.99136591,12.342787,1,1,0,0,0,0,0,0,0,0,37,7,0,0,0
11400040,1,0,138.12741,6,"Couple household, with children",163252.23,.99136591,12.481121,1,1,0,0,0,0,0,0,0,0,12,2,0,0,0
11400045,1,0,138.12741,9,"Couple household, with children",759939.56,.99136591,12.444449,0,8,0,0,0,0,0,0,0,0,6,1,1,0,0
11400050,1,0,138.12741,11,"Couple household, with children",324464.56,.99136591,12.257013,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0
11400066,1,0,138.12741,10,"Couple household, with children",404162.94,.99136591,12.398037,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
11400072,1,0,138.12741,5,Three generation household,305015.31,.99136591,12.592451,1,2,0,0,0,0,0,0,0,0,81,16,0,0,0
11400077,1,0,138.12741,7,"Couple household, with children",437134.22,.99136591,12.589254,0,4,0,0,0,0,0,0,0,0,12,2,0,0,0
11400082,1,0,138.12741,10,Three generation household,174197.31,.99136591,12.065017,1,1,0,0,0,0,0,0,0,0,8,1,1,0,0
11410004,1,1,61.500687,1,"One-person household, 18-59 years",1013340.2,.98013008,13.369937,0,9,0,0,0,0,0,0,0,0,44,8,1,0,0
11410008,1,0,61.500687,5,"Couple household, with children",618693,.98013008,12.793647,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0
11410020,1,0,61.500687,7,Three generation household,491775.34,.98013008,12.531727,0,5,0,0,0,0,0,0,0,0,6,1,1,0,0
11410027,1,0,61.500687,5,"Couple household, with children",370603.63,.98013008,12.763634,0,3,0,0,0,0,0,0,0,0,9,1,1,0,0
11410031,1,0,61.500687,6,"Couple household, with children",756278.25,.98013008,12.71662,0,8,0,0,0,0,0,0,0,0,56,11,1,0,0
11410035,1,1,61.500687,6,Other household types,339258.5,.98013008,12.748332,0,3,0,0,0,0,0,0,0,0,24,4,1,0,0
11410050,1,1,61.500687,1,"One-person household, 18-59 years",695314.63,.98013008,13.370078,0,7,0,0,0,0,0,0,0,0,42,8,1,0,0
11410054,1,1,61.500687,1,"One-person household, 60+ years",212593.77,.98013008,13.369269,1,1,0,0,0,0,0,0,0,0,69,13,1,0,0
11410058,1,0,61.500687,2,Single parent/caregiver (<60 years),532334.94,.98013008,12.986626,0,6,0,0,0,0,0,0,0,0,48,9,0,0,0
11420011,1,0,189.39902,2,"Couple household, with no children",482804.47,.98907185,13.508101,0,5,0,0,0,0,0,0,0,0,54,10,0,0,0
11420038,1,0,189.39902,9,Three generation household,157107.38,.98907185,12.419411,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11420047,1,0,189.39902,5,Three generation household,161431.19,.98907185,12.887469,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
11420065,1,0,189.39902,7,"Couple household, with children",439358.44,.98907185,12.672288,0,4,0,0,0,0,0,0,0,0,9,1,0,0,0
11420074,1,0,189.39902,4,"Couple household, with children",328556.03,.98907185,13.053646,0,3,0,0,0,0,0,0,0,0,32,6,0,0,0
11420109,1,0,189.39902,7,"Couple household, with children",460776.09,.98907185,12.516971,0,5,0,0,0,0,0,0,0,0,14,2,1,0,0
11420118,1,0,189.39902,6,"Couple household, with children",365549.5,.98907185,12.691863,0,3,0,0,0,0,0,0,0,0,12,2,1,0,0
11420127,1,0,189.39902,2,"Couple household, with no children",1842558.9,.98907185,13.189826,0,10,0,0,0,0,0,0,0,0,60,12,0,0,0
11420136,1,0,189.39902,3,"Couple household, with children",591573.25,.98907185,12.969427,0,6,0,0,0,0,0,0,0,0,5,1,1,0,0
11430005,0,0,124.96399,3,"Couple household, with no children",1296832.5,1.0278432,13.680861,0,9,0,0,0,0,0,0,0,0,34,6,0,0,0
11430018,0,0,124.96399,3,Three generation household,366069.22,1.0278432,13.25398,0,3,0,0,0,0,0,0,0,0,16,3,0,0,0
11430031,0,0,124.96399,3,"Couple household, with no children",835977.81,1.0278432,13.992227,0,8,0,0,0,0,0,0,0,0,26,5,0,0,0
11430045,0,0,124.96399,6,"Couple household, with no children",900647.63,1.0278432,13.135648,0,8,0,0,0,0,0,0,0,0,47,9,1,0,0
11430112,0,0,124.96399,6,"Couple household, with children",611901.06,1.0278432,13.171038,0,6,0,0,0,0,0,0,0,0,25,5,0,0,0
11430125,0,0,124.96399,5,"Couple household, with children",429435.72,1.0278432,13.121298,0,4,0,0,0,0,0,0,0,0,7,1,1,0,0
11430138,0,0,124.96399,6,Three generation household,288001.03,1.0278432,13.00225,1,2,0,0,0,0,0,0,0,0,41,8,0,0,0
11430152,0,0,124.96399,7,"Couple household, with no children",364251.16,1.0278432,12.652714,0,3,0,0,0,0,0,0,0,0,25,5,0,0,0
11430165,0,0,124.96399,5,"Couple household, with no children",402551.13,1.0278432,13.195655,0,4,0,0,0,0,0,0,0,0,24,4,0,0,0
11440064,0,0,111.37111,5,"Couple household, with children",1640869.9,1.0129284,13.559475,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0
11440083,0,0,111.37111,3,"Couple household, with no children",1112730.1,1.0129284,13.845448,0,9,0,0,0,0,0,0,0,0,30,6,0,0,0
11440101,0,0,111.37111,5,Three generation household,714789.25,1.0129284,13.315095,0,7,0,0,0,0,0,0,0,0,32,6,0,0,0
11440138,0,0,111.37111,4,"Couple household, with children",899882.38,1.0129284,13.507971,0,8,0,0,0,0,0,0,0,0,4,0,1,0,0
11440157,0,0,111.37111,1,"One-person household, 18-59 years",4438150.5,1.0129284,13.869438,0,10,0,0,0,0,0,0,0,0,48,9,0,0,0
11440194,0,1,111.37111,5,Other household types,502996.84,1.0129284,13.325294,0,5,0,0,0,0,0,0,0,0,17,3,1,0,0
11440212,0,0,111.37111,2,Other household types,458900.5,1.0129284,13.687747,0,5,0,0,0,0,0,0,0,0,21,4,0,0,0
11440249,0,0,111.37111,4,"Couple household, with children",346253.97,1.0129284,12.995678,0,3,0,0,0,0,0,0,0,0,10,2,1,0,0
11440268,0,1,111.37111,2,Single parent/caregiver (<60 years),1381473.1,1.0129284,13.365335,0,10,0,0,0,0,0,0,0,0,12,2,0,0,0
11440286,0,0,111.37111,6,Three generation household,672223.94,1.0129284,13.025553,0,7,0,0,0,0,0,0,0,0,21,4,0,0,0
11450007,0,0,130.84735,5,"Couple household, with children",498268.19,1.0155143,13.019657,0,5,0,0,0,0,0,0,0,0,14,2,0,0,0
11450018,0,0,130.84735,6,"Couple household, with children",374138.84,1.0155143,13.321262,0,3,0,0,0,0,0,0,0,0,27,5,0,0,0
11450073,0,1,130.84735,5,Other household types,616882.75,1.0155143,13.578071,0,7,0,0,0,0,0,0,0,0,30,6,0,0,0
11450084,0,0,130.84735,4,"Couple household, with children",682418.63,1.0155143,13.553276,0,7,0,0,0,0,0,0,0,0,28,5,1,0,0
11450096,0,0,130.84735,4,"Couple household, with no children",4385397,1.0155143,14.466084,0,10,0,0,0,0,0,0,0,0,21,4,1,0,0
11450129,0,0,130.84735,6,Three generation household,418054.47,1.0155143,13.269269,0,4,0,0,0,0,0,0,0,0,60,12,1,0,0
11450140,0,0,130.84735,5,"Couple household, with children",1156638.4,1.0155143,13.765091,0,9,0,0,0,0,0,0,0,0,43,8,1,0,0
11450162,0,0,130.84735,6,Three generation household,2486401.8,1.0155143,13.175592,0,10,0,0,0,0,0,0,0,0,71,14,1,0,0
11450173,0,0,130.84735,3,"Couple household, with no children",1060482.1,1.0155143,13.709858,0,9,0,0,0,0,0,0,0,0,47,9,1,0,0
11460011,0,0,124.31274,11,Three generation household,1156924.8,1.0129284,13.864654,0,9,0,0,0,0,0,0,0,0,30,6,1,0,0
11460053,0,0,124.31274,4,"Couple household, with no children",772499.44,1.0129284,13.752769,0,8,0,0,0,0,0,0,0,0,44,8,1,0,0
11460095,0,0,124.31274,8,Three generation household,977467.44,1.0129284,13.906747,0,9,0,0,0,0,0,0,0,0,30,6,0,0,0
11460180,0,0,124.31274,6,Three generation household,579595.63,1.0129284,13.191354,0,6,0,0,0,0,0,0,0,0,58,11,1,0,0
11460222,0,0,124.31274,3,"Couple household, with no children",278426.5,1.0129284,13.182199,1,2,0,0,0,0,0,0,0,0,58,11,1,0,0
11460264,0,0,124.31274,2,"Couple household, with no children",2097885.8,1.0129284,13.802356,0,10,0,0,0,0,0,0,0,0,22,4,1,0,0
11460307,0,0,124.31274,5,"Couple household, with children",775078.88,1.0129284,13.418567,0,8,0,0,0,0,0,0,0,0,21,4,0,0,0
11460434,0,0,124.31274,4,"Couple household, with children",1144658.1,1.0129284,13.589252,0,9,0,0,0,0,0,0,0,0,8,1,1,0,0
11460603,0,1,124.31274,3,Other household types,1843440.6,1.0129284,13.8255,0,10,0,0,0,0,0,0,0,0,29,5,0,0,0
11470023,0,0,98.651588,4,"Couple household, with children",1244885.1,1.0233452,13.749619,0,9,0,0,0,0,0,0,0,0,41,8,1,0,0
11470037,0,0,98.651588,4,"Couple household, with children",1095437.8,1.0233452,13.969817,0,9,0,0,0,0,0,0,0,0,22,4,0,0,0
11470052,0,0,98.651588,3,"Couple household, with children",576807.75,1.0233452,13.452693,0,6,0,0,0,0,0,0,0,0,34,6,0,0,0
11470095,0,0,98.651588,3,"Couple household, with children",1614260.5,1.0233452,13.966466,0,10,0,0,0,0,0,0,0,0,37,7,1,0,0
11470110,0,0,98.651588,3,"Couple household, with no children",1052444.3,1.0233452,13.848511,0,9,0,0,0,0,0,0,0,0,66,13,0,0,0
11470124,0,1,98.651588,5,Three generation household,779122.06,1.0233452,13.405023,0,8,0,0,0,0,0,0,0,0,24,4,0,0,0
11470182,0,1,98.651588,6,Three generation household,576119.44,1.0233452,13.160802,0,6,0,0,0,0,0,0,0,0,7,1,0,0,0
11470196,0,1,98.651588,3,Other household types,643433.25,1.0233452,13.730625,0,7,0,0,0,0,0,0,0,0,23,4,0,0,0
11470225,0,1,98.651588,4,Three generation household,696970.75,1.0233452,13.521315,0,7,0,0,0,0,0,0,0,0,34,6,0,0,0
11480013,0,0,131.00435,6,"Couple household, with no children",525842.13,1.0302271,13.365825,0,5,0,0,0,0,0,0,0,0,29,5,1,0,0
11480027,0,0,131.00435,3,"Couple household, with children",466530.94,1.0302271,13.542657,0,5,0,0,0,0,0,0,0,0,41,8,1,0,0
11480041,0,0,131.00435,4,"Couple household, with children",579577.38,1.0302271,13.36879,0,6,0,0,0,0,0,0,0,0,8,1,0,0,0
11480056,0,1,131.00435,5,Three generation household,748245.38,1.0302271,13.647583,0,8,0,0,0,0,0,0,0,0,41,8,0,0,0
11480084,0,0,131.00435,5,"Couple household, with children",455008.91,1.0302271,13.573133,0,5,0,0,0,0,0,0,0,0,27,5,0,0,0
11480113,0,0,131.00435,6,"Couple household, with children",752482.75,1.0302271,13.680101,0,8,0,0,0,0,0,0,0,0,32,6,0,0,0
11480142,0,0,131.00435,4,"Couple household, with no children",475051.91,1.0302271,13.632937,0,5,0,0,0,0,0,0,0,0,19,3,1,0,0
11480171,0,1,131.00435,6,Three generation household,362977.75,1.0302271,13.002495,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0
11480185,0,0,131.00435,4,"Couple household, with children",762977.38,1.0302271,13.580907,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0
11480214,0,0,131.00435,5,"Couple household, with children",558854.13,1.0302271,13.2807,0,6,0,0,0,0,0,0,0,0,59,11,1,0,0
11490021,1,0,110.31879,8,"Couple household, with children",367246.16,.97720796,12.879292,0,3,0,0,0,0,0,0,0,0,8,1,0,0,0
11490039,1,0,110.31879,4,"Couple household, with children",315435.34,.97720796,13.124032,0,2,0,0,0,0,0,0,0,0,15,3,0,0,0
11490048,1,0,110.31879,9,"Couple household, with children",297132.81,.97720796,12.86631,1,2,0,0,0,0,0,0,0,0,24,4,0,0,0
11490057,1,0,110.31879,8,"Couple household, with children",196199.56,.97720796,12.563166,1,1,0,0,0,0,0,0,0,0,13,2,0,0,0
11490075,1,0,110.31879,10,Three generation household,3700471,.97720796,12.836506,0,10,0,0,0,0,0,0,0,0,20,4,1,0,0
11490093,1,0,110.31879,5,"Couple household, with children",260908.25,.97720796,13.377278,1,2,0,0,0,0,0,0,0,0,43,8,1,0,0
11490102,1,0,110.31879,4,"Couple household, with children",315585.44,.97720796,13.018134,0,2,0,0,0,0,0,0,0,0,31,6,1,0,0
11490111,1,1,110.31879,6,Three generation household,305328,.97720796,12.867847,1,2,0,0,0,0,0,0,0,0,30,6,1,0,0
11490138,1,0,110.31879,3,"Couple household, with no children",389183.81,.97720796,13.329133,0,4,0,0,0,0,0,0,0,0,47,9,1,0,0
11500010,1,0,137.20424,5,"Couple household, with children",421562.31,.98201561,12.703642,0,4,0,0,0,0,0,0,0,0,51,10,0,0,0
11500027,1,0,137.20424,3,Skipped generation,758566,.98201561,13.136034,0,8,0,0,0,0,0,0,0,0,65,13,1,0,0
11500045,1,0,137.20424,5,Three generation household,249052.08,.98201561,13.049274,1,1,0,0,0,0,0,0,0,0,62,12,1,0,0
11500053,1,0,137.20424,3,Other household types,837277.56,.98201561,13.439175,0,8,0,0,0,0,0,0,0,0,93,16,0,1,0
11500062,1,0,137.20424,6,Three generation household,323354.97,.98201561,12.780184,0,3,0,0,0,0,0,0,0,0,20,4,1,0,0
11500071,1,0,137.20424,6,"Couple household, with no children",292499.94,.98201561,12.771583,1,2,0,0,0,0,0,0,0,0,18,3,1,0,0
11500079,1,1,137.20424,3,Other household types,463715.22,.98201561,13.2444,0,5,0,0,0,0,0,0,0,0,18,3,0,0,0
11500105,1,0,137.20424,1,"One-person household, 18-59 years",576076.25,.98201561,13.581991,0,6,0,0,0,0,0,0,0,0,48,9,0,0,0
11500122,1,0,137.20424,5,Three generation household,671364.81,.98201561,13.001393,0,7,0,0,0,0,0,0,0,0,28,5,1,0,0
11500131,1,0,137.20424,4,"Couple household, with children",341466.34,.98201561,12.936168,0,3,0,0,0,0,0,0,0,0,6,1,0,0,0
11510008,1,0,125.42226,6,"Couple household, with children",317742.44,.97645628,12.94499,0,2,0,0,0,0,0,0,0,0,37,7,1,0,0
11510013,1,0,125.42226,6,Three generation household,440572.34,.97645628,12.86769,0,4,0,0,0,0,0,0,0,0,7,1,1,0,0
11510022,1,0,125.42226,6,Three generation household,434446.5,.97645628,12.814371,0,4,0,0,0,0,0,0,0,0,13,2,0,0,0
11510031,1,0,125.42226,4,"Couple household, with children",415100.28,.97645628,13.080114,0,4,0,0,0,0,0,0,0,0,5,1,1,0,0
11510035,1,0,125.42226,5,"Couple household, with children",365802.22,.97645628,12.898129,0,3,0,0,0,0,0,0,0,0,5,1,0,0,0
11510049,1,0,125.42226,3,"Couple household, with children",393077.75,.97645628,12.951411,0,4,0,0,0,0,0,0,0,0,26,5,1,0,0
11510054,1,0,125.42226,6,"Couple household, with children",324614.44,.97645628,12.678658,0,3,0,0,0,0,0,0,0,0,28,5,0,0,0
11510058,1,0,125.42226,7,"Couple household, with children",317417.22,.97645628,12.713948,0,2,0,0,0,0,0,0,0,0,10,2,1,0,0
11510072,1,1,125.42226,3,Other household types,611527.75,.97645628,13.259287,0,6,0,0,0,0,0,0,0,0,42,8,1,0,0
11520017,1,0,82.601593,5,"Couple household, with children",242285.73,.97827941,12.688579,1,1,0,0,0,0,0,0,0,0,32,6,0,0,0
11520023,1,1,82.601593,4,Other household types,307287.97,.97827941,12.838718,1,2,0,0,0,0,0,0,0,0,21,4,0,0,0
11520030,1,0,82.601593,7,"Couple household, with children",225378.44,.97827941,12.509784,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0
11520036,1,0,82.601593,7,Three generation household,296885.13,.97827941,12.74656,1,2,0,0,0,0,0,0,0,0,74,14,1,0,0
11520042,1,0,82.601593,3,"Couple household, with children",305459.03,.97827941,12.9084,1,2,0,0,0,0,0,0,0,0,35,7,0,0,0
11520048,1,0,82.601593,5,"Couple household, with children",252682.31,.97827941,12.730065,1,1,0,0,0,0,0,0,0,0,33,6,0,0,0
11520061,1,0,82.601593,8,"Couple household, with children",233984.58,.97827941,12.396356,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0
11520080,1,0,82.601593,7,"Couple household, with children",235254.34,.97827941,12.665848,1,1,0,0,0,0,0,0,0,0,12,2,0,0,0
11520092,1,0,82.601593,3,Three generation household,384774.91,.97827941,12.965183,0,4,0,0,0,0,0,0,0,0,57,11,1,0,0
11520098,1,0,82.601593,3,Three generation household,484114.47,.97827941,12.88856,0,5,0,0,0,0,0,0,0,0,70,14,0,0,0
11530005,1,0,112.75117,6,Three generation household,470304.97,.99311769,12.892899,0,5,0,0,0,0,0,0,0,0,4,0,1,0,0
11530019,1,0,112.75117,8,"Couple household, with children",554035.69,.99311769,12.615892,0,6,0,0,0,0,0,0,0,0,6,1,1,0,0
11530034,1,1,112.75117,5,Three generation household,387806.63,.99311769,12.976111,0,4,0,0,0,0,0,0,0,0,75,15,1,1,0
11530048,1,0,112.75117,5,"Couple household, with children",382233.97,.99311769,13.099405,0,3,0,0,0,0,0,0,0,0,16,3,0,0,0
11530055,1,1,112.75117,1,"One-person household, 18-59 years",359016.31,.99311769,13.559442,0,3,0,0,0,0,0,0,0,0,54,10,1,0,0
11530063,1,0,112.75117,6,"Couple household, with children",336722.25,.99311769,12.963625,0,3,0,0,0,0,0,0,0,0,39,7,1,0,0
11530070,1,0,112.75117,4,"Couple household, with children",562646.81,.99311769,13.665798,0,6,0,0,0,0,0,0,0,0,33,6,0,0,0
11530099,1,0,112.75117,6,"Couple household, with children",238827.86,.99311769,12.733427,1,1,0,0,0,0,0,0,0,0,14,2,0,0,0
11530106,1,0,112.75117,9,"Couple household, with children",281263.13,.99311769,12.613752,1,2,0,0,0,0,0,0,0,0,15,3,1,0,0
11530113,1,0,112.75117,14,Three generation household,519076,.99311769,12.042107,0,5,0,0,0,0,0,0,0,0,38,7,1,0,0
11540011,1,0,153.04306,5,"Couple household, with no children",1095486.6,.98435152,13.460952,0,9,0,0,0,0,0,0,0,0,33,6,1,0,0
11540016,1,0,153.04306,3,"Couple household, with children",3146732.8,.98435152,13.617729,0,10,0,0,0,0,0,0,0,0,33,6,1,0,0
11540021,1,0,153.04306,4,"Couple household, with children",745134.31,.98435152,13.071061,0,8,0,0,0,0,0,0,0,0,39,7,1,0,0
11540026,1,1,153.04306,3,Other household types,713768.63,.98435152,13.390675,0,7,0,0,0,0,0,0,0,0,27,5,1,0,0
11540036,1,0,153.04306,2,"Couple household, with no children",5160924.5,.98435152,13.812039,0,10,0,0,0,0,0,0,0,0,46,9,1,0,0
11540042,1,0,153.04306,2,"Couple household, with no children",1244735.6,.98435152,13.672063,0,9,0,0,0,0,0,0,0,0,51,10,0,0,0
11540047,1,0,153.04306,6,"Couple household, with children",1548771.1,.98435152,13.241621,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0
