hhid,rural,female_head,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,current_B,value_B,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,age,age5yrs,sex,disab,pension
10010026,0,0,272.26544,4,"Couple household, with children",1244560.3,1.1546993,14.311191,0,9,0,0,0,0,0,0,0,0,37,7,1,0,0
10010223,0,0,272.26544,4,"Couple household, with no children",1117956,1.1546993,14.106398,0,9,0,0,0,0,0,0,0,0,26,5,0,0,0
10010289,0,0,272.26544,5,"Couple household, with children",777125.06,1.1546993,13.751993,0,8,0,0,0,0,0,0,0,0,32,6,1,0,0
10010354,0,0,272.26544,5,Three generation household,1060504.6,1.1546993,13.772583,0,9,0,0,0,0,0,0,0,0,64,12,0,0,0
10010486,0,0,272.26544,5,"Couple household, with children",1459325.1,1.1546993,14.198426,0,10,0,0,0,0,0,0,0,0,35,7,1,0,0
10010617,0,0,272.26544,6,"Couple household, with children",3471399.8,1.1546993,14.354848,0,10,0,0,0,0,0,0,0,0,10,2,1,0,0
10010683,0,0,272.26544,2,Other household types,1066942.1,1.1546993,14.251616,0,9,0,0,0,0,0,0,0,0,40,8,0,0,0
10010749,0,0,272.26544,5,"Couple household, with no children",1284857.3,1.1546993,14.279462,0,9,0,0,0,0,0,0,0,0,22,4,1,0,0
10010880,0,0,272.26544,5,"Couple household, with children",994801.44,1.1546993,13.719352,0,9,0,0,0,0,0,0,0,0,10,2,0,0,0
10010946,0,0,272.26544,3,"Couple household, with no children",1505732.5,1.1546993,14.24965,0,10,0,0,0,0,0,0,0,0,22,4,0,0,0
10020048,0,0,432.40897,4,"Couple household, with no children",956544.75,1.1461204,13.891438,0,9,0,0,0,0,0,0,0,0,51,10,0,0,0
10020099,0,0,432.40897,5,"Couple household, with no children",1902292,1.1461204,13.732538,0,10,0,0,0,0,0,0,0,0,47,9,0,0,0
10020254,0,0,432.40897,4,"Couple household, with children",1428696.5,1.1461204,13.856075,0,10,0,0,0,0,0,0,0,0,6,1,1,0,0
10020305,0,1,432.40897,2,Other household types,2512553.5,1.1461204,14.033253,0,10,0,0,0,0,0,0,0,0,77,15,1,0,0
10020357,0,0,432.40897,4,"Couple household, with no children",769677.56,1.1461204,13.880582,0,8,0,0,0,0,0,0,0,0,53,10,0,0,0
10020511,0,0,432.40897,2,"Couple household, with no children",2502093.5,1.1461204,14.318605,0,10,0,0,0,0,0,0,0,0,37,7,0,0,0
10020666,0,0,432.40897,1,"One-person household, 60+ years",2344402.3,1.1461204,14.0995,0,10,0,0,0,0,0,0,0,0,70,14,0,0,0
10020769,0,0,432.40897,2,Other household types,1494654.3,1.1461204,13.971193,0,10,0,0,0,0,0,0,0,0,58,11,0,0,0
10030043,0,1,359.23373,5,Other household types,493159.31,1.1546993,13.29461,0,5,0,0,0,0,0,0,0,0,30,6,1,0,0
10030069,0,0,359.23373,3,"Couple household, with no children",7644095,1.1546993,13.602415,0,10,0,0,0,0,0,0,0,0,38,7,1,0,0
10030095,0,0,359.23373,3,Three generation household,773732.5,1.1546993,13.761583,0,8,0,0,0,0,0,0,0,0,16,3,1,0,0
10030147,0,0,359.23373,5,"Couple household, with children",1187998.1,1.1546993,13.868911,0,9,0,0,0,0,0,0,0,0,41,8,1,0,0
10030198,0,0,359.23373,3,"Couple household, with no children",794723.13,1.1546993,14.680622,0,8,0,0,0,0,0,0,0,0,34,6,0,0,0
10030276,0,0,359.23373,5,"Couple household, with children",2076927.8,1.1546993,13.882662,0,10,0,0,0,0,0,0,0,0,16,3,1,0,0
10030301,0,0,359.23373,5,"Couple household, with no children",431344,1.1546993,13.59073,0,4,0,0,0,0,0,0,0,0,40,8,0,0,0
10030353,0,0,359.23373,4,"Couple household, with no children",972954.75,1.1546993,13.888044,0,9,0,0,0,0,0,0,0,0,67,13,1,0,0
10030379,0,0,359.23373,3,Other household types,1207560.4,1.1546993,13.820448,0,9,0,0,0,0,0,0,0,0,32,6,0,0,0
10040017,0,0,401.50992,5,"Couple household, with no children",1571705.8,1.1656938,14.206838,0,10,0,0,0,0,0,0,0,0,47,9,1,0,0
10040030,0,0,401.50992,3,"Couple household, with no children",1104132.4,1.1656938,13.94293,0,9,0,0,0,0,0,0,0,0,60,12,1,0,0
10040043,0,1,401.50992,5,Other household types,2153216.3,1.1656938,13.828938,0,10,0,0,0,0,0,0,0,0,15,3,1,0,0
10040083,0,1,401.50992,1,"One-person household, 60+ years",2011336.4,1.1656938,14.061424,0,10,0,0,0,0,0,0,0,0,80,16,1,0,0
10040096,0,1,401.50992,3,Other household types,2145601.8,1.1656938,14.207799,0,10,0,0,0,0,0,0,0,0,57,11,1,0,0
10040109,0,0,401.50992,5,"Couple household, with no children",859605.81,1.1656938,13.814308,0,8,0,0,0,0,0,0,0,0,47,9,1,0,0
10040122,0,1,401.50992,2,Other household types,2632859,1.1656938,14.417668,0,10,0,0,0,0,0,0,0,0,54,10,1,0,0
10040175,0,0,401.50992,3,"Couple household, with no children",1317440.8,1.1656938,14.031509,0,10,0,0,0,0,0,0,0,0,56,11,0,0,0
10040201,0,1,401.50992,4,Single parent/caregiver (<60 years),536568.81,1.1656938,13.522292,0,6,0,0,0,0,0,0,0,0,11,2,1,0,0
10050060,0,1,328.64911,1,"One-person household, 18-59 years",2109222,1.1490462,14.005422,0,10,0,0,0,0,0,0,0,0,58,11,1,0,0
10050081,0,0,328.64911,7,Three generation household,606883.25,1.1490462,13.47233,0,6,0,0,0,0,0,0,0,0,10,2,0,0,0
10050101,0,0,328.64911,2,"Couple household, with no children",1837582.6,1.1490462,13.81973,0,10,0,0,0,0,0,0,0,0,41,8,1,0,0
10050122,0,0,328.64911,1,"One-person household, 18-59 years",3176255.8,1.1490462,14.373219,0,10,0,0,0,0,0,0,0,0,33,6,0,0,0
10050143,0,1,328.64911,2,Other household types,1651010,1.1490462,14.230111,0,10,0,0,0,0,0,0,0,0,32,6,1,0,0
10050225,0,0,328.64911,3,"Couple household, with no children",1120628,1.1490462,14.211585,0,9,0,0,0,0,0,0,0,0,52,10,0,0,0
10050246,0,0,328.64911,4,"Couple household, with no children",777349.81,1.1490462,13.884521,0,8,0,0,0,0,0,0,0,0,24,4,0,0,0
10050267,0,0,328.64911,4,"Couple household, with children",955797.69,1.1490462,13.812253,0,9,0,0,0,0,0,0,0,0,35,7,1,0,0
10050287,0,0,328.64911,3,"Couple household, with no children",1217264.9,1.1490462,13.965902,0,9,0,0,0,0,0,0,0,0,60,12,0,0,0
10060016,0,0,491.93304,1,"One-person household, 60+ years",2877534.8,1.1656938,14.142462,0,10,0,0,0,0,0,0,0,0,65,13,0,0,0
10060044,0,1,491.93304,5,Three generation household,707655.88,1.1656938,13.41431,0,7,0,0,0,0,0,0,0,0,29,5,1,0,0
10060072,0,0,491.93304,5,Other household types,1014086.6,1.1656938,13.528238,0,9,0,0,0,0,0,0,0,0,21,4,1,0,0
10060100,0,0,491.93304,4,"Couple household, with children",301883.03,1.1656938,13.401663,1,2,0,0,0,0,0,0,0,0,38,7,0,0,0
10060128,0,1,491.93304,5,Three generation household,847612.88,1.1656938,13.486662,0,8,0,0,0,0,0,0,0,0,72,14,1,1,0
10060268,0,0,491.93304,5,Three generation household,441641.44,1.1656938,13.489431,0,4,0,0,0,0,0,0,0,0,45,9,1,0,0
10060324,0,0,491.93304,6,Three generation household,416842.44,1.1656938,13.168565,0,4,0,0,0,0,0,0,0,0,15,3,0,0,0
10060408,0,1,491.93304,4,Three generation household,697834.44,1.1656938,13.509057,0,7,0,0,0,0,0,0,0,0,31,6,1,0,0
10060436,0,0,491.93304,3,"Couple household, with children",2119741,1.1656938,13.647837,0,10,0,0,0,0,0,0,0,0,5,1,0,0,0
10070331,0,1,527.18542,2,Single parent/caregiver (<60 years),998108.81,1.1677537,13.567019,0,9,0,0,0,0,0,0,0,0,14,2,0,0,0
10070394,0,1,527.18542,4,Three generation household,570044.13,1.1677537,13.808671,0,6,0,0,0,0,0,0,0,0,10,2,1,0,0
10070457,0,0,527.18542,3,"Couple household, with no children",1196344.5,1.1677537,13.762597,0,9,0,0,0,0,0,0,0,0,58,11,0,0,0
10070645,0,0,527.18542,3,"Couple household, with no children",635310,1.1677537,13.663155,0,7,0,0,0,0,0,0,0,0,64,12,0,0,0
10070771,0,0,527.18542,7,"Couple household, with children",2286337.5,1.1677537,13.472397,0,10,0,0,0,0,0,0,0,0,54,10,0,0,0
10070833,0,0,527.18542,2,"Couple household, with no children",1234772.8,1.1677537,14.182699,0,9,0,0,0,0,0,0,0,0,33,6,1,0,0
10070896,0,1,527.18542,2,Single parent/caregiver (<60 years),962564.63,1.1677537,13.613359,0,9,0,0,0,0,0,0,0,0,32,6,1,0,0
10070959,0,1,527.18542,1,"One-person household, 18-59 years",2385006.8,1.1677537,13.997296,0,10,0,0,0,0,0,0,0,0,45,9,1,0,0
10080022,0,0,367.80753,4,"Couple household, with no children",437534.47,1.1524823,13.862848,0,4,0,0,0,0,0,0,0,0,50,10,1,0,0
10080038,0,0,367.80753,2,"Couple household, with no children",1798332.8,1.1524823,14.100786,0,10,0,0,0,0,0,0,0,0,43,8,1,0,0
10080054,0,0,367.80753,4,"Couple household, with children",534361.69,1.1524823,13.527823,0,6,0,0,0,0,0,0,0,0,40,8,1,0,0
10080086,0,0,367.80753,5,"Couple household, with children",886181.63,1.1524823,13.499575,0,8,0,0,0,0,0,0,0,0,36,7,0,0,0
10080102,0,1,367.80753,6,Three generation household,1634830.4,1.1524823,13.926087,0,10,0,0,0,0,0,0,0,0,12,2,0,0,0
10080165,0,1,367.80753,4,"Couple household, with children",739330.44,1.1524823,13.736367,0,8,0,0,0,0,0,0,0,0,50,10,0,0,0
10080181,0,1,367.80753,2,Other household types,1926435.1,1.1524823,14.308446,0,10,0,0,0,0,0,0,0,0,26,5,1,0,0
10080197,0,0,367.80753,3,Other household types,1104463.6,1.1524823,13.974263,0,9,0,0,0,0,0,0,0,0,56,11,0,0,0
10080229,0,1,367.80753,2,Other household types,1451819.9,1.1524823,14.004739,0,10,0,0,0,0,0,0,0,0,40,8,1,0,0
10090021,0,0,375.55292,5,"Couple household, with children",1854524.9,1.1677537,14.182302,0,10,0,0,0,0,0,0,0,0,16,3,1,0,0
10090073,0,0,375.55292,7,"Couple household, with children",1167766,1.1677537,13.564095,0,9,0,0,0,0,0,0,0,0,22,4,1,0,0
10090099,0,0,375.55292,7,"Couple household, with children",1081458.4,1.1677537,13.983933,0,9,0,0,0,0,0,0,0,0,27,5,1,0,0
10090126,0,1,375.55292,4,Other household types,605214,1.1677537,13.711707,0,6,0,0,0,0,0,0,0,0,67,13,0,0,0
10090178,0,0,375.55292,5,"Couple household, with children",904921.25,1.1677537,13.635103,0,8,0,0,0,0,0,0,0,0,8,1,0,0,0
10090205,0,0,375.55292,5,"Couple household, with children",582858.19,1.1677537,13.956339,0,6,0,0,0,0,0,0,0,0,16,3,1,0,0
10090336,0,0,375.55292,3,Three generation household,1891056.6,1.1677537,14.308905,0,10,0,0,0,0,0,0,0,0,52,10,1,0,0
10090363,0,0,375.55292,2,"Couple household, with no children",2959871.5,1.1677537,14.249702,0,10,0,0,0,0,0,0,0,0,52,10,0,0,0
10090389,0,0,375.55292,5,"Couple household, with children",1362180.1,1.1677537,13.959572,0,10,0,0,0,0,0,0,0,0,18,3,1,0,0
10090415,0,0,375.55292,5,"Couple household, with children",969717.63,1.1677537,13.313999,0,9,0,0,0,0,0,0,0,0,6,1,1,0,0
10100064,0,0,471.6788,3,"Couple household, with no children",1310533.3,1.1503061,14.055152,0,9,0,0,0,0,0,0,0,0,71,14,0,0,0
10100089,0,1,471.6788,1,"One-person household, 18-59 years",771180,1.1503061,13.858043,0,8,0,0,0,0,0,0,0,0,58,11,1,0,0
10100162,0,1,471.6788,5,Three generation household,1033886.8,1.1503061,13.800115,0,9,0,0,0,0,0,0,0,0,7,1,0,0,0
10100186,0,0,471.6788,3,"Couple household, with no children",306249.41,1.1503061,13.637356,1,2,0,0,0,0,0,0,0,0,50,10,1,0,0
10100211,0,0,471.6788,5,"Couple household, with no children",716067.81,1.1503061,13.330658,0,7,0,0,0,0,0,0,0,0,45,9,1,0,0
10100284,0,1,471.6788,2,Other household types,705917,1.1503061,13.841624,0,7,0,0,0,0,0,0,0,0,38,7,0,0,0
10100308,0,0,471.6788,3,"Couple household, with children",1628387.1,1.1503061,13.791358,0,10,0,0,0,0,0,0,0,0,50,10,0,0,0
10100332,0,1,471.6788,3,Other household types,1171956.6,1.1503061,13.951193,0,9,0,0,0,0,0,0,0,0,46,9,1,0,0
10100381,0,1,471.6788,2,Other household types,825006.5,1.1503061,13.845978,0,8,0,0,0,0,0,0,0,0,18,3,0,0,0
10110035,0,0,304.5228,6,Three generation household,650889.19,1.1546993,13.21517,0,7,0,0,0,0,0,0,0,0,61,12,1,0,0
10110055,0,0,304.5228,5,Single parent/caregiver (<60 years),877867.88,1.1546993,13.622987,0,8,0,0,0,0,0,0,0,0,17,3,0,0,0
10110094,0,0,304.5228,8,"Couple household, with children",735713.44,1.1546993,14.55563,0,8,0,0,0,0,0,0,0,0,53,10,1,0,0
10110113,0,0,304.5228,6,Three generation household,1780920.9,1.1546993,13.967122,0,10,0,0,0,0,0,0,0,0,46,9,1,0,0
10110172,0,1,304.5228,1,"One-person household, 18-59 years",4781099.5,1.1546993,14.413283,0,10,0,0,0,0,0,0,0,0,46,9,1,0,0
10110211,0,0,304.5228,2,"Couple household, with no children",6325512.5,1.1546993,13.958148,0,10,0,0,0,0,0,0,0,0,63,12,1,0,0
10110231,0,1,304.5228,6,Three generation household,665968.94,1.1546993,13.401628,0,7,0,0,0,0,0,0,0,0,46,9,0,0,0
10110250,0,0,304.5228,4,"Couple household, with children",1090058.6,1.1546993,13.803507,0,9,0,0,0,0,0,0,0,0,13,2,1,0,0
10110270,0,1,304.5228,3,Three generation household,2669675.3,1.1546993,14.979608,0,10,0,0,0,0,0,0,0,0,42,8,1,0,0
10110309,0,0,304.5228,5,"Couple household, with no children",3201959.8,1.1546993,15.992407,0,10,0,0,0,0,0,0,0,0,27,5,0,0,0
10120099,0,1,412.68558,5,Three generation household,408631.75,1.1677537,13.530183,0,4,0,0,0,0,0,0,0,0,37,7,1,0,0
10120415,0,0,412.68558,3,"Couple household, with children",963089.94,1.1677537,14.284978,0,9,0,0,0,0,0,0,0,0,15,3,0,0,0
10120521,0,0,412.68558,3,"Couple household, with no children",3118266.8,1.1677537,14.218102,0,10,0,0,0,0,0,0,0,0,23,4,1,0,0
10120626,0,1,412.68558,4,"Couple household, with no children",590092.38,1.1677537,13.59358,0,6,0,0,0,0,0,0,0,0,24,4,1,0,0
10120943,0,1,412.68558,4,Three generation household,1956554.8,1.1677537,14.089678,0,10,0,0,0,0,0,0,0,0,46,9,0,0,0
10121049,0,1,412.68558,4,Other household types,656382.06,1.1677537,14.011446,0,7,0,0,0,0,0,0,0,0,28,5,1,0,0
10121365,0,0,412.68558,4,"Couple household, with no children",855353.06,1.1677537,14.253175,0,8,0,0,0,0,0,0,0,0,51,10,0,0,0
10121471,0,0,412.68558,5,"Couple household, with no children",1343810.4,1.1677537,13.986452,0,10,0,0,0,0,0,0,0,0,60,12,0,0,0
10121576,0,1,412.68558,3,"Couple household, with no children",1290732.6,1.1677537,14.20984,0,9,0,0,0,0,0,0,0,0,60,12,0,0,0
10130075,0,0,556.25665,4,"Couple household, with children",1905594.6,1.1629964,14.344707,0,10,0,0,0,0,0,0,0,0,12,2,1,0,0
10130097,0,0,556.25665,4,"Couple household, with children",1891884.3,1.1629964,14.027895,0,10,0,0,0,0,0,0,0,0,50,10,0,0,0
10130161,0,1,556.25665,4,Other household types,2458847.5,1.1629964,13.781391,0,10,0,0,0,0,0,0,0,0,75,15,1,0,0
10130183,0,0,556.25665,4,"Couple household, with children",1659328.1,1.1629964,14.532017,0,10,0,0,0,0,0,0,0,0,48,9,1,0,0
10130247,0,0,556.25665,3,"Couple household, with no children",1726174.5,1.1629964,14.222325,0,10,0,0,0,0,0,0,0,0,52,10,1,0,0
10130312,0,0,556.25665,5,"Couple household, with children",479891.47,1.1629964,13.451309,0,5,0,0,0,0,0,0,0,0,16,3,0,0,0
10140021,0,0,680.48108,5,"Couple household, with children",1110798.1,1.1482192,13.503459,0,9,0,0,0,0,0,0,0,0,22,4,0,0,0
10140045,0,0,680.48108,6,"Couple household, with no children",1740363.8,1.1482192,13.942192,0,10,0,0,0,0,0,0,0,0,79,15,1,0,0
10140070,0,1,680.48108,5,Other household types,1368516.6,1.1482192,13.770766,0,10,0,0,0,0,0,0,0,0,26,5,1,0,0
10140119,0,0,680.48108,5,"Couple household, with children",1061511.9,1.1482192,13.898941,0,9,0,0,0,0,0,0,0,0,20,4,0,0,0
10140291,0,0,680.48108,5,"Couple household, with children",1321466.6,1.1482192,13.571109,0,10,0,0,0,0,0,0,0,0,17,3,0,0,0
10140316,0,1,680.48108,4,Three generation household,1035337.6,1.1482192,13.70445,0,9,0,0,0,0,0,0,0,0,74,14,1,0,0
10140390,0,0,680.48108,4,"Couple household, with children",2257035.8,1.1482192,14.050938,0,10,0,0,0,0,0,0,0,0,28,5,1,0,0
10150332,0,0,485.41229,7,"Couple household, with children",3651582,1.1524823,14.509082,0,10,0,0,0,0,0,0,0,0,13,2,0,0,0
10150451,0,0,485.41229,4,"Couple household, with no children",1248028.9,1.1524823,13.807106,0,9,0,0,0,0,0,0,0,0,61,12,0,0,0
10150511,0,0,485.41229,4,"Couple household, with children",1747192.9,1.1524823,13.402074,0,10,0,0,0,0,0,0,0,0,9,1,0,0,0
10150570,0,1,485.41229,9,Three generation household,626494.38,1.1524823,13.361048,0,7,0,0,0,0,0,0,0,0,40,8,1,0,0
10150630,0,0,485.41229,5,"Couple household, with no children",559851.44,1.1524823,13.482162,0,6,0,0,0,0,0,0,0,0,20,4,0,0,0
10150689,0,0,485.41229,7,"Couple household, with children",783423,1.1524823,13.499075,0,8,0,0,0,0,0,0,0,0,17,3,1,0,0
10150749,0,0,485.41229,4,"Couple household, with children",1451109.1,1.1524823,13.783771,0,10,0,0,0,0,0,0,0,0,37,7,0,0,0
10150809,0,0,485.41229,3,"Couple household, with children",2768635.5,1.1524823,14.135298,0,10,0,0,0,0,0,0,0,0,56,11,0,0,0
10150928,0,0,485.41229,4,"Couple household, with children",756258.25,1.1524823,13.976253,0,8,0,0,0,0,0,0,0,0,47,9,0,0,0
10160029,0,1,337.14365,3,Other household types,1834592.3,1.1503061,14.141796,0,10,0,0,0,0,0,0,0,0,1,0,1,0,0
10160076,0,0,337.14365,8,Three generation household,605502.81,1.1503061,13.780865,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0
10160124,0,0,337.14365,4,"Couple household, with children",1471454.3,1.1503061,13.970801,0,10,0,0,0,0,0,0,0,0,53,10,0,0,0
10160315,0,0,337.14365,1,"One-person household, 60+ years",2723541.8,1.1503061,14.033849,0,10,0,0,0,0,0,0,0,0,69,13,0,0,0
10160363,0,0,337.14365,6,"Couple household, with children",1537403.8,1.1503061,13.770238,0,10,0,0,0,0,0,0,0,0,58,11,0,0,0
10160411,0,0,337.14365,8,"Couple household, with children",535330.5,1.1503061,13.18766,0,6,0,0,0,0,0,0,0,0,56,11,0,0,0
10160507,0,0,337.14365,6,"Couple household, with no children",901518.06,1.1503061,13.999702,0,8,0,0,0,0,0,0,0,0,26,5,0,0,0
10160554,0,0,337.14365,5,"Couple household, with children",602908.25,1.1503061,13.458024,0,6,0,0,0,0,0,0,0,0,16,3,0,0,0
10160602,0,0,337.14365,8,Three generation household,442525.09,1.1503061,13.146723,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
10160746,0,0,337.14365,5,"Couple household, with children",911137.56,1.1503061,13.526699,0,8,0,0,0,0,0,0,0,0,41,8,1,0,0
10170098,0,0,408.50449,1,"One-person household, 60+ years",2011792,1.1503061,14.199817,0,10,0,0,0,0,0,0,0,0,63,12,0,0,0
10170130,0,0,408.50449,4,"Couple household, with children",1720975.8,1.1503061,13.862844,0,10,0,0,0,0,0,0,0,0,41,8,0,0,0
10170227,0,1,408.50449,3,"Couple household, with no children",1103198.9,1.1503061,13.785285,0,9,0,0,0,0,0,0,0,0,54,10,1,0,0
10170260,0,1,408.50449,4,Other household types,479349.06,1.1503061,13.756648,0,5,0,0,0,0,0,0,0,0,33,6,0,0,0
10170324,0,0,408.50449,4,"Couple household, with children",1607479.9,1.1503061,13.928639,0,10,0,0,0,0,0,0,0,0,15,3,1,0,0
10170357,0,0,408.50449,7,"Couple household, with children",601385.19,1.1503061,13.401544,0,6,0,0,0,0,0,0,0,0,49,9,1,0,0
10170389,0,0,408.50449,5,"Couple household, with children",794365,1.1503061,13.459981,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0
10170454,0,0,408.50449,2,"Couple household, with no children",2022867.6,1.1503061,14.288244,0,10,0,0,0,0,0,0,0,0,55,11,0,0,0
10170486,0,0,408.50449,4,"Couple household, with children",778288.69,1.1503061,13.844853,0,8,0,0,0,0,0,0,0,0,28,5,0,0,0
10180005,0,0,481.29156,5,"Couple household, with no children",1056624.4,1.1481624,13.909048,0,9,0,0,0,0,0,0,0,0,60,12,1,0,0
10180025,0,0,481.29156,5,"Couple household, with children",311812.22,1.1481624,13.295303,0,2,0,0,0,0,0,0,0,0,8,1,1,0,0
10180046,0,0,481.29156,3,"Couple household, with children",1529506.9,1.1481624,13.815156,0,10,0,0,0,0,0,0,0,0,53,10,1,0,0
10180067,0,0,481.29156,4,"Couple household, with children",1793799,1.1481624,13.36818,0,10,0,0,0,0,0,0,0,0,43,8,1,0,0
10180129,0,1,481.29156,4,"Couple household, with children",309566.75,1.1481624,13.299821,1,2,0,0,0,0,0,0,0,0,21,4,0,0,0
10180191,0,0,481.29156,4,"Couple household, with children",297190.47,1.1481624,13.240631,1,2,0,0,0,0,0,0,0,0,48,9,1,0,0
10180211,0,1,481.29156,3,Other household types,1201497.9,1.1481624,13.815331,0,9,0,0,0,0,0,0,0,0,23,4,0,0,0
10180273,0,0,481.29156,3,"Couple household, with children",378179.66,1.1481624,13.476118,0,3,0,0,0,0,0,0,0,0,24,4,1,0,0
10180294,0,0,481.29156,8,"Couple household, with children",393315.28,1.1481624,13.027609,0,4,0,0,0,0,0,0,0,0,18,3,1,0,0
10190008,0,1,360.24106,4,Three generation household,1102376,1.157446,13.749733,0,9,0,0,0,0,0,0,0,0,64,12,1,0,0
10190016,0,1,360.24106,4,Single parent/caregiver (<60 years),933384.81,1.157446,14.003157,0,9,0,0,0,0,0,0,0,0,42,8,1,0,0
10190025,0,1,360.24106,3,Other household types,1383102.8,1.157446,14.040483,0,10,0,0,0,0,0,0,0,0,57,11,1,0,0
10190033,0,0,360.24106,4,"Couple household, with no children",1844287.8,1.157446,14.910285,0,10,0,0,0,0,0,0,0,0,52,10,1,0,0
10190042,0,0,360.24106,7,Three generation household,606093.44,1.157446,13.661493,0,6,0,0,0,0,0,0,0,0,38,7,1,0,0
10190068,0,0,360.24106,7,Three generation household,982855.63,1.157446,14.643166,0,9,0,0,0,0,0,0,0,0,13,2,0,0,0
10190077,0,1,360.24106,9,Three generation household,1115137.9,1.157446,12.988608,0,9,0,0,0,0,0,0,0,0,21,4,0,0,0
10190085,0,0,360.24106,5,"Couple household, with no children",1353916.4,1.157446,13.847758,0,10,0,0,0,0,0,0,0,0,32,6,1,0,0
10190102,0,0,360.24106,4,"Couple household, with children",708457.63,1.157446,13.687449,0,7,0,0,0,0,0,0,0,0,44,8,1,0,0
10200207,0,0,413.17148,7,"Couple household, with children",389400.97,1.1482192,13.4382,0,4,0,0,0,0,0,0,0,0,25,5,0,0,0
10200389,0,0,413.17148,2,"Couple household, with no children",1768051.1,1.1482192,14.23079,0,10,0,0,0,0,0,0,0,0,62,12,0,0,0
10200511,0,0,413.17148,4,"Couple household, with children",968407.94,1.1482192,13.729969,0,9,0,0,0,0,0,0,0,0,21,4,1,0,0
10200633,0,0,413.17148,5,"Couple household, with children",821720.75,1.1482192,13.392618,0,8,0,0,0,0,0,0,0,0,26,5,1,0,0
10200754,0,0,413.17148,4,"Couple household, with children",773969.06,1.1482192,13.592432,0,8,0,0,0,0,0,0,0,0,49,9,0,0,0
10200815,0,0,413.17148,4,"Couple household, with children",1340201.8,1.1482192,13.834415,0,10,0,0,0,0,0,0,0,0,16,3,0,0,0
10200876,0,0,413.17148,5,Three generation household,1218164.1,1.1482192,13.718872,0,9,0,0,0,0,0,0,0,0,47,9,1,0,0
10200937,0,0,413.17148,4,"Couple household, with children",732396.38,1.1482192,13.633552,0,7,0,0,0,0,0,0,0,0,47,9,1,0,0
10210003,0,1,1125.4445,6,Three generation household,2232306.3,1.1461204,14.151129,0,10,0,0,0,0,0,0,0,0,20,4,0,0,0
10210038,0,0,1125.4445,5,"Couple household, with children",1750654.6,1.1461204,13.771142,0,10,0,0,0,0,0,0,0,0,12,2,1,0,0
10210073,0,0,1125.4445,3,"Couple household, with no children",533498.38,1.1461204,14.032605,0,6,0,0,0,0,0,0,0,0,25,5,0,0,0
10210091,0,1,1125.4445,5,Three generation household,1137097,1.1461204,14.062439,0,9,0,0,0,0,0,0,0,0,70,14,1,0,0
10210108,0,1,1125.4445,7,Other household types,466102.13,1.1461204,13.340744,0,5,0,0,0,0,0,0,0,0,33,6,1,0,0
10210126,0,0,1125.4445,4,"Couple household, with children",1090475.4,1.1461204,13.715907,0,9,0,0,0,0,0,0,0,0,47,9,1,1,0
10210144,0,0,1125.4445,6,Three generation household,373484.22,1.1461204,13.843961,0,3,0,0,0,0,0,0,0,0,62,12,1,0,0
10210161,0,0,1125.4445,7,Three generation household,450213.41,1.1461204,13.660666,0,5,0,0,0,0,0,0,0,0,41,8,1,0,0
10210179,0,0,1125.4445,4,"Couple household, with no children",733280.75,1.1461204,13.668459,0,7,0,0,0,0,0,0,0,0,23,4,1,0,0
10220060,0,0,380.3226,2,"Couple household, with no children",4471761,1.1629964,14.191841,0,10,0,0,0,0,0,0,0,0,71,14,0,0,0
10220072,0,0,380.3226,4,"Couple household, with children",3820090,1.1629964,13.837179,0,10,0,0,0,0,0,0,0,0,9,1,1,0,0
10220084,0,0,380.3226,2,Other household types,3325232,1.1629964,14.211482,0,10,0,0,0,0,0,0,0,0,53,10,0,0,0
10220109,0,0,380.3226,4,"Couple household, with no children",1211992,1.1629964,13.990353,0,9,0,0,0,0,0,0,0,0,22,4,1,0,0
10220133,0,0,380.3226,1,"One-person household, 18-59 years",4830546.5,1.1629964,13.993326,0,10,0,0,0,0,0,0,0,0,45,9,0,0,0
10220158,0,0,380.3226,6,"Couple household, with children",314114.63,1.1629964,12.946059,0,2,0,0,0,0,0,0,0,0,43,8,0,0,0
10220170,0,0,380.3226,2,"Couple household, with no children",707083.19,1.1629964,13.668578,0,7,0,0,0,0,0,0,0,0,65,13,0,0,0
10220182,0,1,380.3226,6,"Couple household, with children",433996.84,1.1629964,13.284245,0,4,0,0,0,0,0,0,0,0,33,6,0,0,0
10220194,0,0,380.3226,3,"Couple household, with no children",2124265.5,1.1629964,14.146896,0,10,0,0,0,0,0,0,0,0,49,9,0,0,0
10230118,0,0,532.44202,2,"Couple household, with no children",973676.63,1.1579069,13.934681,0,9,0,0,0,0,0,0,0,0,43,8,1,0,0
10230138,0,0,532.44202,10,"Couple household, with children",617077.19,1.1579069,13.997298,0,7,0,0,0,0,0,0,0,0,32,6,0,0,0
10230159,0,0,532.44202,3,"Couple household, with no children",930612.75,1.1579069,14.03249,0,9,0,0,0,0,0,0,0,0,60,12,0,0,0
10230179,0,0,532.44202,5,"Couple household, with children",701080.31,1.1579069,13.395251,0,7,0,0,0,0,0,0,0,0,20,4,0,0,0
