weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,female_head,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,current_B,value_B,rural,age,age5yrs,sex,pension,disab,hhid
34.782696,4,"Couple household, with no children",280.03836,1,6.1291704,0,6,0,0,0,0,0,0,0,0,0,1,29,5,1,0,1,606
41.020767,6.0000005,Three generation household,310.66177,1,6.5405769,0,7,0,1,24.999998,0,0,0,0,0,0,0,65,13,1,0,0,607
41.020767,6.0000005,Three generation household,310.66177,1,6.5405769,0,7,0,1,24.999998,0,0,0,0,0,0,0,40,8,0,0,0,607
41.020767,6.0000005,Three generation household,310.66177,1,6.5405769,0,7,0,1,24.999998,0,0,0,0,0,0,0,30,6,1,0,0,607
41.020767,6.0000005,Three generation household,310.66177,1,6.5405769,0,7,0,1,24.999998,0,0,0,0,0,0,0,4,0,0,0,0,607
41.020767,6.0000005,Three generation household,310.66177,1,6.5405769,0,7,0,1,24.999998,0,0,0,0,0,0,0,2,0,0,0,0,607
61.531155,4,"Couple household, with no children",420.25702,1,6.3565855,0,8,0,0,0,0,0,0,0,0,0,0,42,8,1,0,0,608
61.531155,4,"Couple household, with no children",420.25702,1,6.3565855,0,8,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,608
61.531155,4,"Couple household, with no children",420.25702,1,6.3565855,0,8,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,608
41.020767,6.0000005,"Couple household, with children",112.76147,1,5.3662634,1,1,0,0,0,0,0,0,0,0,0,0,58,11,1,0,0,609
41.020767,6.0000005,"Couple household, with children",112.76147,1,5.3662634,1,1,0,0,0,0,0,0,0,0,0,0,39,7,0,0,0,609
41.020767,6.0000005,"Couple household, with children",112.76147,1,5.3662634,1,1,0,0,0,0,0,0,0,0,0,0,36,7,1,0,1,609
41.020767,6.0000005,"Couple household, with children",112.76147,1,5.3662634,1,1,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,609
41.020767,6.0000005,"Couple household, with children",112.76147,1,5.3662634,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,609
61.531155,4,"Couple household, with children",374.45419,1,6.0780134,0,8,0,0,0,0,0,0,0,0,0,0,54,10,1,0,0,610
61.531155,4,"Couple household, with children",374.45419,1,6.0780134,0,8,0,0,0,0,0,0,0,0,0,0,33,6,1,0,0,610
61.531155,4,"Couple household, with children",374.45419,1,6.0780134,0,8,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,610
19.875826,7,Three generation household,139.3407,1,4.7393813,1,2,0,1,21.428572,0,0,0,0,1,8.5714283,1,48,9,0,0,0,611
19.875826,7,Three generation household,139.3407,1,4.7393813,1,2,0,1,21.428572,0,0,0,0,1,8.5714283,1,40,8,1,0,0,611
19.875826,7,Three generation household,139.3407,1,4.7393813,1,2,0,1,21.428572,0,0,0,0,1,8.5714283,1,15,3,0,0,0,611
19.875826,7,Three generation household,139.3407,1,4.7393813,1,2,0,1,21.428572,0,0,0,0,1,8.5714283,1,14,2,1,0,0,611
19.875826,7,Three generation household,139.3407,1,4.7393813,1,2,0,1,21.428572,0,0,0,0,1,8.5714283,1,11,2,1,0,0,611
