weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,female_head,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,current_B,value_B,rural,age,age5yrs,sex,pension,disab,hhid
174.1925201416016,8,Three generation household,3036.3501,1,7.9426751,0,3,0,0,0,0,0,0,0,0,0,0,10,2,Женский,0,0,3123
174.1925201416016,8,Three generation household,3036.3501,1,7.9426751,0,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3123
174.1925201416016,8,Three generation household,3036.3501,1,7.9426751,0,3,0,0,0,0,0,0,0,0,0,0,3,0,Женский,0,0,3123
174.1925201416016,8,Three generation household,3036.3501,1,7.9426751,0,3,0,0,0,0,0,0,0,0,0,0,1,0,Женский,0,0,3123
194.182861328125,5,"Couple household, with children",7330.749,1,8.2327662,0,9,0,0,0,0,0,0,0,0,0,0,41,8,Женский,0,0,3124
194.182861328125,5,"Couple household, with children",7330.749,1,8.2327662,0,9,0,0,0,0,0,0,0,0,0,0,17,3,Женский,0,1,3124
194.182861328125,5,"Couple household, with children",7330.749,1,8.2327662,0,9,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,3124
194.182861328125,5,"Couple household, with children",7330.749,1,8.2327662,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3124
181.42138671875,5,Three generation household,4572.0381,1,8.1544046,0,6,0,1,0,0,0,0,0,0,0,0,50,10,0,0,0,3125
181.42138671875,5,Three generation household,4572.0381,1,8.1544046,0,6,0,1,0,0,0,0,0,0,0,0,47,9,Женский,0,0,3125
181.42138671875,5,Three generation household,4572.0381,1,8.1544046,0,6,0,1,0,0,0,0,0,0,0,0,16,3,Женский,0,0,3125
181.42138671875,5,Three generation household,4572.0381,1,8.1544046,0,6,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,3125
159.1208801269531,3,Skipped generation,5460.2251,1,8.26758,0,8,0,1,0,0,0,0,0,0,0,0,68,13,Женский,0,0,3126
159.1208801269531,3,Skipped generation,5460.2251,1,8.26758,0,8,0,1,0,0,0,0,0,0,0,0,9,1,Женский,0,0,3126
177.5055999755859,7,Three generation household,5289.2847,1,7.8605971,0,8,1,0,0,0,0,0,0,0,0,0,39,7,0,0,0,3127
177.5055999755859,7,Three generation household,5289.2847,1,7.8605971,0,8,1,0,0,0,0,0,0,0,0,0,34,6,Женский,0,0,3127
177.5055999755859,7,Three generation household,5289.2847,1,7.8605971,0,8,1,0,0,0,0,0,0,0,0,0,14,2,0,0,0,3127
177.5055999755859,7,Three generation household,5289.2847,1,7.8605971,0,8,1,0,0,0,0,0,0,0,0,0,12,2,0,0,0,3127
177.5055999755859,7,Three generation household,5289.2847,1,7.8605971,0,8,1,0,0,0,0,0,0,0,0,0,8,1,Женский,0,0,3127
177.5055999755859,7,Three generation household,5289.2847,1,7.8605971,0,8,1,0,0,0,0,0,0,0,0,0,5,1,Женский,0,0,3127
171.8638458251953,7,Three generation household,3910.3257,1,7.9168596,0,5,1,0,0,0,0,0,0,0,0,0,39,7,0,0,0,3128
171.8638458251953,7,Three generation household,3910.3257,1,7.9168596,0,5,1,0,0,0,0,0,0,0,0,0,36,7,Женский,0,0,3128
171.8638458251953,7,Three generation household,3910.3257,1,7.9168596,0,5,1,0,0,0,0,0,0,0,0,0,14,2,0,0,0,3128
171.8638458251953,7,Three generation household,3910.3257,1,7.9168596,0,5,1,0,0,0,0,0,0,0,0,0,13,2,0,0,0,3128
171.8638458251953,7,Three generation household,3910.3257,1,7.9168596,0,5,1,0,0,0,0,0,0,0,0,0,8,1,Женский,0,0,3128
171.8638458251953,7,Three generation household,3910.3257,1,7.9168596,0,5,1,0,0,0,0,0,0,0,0,0,2,0,Женский,0,0,3128
198.5817565917969,6,Three generation household,3832.5923,1,8.1651087,0,5,0,1,0,0,0,0,0,0,0,0,39,7,0,0,0,3129
198.5817565917969,6,Three generation household,3832.5923,1,8.1651087,0,5,0,1,0,0,0,0,0,0,0,0,34,6,Женский,0,0,3129
198.5817565917969,6,Three generation household,3832.5923,1,8.1651087,0,5,0,1,0,0,0,0,0,0,0,0,17,3,0,0,0,3129
198.5817565917969,6,Three generation household,3832.5923,1,8.1651087,0,5,0,1,0,0,0,0,0,0,0,0,13,2,0,0,0,3129
198.5817565917969,6,Three generation household,3832.5923,1,8.1651087,0,5,0,1,0,0,0,0,0,0,0,0,10,2,0,0,1,3129
191.2745361328125,4,Three generation household,3995.2913,1,8.3123579,0,5,1,0,0,0,0,0,0,0,0,0,30,6,0,0,0,3130
191.2745361328125,4,Three generation household,3995.2913,1,8.3123579,0,5,1,0,0,0,0,0,0,0,0,0,26,5,Женский,0,0,3130
191.2745361328125,4,Three generation household,3995.2913,1,8.3123579,0,5,1,0,0,0,0,0,0,0,0,0,4,0,Женский,0,0,3130
215.8274688720703,5,Three generation household,4316.4634,1,8.1436176,0,6,1,0,0,0,0,0,0,0,0,0,30,6,0,0,0,3131
215.8274688720703,5,Three generation household,4316.4634,1,8.1436176,0,6,1,0,0,0,0,0,0,0,0,0,24,4,Женский,0,0,3131
215.8274688720703,5,Three generation household,4316.4634,1,8.1436176,0,6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3131
215.8274688720703,5,Three generation household,4316.4634,1,8.1436176,0,6,1,0,0,0,0,0,0,0,0,0,2,0,Женский,0,0,3131
188.8037261962891,6,"Couple household, with children",2868.4812,1,7.9689445,0,3,0,0,0,0,0,0,0,0,0,0,34,6,Женский,0,0,3132
188.8037261962891,6,"Couple household, with children",2868.4812,1,7.9689445,0,3,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,3132
188.8037261962891,6,"Couple household, with children",2868.4812,1,7.9689445,0,3,0,0,0,0,0,0,0,0,0,0,12,2,Женский,0,0,3132
188.8037261962891,6,"Couple household, with children",2868.4812,1,7.9689445,0,3,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,3132
188.8037261962891,6,"Couple household, with children",2868.4812,1,7.9689445,0,3,0,0,0,0,0,0,0,0,0,0,1,0,Женский,0,0,3132
125.967399597168,2,"Couple household, with no children",14900.15,1,8.8121681,0,10,0,0,0,0,0,0,0,0,0,0,48,9,Женский,0,0,3133
169.0584564208984,8,Three generation household,3160.5754,1,7.9340358,0,3,0,1,0,0,0,0,0,0,0,0,61,12,Женский,0,0,3134
169.0584564208984,8,Three generation household,3160.5754,1,7.9340358,0,3,0,1,0,0,0,0,0,0,0,0,40,8,0,0,0,3134
169.0584564208984,8,Three generation household,3160.5754,1,7.9340358,0,3,0,1,0,0,0,0,0,0,0,0,37,7,Женский,0,0,3134
169.0584564208984,8,Three generation household,3160.5754,1,7.9340358,0,3,0,1,0,0,0,0,0,0,0,0,15,3,Женский,0,0,3134
169.0584564208984,8,Three generation household,3160.5754,1,7.9340358,0,3,0,1,0,0,0,0,0,0,0,0,14,2,0,0,0,3134
169.0584564208984,8,Three generation household,3160.5754,1,7.9340358,0,3,0,1,0,0,0,0,0,0,0,0,11,2,0,0,0,3134
169.0584564208984,8,Three generation household,3160.5754,1,7.9340358,0,3,0,1,0,0,0,0,0,0,0,0,3,0,Женский,0,0,3134
195.6409301757813,4,"Couple household, with children",4168.8833,1,8.1753483,0,6,0,0,0,0,0,0,0,0,0,0,26,5,Женский,0,0,3135
195.6409301757813,4,"Couple household, with children",4168.8833,1,8.1753483,0,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3135
195.6409301757813,4,"Couple household, with children",4168.8833,1,8.1753483,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3135
58.44553375244141,2,"Couple household, with no children",4791.4663,1,8.7009783,0,7,0,0,0,0,0,0,0,0,0,1,27,5,Женский,0,0,3136
49.9812126159668,5,"Couple household, with children",3865.0486,1,8.1805992,0,5,0,0,0,0,0,0,0,0,0,1,39,7,Женский,0,0,3137
49.9812126159668,5,"Couple household, with children",3865.0486,1,8.1805992,0,5,0,0,0,0,0,0,0,0,0,1,19,3,0,0,0,3137
49.9812126159668,5,"Couple household, with children",3865.0486,1,8.1805992,0,5,0,0,0,0,0,0,0,0,0,1,16,3,Женский,0,0,3137
49.9812126159668,5,"Couple household, with children",3865.0486,1,8.1805992,0,5,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,3137
51.80724716186523,4,"Couple household, with no children",4071.8718,1,8.5599003,0,5,0,0,0,0,0,0,0,0,0,1,43,8,Женский,0,0,3138
51.80724716186523,4,"Couple household, with no children",4071.8718,1,8.5599003,0,5,0,0,0,0,0,0,0,0,0,1,19,3,Женский,0,0,3138
51.80724716186523,4,"Couple household, with no children",4071.8718,1,8.5599003,0,5,0,0,0,0,0,0,0,0,0,1,18,3,0,0,0,3138
37.81755828857422,5,Other household types,2886.4553,1,8.1152906,0,3,1,0,0,0,0,0,0,0,0,1,20,4,0,0,0,3140
37.81755828857422,5,Other household types,2886.4553,1,8.1152906,0,3,1,0,0,0,0,0,0,0,0,1,13,2,0,0,0,3140
37.81755828857422,5,Other household types,2886.4553,1,8.1152906,0,3,1,0,0,0,0,0,0,0,0,1,7,1,Женский,0,0,3140
37.81755828857422,5,Other household types,2886.4553,1,8.1152906,0,3,1,0,0,0,0,0,0,0,0,1,7,1,Женский,0,0,3140
