hhid,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,female_head,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,current_B,value_B,rural,age,age5yrs,sex,pension,disab
20001,375.061767578125,3,Other household types,3513.2207,1,8.4730072,0,4,1,0,0,0,0,0,0,0,0,0,48,9,Женский,0,0
20002,288.7285766601563,1,"One-person household, 18-59 years",6457.1777,1,9.0099678,0,8,0,0,0,0,0,0,0,0,0,0,43,8,0,0,0
20003,329.72216796875,5,"Couple household, with children",3605.355,1,8.1460791,0,4,1,0,0,0,0,0,0,0,0,0,47,9,Женский,0,0
20004,276.4281921386719,3,"Couple household, with no children",2900.032,1,8.6423311,0,2,0,1,0,0,0,0,0,0,0,0,68,13,0,0,0
20005,266.1107482910156,2,Single parent/caregiver (<60 years),10435.962,1,8.6626205,0,10,1,0,0,0,0,0,0,0,0,0,56,11,Женский,0,0
20006,251.2347106933594,4,Three generation household,9768.8135,1,8.3777714,0,10,0,0,0,0,0,0,0,0,0,0,61,12,0,0,0
20008,288.7285766601563,1,"One-person household, 18-59 years",5455.9063,1,8.9518909,0,7,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0
20009,358.2545776367188,4,"Couple household, with children",3000.2109,1,8.4641409,0,2,0,0,0,0,0,0,0,0,0,0,55,11,0,0,0
20010,253.5207977294922,5,"Couple household, with children",2878.1523,1,8.2699623,0,2,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0
20011,198.3841552734375,2,Single parent/caregiver (<60 years),4996.5757,1,8.6623573,0,7,1,0,0,0,0,0,0,0,0,0,57,11,Женский,0,0
20012,291.4718322753906,3,"Couple household, with children",6308.1631,1,8.4776611,0,8,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0
20013,354.2173461914063,7,"Couple household, with children",2108.3108,1,7.9897413,100,1,0,0,0,0,0,0,0,0,0,0,46,9,0,0,0
20014,266.5615844726563,7,Three generation household,3223.0261,1,7.9796314,0,3,1,0,0,0,0,0,0,0,0,0,69,13,Женский,0,0
20015,229.5738525390625,2,"Couple household, with no children",7045.106,1,8.7511005,0,9,0,1,0,0,0,0,0,0,0,0,69,13,0,0,0
20016,253.1899108886719,2,Single parent/caregiver (<60 years),9017.3096,1,8.5964403,0,10,0,0,0,0,0,0,0,0,0,0,55,11,0,0,0
20018,406.160400390625,4,"Couple household, with no children",4133.2544,1,8.4498148,0,5,0,0,0,0,0,0,0,0,0,0,55,11,0,0,0
20019,423.5206604003906,7,"Couple household, with children",3361.4026,1,8.0020151,0,3,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0
20020,299.1006469726563,7,Three generation household,4128.4609,1,8.0228424,0,5,1,0,0,0,0,0,0,0,0,0,65,13,Женский,0,0
20021,276.0681762695313,2,"Couple household, with no children",7691.6782,1,8.7371979,0,9,0,0,0,0,0,0,0,0,0,0,47,9,0,0,0
20022,384.5707702636719,8,"Couple household, with children",2826.0286,1,7.8994913,0,2,0,0,0,0,0,0,0,0,0,0,55,11,0,0,1
20023,151.0415649414063,2,"Couple household, with no children",9131.8564,1,8.7402897,0,10,0,1,0,0,0,0,0,0,0,0,63,12,0,0,0
20024,260.98681640625,4,"Couple household, with children",5601.2217,1,8.2938194,0,7,0,0,0,0,0,1,0,0,0,0,44,8,0,0,0
20025,358.3338623046875,4,"Couple household, with children",3716.4053,1,8.380146,0,4,0,0,0,0,0,0,0,0,0,0,52,10,0,0,0
20026,371.8456726074219,6,"Couple household, with children",3536.2415,1,8.2017612,0,4,0,0,0,0,0,0,0,0,0,0,52,10,0,0,0
20027,198.3841552734375,2,Single parent/caregiver (<60 years),6986.21,1,8.586298,0,9,1,0,0,0,0,0,0,0,0,0,59,11,Женский,0,0
20028,339.9335632324219,8,"Couple household, with children",2528.1975,1,7.886941,100,1,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0
20029,339.5609436035156,3,"Couple household, with no children",4645.686,1,8.5963116,0,6,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0
20030,289.7024841308594,7,"Couple household, with children",2580.7109,1,7.9666429,100,2,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0
20031,337.4654235839844,6,"Couple household, with children",4149.4907,1,8.2582617,0,5,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0
20032,266.1107482910156,2,Single parent/caregiver (<60 years),7041.3916,1,8.6070166,0,9,1,0,0,0,0,0,0,0,0,0,57,11,Женский,0,0
20033,317.1803894042969,4,"Couple household, with children",4069.0537,1,8.3818741,0,5,0,0,0,0,0,0,0,0,0,0,57,11,0,0,0
20034,321.101806640625,8,Three generation household,1462.2129,1,7.9905682,100,1,0,1,0,0,0,0,0,0,0,0,65,13,0,0,0
20035,327.5141296386719,5,"Couple household, with children",2391.0969,1,8.1813974,100,1,0,0,0,0,0,0,0,0,0,0,47,9,0,0,0
20036,280.1883239746094,4,"Couple household, with children",2502.5205,1,8.2972116,100,1,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0
20037,271.7494812011719,3,Other household types,3440.282,1,8.5862169,0,3,1,0,0,0,0,1,0,0,0,0,66,13,Женский,0,0
20040,214.0329284667969,2,"Couple household, with no children",3884.9956,1,8.885088,0,4,0,0,0,0,0,0,0,0,0,0,58,11,0,0,1
20041,349.2963256835938,4,"Couple household, with children",3331.1489,1,8.375453,0,3,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0
20043,409.1078796386719,6,"Couple household, with children",2559.395,1,8.0631495,100,1,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0
20046,385.4942626953125,3,"Couple household, with children",6690.3232,1,8.5604963,0,9,0,0,0,0,0,0,0,0,0,0,55,11,0,0,0
20047,210.4884338378906,3,Single parent/caregiver (<60 years),4106.0718,1,8.3611631,0,5,1,0,0,0,0,0,0,0,0,0,56,11,Женский,0,1
20048,288.7285766601563,1,"One-person household, 18-59 years",9008.2236,1,9.0176353,0,10,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0
20050,289.6814575195313,3,"Couple household, with children",5283.9692,1,8.4892511,0,7,1,0,0,0,0,0,0,0,0,0,55,11,Женский,0,0
20051,358.5972595214844,5,Three generation household,3319.7405,1,8.1963425,0,3,0,1,0,0,0,0,0,0,0,0,81,16,0,0,0
20052,349.6200866699219,4,"Couple household, with children",4845.5405,1,8.3788862,0,6,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0
20055,314.0557861328125,5,Three generation household,2874.5315,1,8.2123728,0,2,1,0,0,0,0,0,0,0,0,0,67,13,Женский,0,0
20056,275.1288452148438,4,Single parent/caregiver (<60 years),3989.7183,1,8.3161716,0,5,1,0,0,0,0,0,0,0,0,0,34,6,Женский,0,0
20057,311.0715942382813,4,Three generation household,2668.1174,1,8.4908047,0,2,1,0,0,0,0,0,0,0,0,0,62,12,Женский,0,0
20058,278.8412780761719,1,"One-person household, 18-59 years",8000.1777,1,8.891984,0,9,1,0,0,0,0,0,0,0,0,0,46,9,Женский,0,0
20060,261.7403564453125,3,"Couple household, with children",2546.2073,1,8.5380669,100,1,0,0,0,0,0,0,0,0,0,0,56,11,0,0,0
20061,190.3333282470703,1,"One-person household, 60+ years",5944.7607,1,8.8287878,0,8,1,0,0,0,0,0,0,0,0,0,86,16,Женский,0,0
20062,151.0415649414063,2,"Couple household, with no children",3808.1724,1,8.742382,0,4,0,0,0,0,0,0,0,0,0,0,62,12,0,0,0
20063,334.7441711425781,5,"Couple household, with children",2306.7825,1,8.1916981,100,1,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0
20065,224.9059295654297,4,Three generation household,2865.7676,1,8.3082666,0,2,0,0,0,0,0,0,0,0,0,0,62,12,0,0,0
20068,259.2409362792969,4,"Couple household, with children",5899.0728,1,8.290122,0,8,0,0,0,0,0,0,0,0,0,0,43,8,0,0,0
20069,151.0415649414063,2,"Couple household, with no children",14107.62,1,8.742382,0,10,0,0,0,0,0,0,0,0,0,0,62,12,0,0,0
20070,287.6836547851563,7,Other household types,2817.8494,1,8.0055914,0,2,1,0,0,0,0,0,0,0,0,0,58,11,Женский,0,0
20071,225.4765319824219,6,Three generation household,4889.5444,1,8.0351248,0,6,0,1,0,0,0,0,0,0,0,0,75,15,0,0,0
20074,261.7403564453125,3,"Couple household, with children",5796.8613,1,8.4776611,0,8,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0
20075,261.3146362304688,7,Three generation household,3995.1616,1,8.0258427,0,5,1,0,0,0,0,0,0,0,0,0,31,6,Женский,0,0
20079,262.3148193359375,6,Three generation household,3847.2849,1,8.0769396,0,4,1,0,0,0,0,0,0,0,0,0,76,15,Женский,0,0
20080,312.2708740234375,2,Other household types,6319.4214,1,8.7519073,0,8,1,0,0,0,0,0,0,0,0,0,56,11,Женский,0,0
20081,256.8046569824219,4,"Couple household, with children",4122.6938,1,8.3328457,0,5,0,0,0,0,0,0,0,0,0,0,47,9,0,0,1
20082,478.8215942382813,3,Other household types,5770.4878,1,8.6025267,0,8,1,0,0,0,0,0,0,0,0,0,55,11,Женский,0,0
20083,398.7639770507813,5,Three generation household,5246.6816,1,8.2372332,0,7,0,1,0,0,0,0,0,0,0,0,75,15,0,0,0
20084,246.0601959228516,5,Single parent/caregiver (<60 years),2590.9861,1,8.2129164,100,2,1,0,0,0,0,0,0,0,0,0,36,7,Женский,0,0
20085,259.5647277832031,4,"Couple household, with children",5951.3066,1,8.2772017,0,8,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0
20086,242.0414886474609,6,Three generation household,5382.8613,1,7.9705167,0,7,1,0,0,0,0,0,0,0,0,0,89,16,Женский,0,0
20088,256.401611328125,4,"Couple household, with children",7231.1924,1,8.425828,0,9,0,0,0,0,0,0,0,0,0,0,55,11,0,0,0
20089,313.3247375488281,4,Three generation household,5817.374,1,8.3461857,0,8,0,1,0,0,0,0,0,0,0,0,71,14,0,0,0
20090,291.1908874511719,6,Three generation household,3899.7498,1,8.1040926,0,4,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0
20091,151.0415649414063,2,"Couple household, with no children",9194.8457,1,8.742382,0,10,0,0,0,0,0,0,0,0,0,0,62,12,0,0,0
20092,352.3801574707031,4,"Couple household, with children",4718.3672,1,8.290122,0,6,0,0,0,0,0,0,0,0,0,0,43,8,0,0,1
20093,250.1676483154297,6,"Couple household, with children",3229.7046,1,8.0912066,0,3,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0
20094,284.2962341308594,8,Three generation household,3313.5923,1,8.0356979,0,3,1,0,0,0,0,0,0,0,0,0,66,13,Женский,0,0
20095,330.5472106933594,5,Three generation household,4668.0146,1,8.2584352,0,6,0,0,0,0,0,0,0,0,0,0,62,12,0,0,0
20098,288.04931640625,5,Three generation household,4378.106,1,8.2673264,0,5,0,1,0,0,0,0,0,0,0,0,71,14,0,0,0
20099,254.6993103027344,8,Three generation household,2626.4106,1,7.8740721,100,2,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0
20100,252.1240997314453,5,"Couple household, with children",3481.6709,1,8.1907434,0,4,0,0,0,0,0,0,0,0,0,0,52,10,0,0,0
20101,275.4206237792969,2,"Couple household, with no children",8605.1387,1,8.7481489,0,10,0,0,0,0,0,0,0,0,0,0,54,10,0,0,0
20102,452.11376953125,3,"Couple household, with children",2390.2354,1,8.3929377,100,1,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0
20104,381.1708374023438,2,Other household types,5662.5459,1,8.8336878,0,8,1,0,0,0,0,0,0,0,0,0,57,11,Женский,0,0
20105,282.8194580078125,5,"Couple household, with children",3666.3552,1,8.3018188,0,4,0,0,0,0,0,0,0,0,0,0,42,8,0,0,0
20107,407.3735656738281,4,Other household types,4631.8403,1,8.4643021,0,6,1,0,0,0,0,0,0,0,0,0,51,10,Женский,0,0
20108,294.7977905273438,5,Three generation household,3337.4226,1,8.3318644,0,3,0,1,0,0,0,0,0,0,0,0,63,12,0,0,0
20110,243.0792846679688,8,Three generation household,3029.4514,1,7.7936411,0,2,0,1,0,0,0,0,0,0,0,0,82,16,0,0,0
20111,259.91064453125,5,Three generation household,3256.0979,1,8.2574301,0,3,1,0,0,0,0,0,0,0,0,0,61,12,Женский,0,0
20112,247.6785736083984,1,"One-person household, 60+ years",8674.2676,1,8.8848972,0,10,1,0,0,0,0,0,0,0,0,0,66,13,Женский,0,0
20113,252.1240997314453,5,"Couple household, with children",4310.3013,1,8.183876,0,5,0,0,0,0,0,0,0,0,0,0,48,9,0,0,0
20115,307.2664489746094,4,"Couple household, with children",4118.3608,1,8.1844625,0,5,1,0,0,0,0,0,0,0,0,0,36,7,Женский,0,0
20116,285.6134033203125,6,Other household types,3566.5696,1,8.2477331,0,4,1,0,0,0,0,1,0,0,0,0,56,11,Женский,0,0
20117,292.0900268554688,4,"Couple household, with children",7082.1646,1,8.4451199,0,9,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0
20118,338.3489074707031,5,"Couple household, with children",3307.218,1,8.2123375,0,3,1,0,0,0,0,0,0,0,0,0,44,8,Женский,0,0
20121,259.1512145996094,4,"Couple household, with no children",4663.6528,1,8.4662743,0,6,0,1,0,0,0,0,0,0,0,0,65,13,0,0,0
20122,381.1708374023438,2,Other household types,7315.7773,1,8.8310671,0,9,1,0,0,0,0,0,0,0,0,0,60,12,Женский,0,1
20123,239.5309448242188,2,Other household types,5207.623,1,8.7203112,0,7,1,0,0,0,0,0,0,0,0,0,81,16,Женский,0,0
20124,262.3148193359375,6,Three generation household,3840.6785,1,8.0260334,0,4,1,0,0,0,0,0,0,0,0,0,83,16,Женский,0,0
20125,301.9299926757813,7,"Couple household, with children",4795.1753,1,8.0842628,0,6,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0
20126,212.2707061767578,2,"Couple household, with no children",6691.4517,1,8.8105822,0,9,0,0,0,0,0,1,0,0,0,0,61,12,0,0,0
20132,349.2963256835938,4,"Couple household, with children",4338.7178,1,8.3788862,0,5,0,0,0,0,0,0,0,0,0,0,51,10,0,0,1
20133,108.5265502929688,4,"Couple household, with children",4501.5649,1,8.4150257,0,6,0,0,0,0,0,0,0,0,0,1,57,11,0,0,0
20134,128.1174926757813,2,Other household types,5745.9976,1,8.83568,0,8,1,0,0,0,0,0,0,0,0,1,70,14,Женский,0,0
20139,88.20613861083984,3,Three generation household,4902.979,1,8.5010023,0,6,0,1,0,0,0,0,0,0,0,1,64,12,0,0,0
20143,94.84852600097656,3,"Couple household, with children",6079.5601,1,8.5083933,0,8,0,0,0,0,0,0,0,0,0,1,51,10,0,0,0
20146,113.2657623291016,5,"Couple household, with children",4106.6284,1,8.2170277,0,5,0,0,0,0,0,0,0,0,0,1,48,9,0,0,1
20148,133.9690704345703,6,"Couple household, with children",3197.3647,1,8.1545973,0,3,0,0,0,0,0,0,0,0,0,1,57,11,0,0,0
20150,128.3373718261719,6,Three generation household,3549.9634,1,8.1328573,0,4,1,0,0,0,0,0,0,0,0,1,64,12,Женский,0,0
20151,115.5434341430664,4,Skipped generation,4679.123,1,8.3973341,0,6,1,0,0,0,0,0,0,0,0,1,68,13,Женский,0,0
20152,99.07736968994141,4,"Couple household, with children",5129.1626,1,8.3408871,0,7,0,0,0,0,0,0,0,0,0,1,49,9,0,0,1
20153,108.9172058105469,3,"Couple household, with children",6795.8706,1,8.5068293,0,9,0,0,0,0,0,0,0,0,0,1,50,10,0,0,0
20154,73.45794677734375,1,"One-person household, 18-59 years",18824.986,1,9.0713968,0,10,1,0,0,0,0,0,0,0,0,1,54,10,Женский,0,0
20156,121.0411605834961,3,Other household types,5178.8413,1,8.5146303,0,7,1,0,0,0,0,0,0,0,0,1,54,10,Женский,0,0
20157,114.0896453857422,6,"Couple household, with children",2889.0623,1,8.0803642,0,2,1,0,0,0,0,0,0,0,0,1,51,10,Женский,0,0
20158,147.6748199462891,4,"Couple household, with children",3463.0854,1,8.2762842,0,3,0,0,0,0,0,1,0,0,0,1,34,6,0,0,0
20159,120.7492599487305,3,"Couple household, with children",6638.2705,1,8.4695091,0,9,0,0,0,0,0,0,0,0,0,1,39,7,0,0,0
20161,117.6971206665039,6,"Couple household, with children",2935.4314,1,8.1401281,0,2,0,0,0,0,0,0,0,0,0,1,56,11,0,0,0
20163,100.3000030517578,1,"One-person household, 60+ years",9590.7715,1,8.9971571,0,10,0,1,0,0,0,1,0,0,0,1,65,13,0,0,1
20166,260.98681640625,4,"Couple household, with children",5071.6284,1,8.2938194,0,7,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0
20167,256.8046569824219,4,"Couple household, with children",6721.2109,1,8.2972116,0,9,0,0,0,0,0,0,0,0,0,0,45,9,0,0,1
20169,252.3831176757813,5,"Couple household, with children",3060.5469,1,8.1786146,0,3,0,0,0,0,0,0,0,0,0,0,46,9,0,0,0
20171,220.9209442138672,3,"Couple household, with children",5300.5381,1,8.589901,0,7,0,0,0,0,0,0,0,0,0,0,55,11,0,0,0
20176,338.3489074707031,5,"Couple household, with children",3653.9846,1,8.1721334,0,4,0,0,0,0,0,0,0,0,0,0,44,8,0,0,0
20177,298.8164672851563,5,"Couple household, with children",5302.0957,1,8.3390741,0,7,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0
20178,257.4166564941406,2,Single parent/caregiver (<60 years),8340.3965,1,8.5829811,0,9,1,0,0,0,0,0,0,0,0,0,43,8,Женский,0,0
20179,214.0329284667969,2,"Couple household, with no children",6558.354,1,8.8591518,0,8,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0
20180,302.3963928222656,7,Three generation household,2958.6216,1,7.9497104,0,2,1,0,0,0,0,0,0,0,0,0,75,15,Женский,0,0
20181,318.7408752441406,3,Three generation household,5217.4624,1,8.5700369,0,7,1,0,0,0,0,0,0,0,0,0,68,13,Женский,0,0
20183,386.0316772460938,3,"Couple household, with no children",6093.5674,1,8.5972042,0,8,0,0,0,0,0,0,0,0,0,0,52,10,0,0,0
20184,399.5461730957031,3,"Couple household, with children",5687.0459,1,8.5866909,0,8,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0
20186,253.1715850830078,6,"Couple household, with children",3061.7859,1,8.1563358,0,3,0,0,0,0,0,0,0,0,0,0,38,7,0,0,0
20187,264.8131713867188,7,Three generation household,2979.3147,1,8.1083469,0,2,0,0,0,0,0,0,0,0,0,0,62,12,0,0,0
20188,251.1665649414063,8,Three generation household,3021.3806,1,8.0217457,0,2,1,0,0,0,0,0,0,0,0,0,61,12,Женский,0,0
20190,247.0581970214844,3,Other household types,7681.8213,1,8.4578028,0,9,1,0,0,0,0,0,0,0,0,0,94,16,Женский,0,0
20191,269.4605102539063,5,Three generation household,3832.5181,1,8.3497572,0,4,1,0,0,0,0,0,0,0,0,0,67,13,Женский,0,0
20192,260.0286560058594,7,Three generation household,3593.8789,1,8.0089025,0,4,0,1,0,0,0,0,0,0,0,0,78,15,0,0,0
20193,357.9186401367188,2,Other household types,8953.1748,1,8.8433657,0,10,1,0,0,0,0,0,0,0,0,0,73,14,Женский,0,0
20194,151.0415649414063,2,"Couple household, with no children",10544.685,1,8.7510881,0,10,1,0,0,0,0,0,0,0,0,0,63,12,Женский,0,0
20196,311.45947265625,5,"Couple household, with children",4088.1743,1,8.1147032,0,5,0,0,0,0,0,0,0,0,0,0,33,6,0,0,0
20198,222.5557861328125,2,Other household types,7264.6841,1,8.7457542,0,9,1,0,0,0,0,0,0,0,0,0,62,12,Женский,0,0
20199,338.1138916015625,3,"Couple household, with no children",2864.2964,1,8.6534195,0,2,0,1,0,0,0,0,0,0,0,0,79,15,0,0,0
20200,190.3333282470703,1,"One-person household, 60+ years",6562.3213,1,8.8852816,0,8,1,0,0,0,0,0,0,0,0,0,81,16,Женский,0,0
20202,254.5911712646484,5,"Couple household, with children",2949.9915,1,8.1898899,0,2,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0
20203,250.3834838867188,6,"Couple household, with children",1565.7635,1,8.0833845,100,1,0,0,0,0,0,0,0,0,0,0,48,9,0,0,0
20204,247.4898986816406,3,Other household types,4232.4771,1,8.5191107,0,5,1,0,0,0,0,0,0,0,0,0,87,16,Женский,0,0
20205,260.468017578125,7,Three generation household,1670.1001,1,7.9800367,100,1,1,0,0,0,0,0,0,0,0,0,69,13,Женский,0,0
20206,151.0415649414063,2,"Couple household, with no children",5141.3799,1,8.8262129,0,7,0,0,0,0,0,0,0,0,0,0,61,12,0,0,1
20207,156.3829956054688,1,"One-person household, 60+ years",7192.6729,1,9.0342655,0,9,1,0,0,0,0,0,0,0,0,0,61,12,Женский,0,0
20209,275.4206237792969,2,"Couple household, with no children",4175.6162,1,8.8285875,0,5,0,0,0,0,0,0,0,0,0,0,52,10,0,0,0
20213,239.9929046630859,7,Three generation household,2813.3232,1,7.9948058,0,2,0,1,0,0,0,0,0,0,0,0,63,12,0,0,0
20214,156.3829956054688,1,"One-person household, 18-59 years",7791.6997,1,9.0126963,0,9,1,0,0,0,0,0,0,0,0,0,56,11,Женский,0,0
20215,195.5399780273438,2,Skipped generation,4340.4429,1,8.5208702,0,5,1,0,0,0,0,0,0,0,0,0,61,12,Женский,0,0
20216,295.7966918945313,5,Three generation household,2636.3975,1,8.2237883,0,2,1,0,0,0,0,0,0,0,0,0,63,12,Женский,0,0
20218,305.5205688476563,4,"Couple household, with children",3961.2886,1,8.3785677,0,5,1,0,0,0,0,0,0,0,0,0,52,10,Женский,0,0
20219,214.0329284667969,2,"Couple household, with no children",7675.6323,1,8.8303156,0,9,0,0,0,0,0,0,0,0,0,0,57,11,0,0,0
20220,264.1738891601563,3,"Couple household, with children",4632.7407,1,8.4612846,0,6,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0
20221,262.850830078125,5,Three generation household,3782.426,1,8.1972389,0,4,0,1,0,0,0,0,0,0,0,0,70,14,0,0,0
20222,347.8742370605469,4,"Couple household, with children",6301.3208,1,8.3811016,0,8,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0
20223,339.5609436035156,3,"Couple household, with no children",6076.9292,1,8.7357473,0,8,0,0,0,0,0,0,0,0,0,0,58,11,0,0,0
20226,385.24658203125,4,Three generation household,4047.655,1,8.394804,0,5,1,0,0,0,0,0,0,0,0,0,75,15,Женский,0,0
20227,240.0660400390625,5,Three generation household,3768.877,1,8.3058319,0,4,1,0,0,0,0,0,0,0,0,0,63,12,Женский,0,0
20228,339.6666564941406,3,"Couple household, with no children",5943.9868,1,8.6779881,0,8,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0
20229,349.6200866699219,4,"Couple household, with children",5242.8101,1,8.3773222,0,7,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0
20230,214.0329284667969,2,"Couple household, with no children",8144.4707,1,8.7456522,0,9,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0
20232,318.89599609375,4,"Couple household, with no children",3862.2896,1,8.5584211,0,4,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0
20234,381.1708374023438,2,Skipped generation,5557.8677,1,8.5208702,0,7,1,0,0,0,0,0,0,0,0,0,61,12,Женский,0,0
20236,156.3829956054688,1,"One-person household, 60+ years",15379.498,1,9.0921602,0,10,1,0,0,0,0,0,0,0,0,0,63,12,Женский,0,0
20238,275.2216491699219,2,"Couple household, with no children",5483.4121,1,8.7213383,0,7,0,1,0,0,0,0,0,0,0,0,69,13,0,0,0
20240,275.2620544433594,2,"Couple household, with no children",5734.0195,1,8.7484951,0,8,0,0,0,0,0,0,0,0,0,0,55,11,0,0,0
20241,266.5131225585938,6,Three generation household,3012.6106,1,8.0897675,0,2,0,0,0,0,0,0,0,0,0,0,45,9,0,0,0
20243,234.9230651855469,5,Skipped generation,2995.6738,1,8.1567822,0,2,0,1,0,0,0,0,0,0,0,0,71,14,0,0,0
20244,267.8126525878906,6,"Couple household, with children",2366.8618,1,8.0335312,100,1,0,0,0,0,0,0,0,0,0,0,36,7,0,0,0
20246,256.8996887207031,9,Three generation household,2673.4861,1,7.7864437,0,2,0,1,0,0,0,0,0,0,0,0,67,13,0,0,0
20247,319.0177001953125,6,"Couple household, with children",2603.884,1,8.1002913,100,2,0,0,0,0,0,0,0,0,0,0,49,9,0,0,0
20248,254.7204284667969,5,Three generation household,3070.4978,1,8.2048368,0,3,1,0,0,0,0,0,0,0,0,0,69,13,Женский,0,1
20249,278.5501708984375,8,Three generation household,2109.2822,1,7.8384705,100,1,1,0,0,0,0,0,0,0,0,0,78,15,Женский,0,0
20250,440.5901794433594,4,Three generation household,3676.4316,1,8.4923248,0,4,0,1,0,0,0,0,0,0,0,0,69,13,0,0,0
20251,151.0415649414063,2,"Couple household, with no children",4339.7949,1,8.8538303,0,5,0,0,0,0,0,0,0,0,0,0,62,12,0,0,0
20252,247.6785736083984,1,"One-person household, 60+ years",6565.7163,1,8.8879032,0,9,1,0,0,0,0,0,0,0,0,0,65,13,Женский,0,0
20254,367.7433776855469,5,Three generation household,3429.4885,1,8.2977266,0,3,1,0,0,0,0,0,0,0,0,0,66,13,Женский,0,1
20255,233.5574951171875,4,Skipped generation,2670.5518,1,8.2947588,0,2,0,1,0,0,0,0,0,0,0,0,67,13,0,0,1
20257,254.9795227050781,4,"Couple household, with children",3561.8906,1,8.3144207,0,4,0,0,0,0,0,0,0,0,0,0,56,11,0,0,0
20260,224.2362976074219,3,Skipped generation,4019.3535,1,8.5769634,0,5,1,0,0,0,0,0,0,0,0,0,66,13,Женский,0,0
20261,403.0958557128906,5,"Couple household, with children",3976.9063,1,8.1914425,0,5,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0
20262,156.3829956054688,1,"One-person household, 18-59 years",6211.6738,1,8.9004154,0,8,1,0,0,0,0,0,0,0,0,0,58,11,Женский,0,0
20263,240.706298828125,5,Skipped generation,2785.7571,1,8.1242275,0,2,1,0,0,0,0,0,0,0,0,0,71,14,Женский,0,0
20268,269.1431274414063,8,Three generation household,2561.9988,1,7.872335,100,1,0,1,0,0,0,0,0,0,0,0,69,13,0,0,0
20269,276.7111206054688,5,"Couple household, with children",2425.3159,1,8.1601276,100,1,0,0,0,0,0,0,0,0,0,0,41,8,0,0,0
20270,302.7254333496094,6,Three generation household,2242.1272,1,8.093998,100,1,1,0,0,0,0,0,0,0,0,0,66,13,Женский,0,0
20271,284.5208435058594,7,Three generation household,2590.3271,1,7.9152541,100,2,1,0,0,0,0,0,0,0,0,0,88,16,Женский,0,0
20273,214.0329284667969,2,"Couple household, with no children",7518.6138,1,8.8276949,0,9,0,0,0,0,0,0,0,0,0,0,60,12,0,0,0
20275,330.6500854492188,4,"Couple household, with children",2495.7651,1,8.3354797,100,1,0,0,0,0,0,0,0,0,0,0,28,5,0,0,0
20276,270.1613159179688,5,Three generation household,2311.1021,1,8.1586971,100,1,0,1,0,0,0,0,0,0,0,0,82,16,0,0,0
20279,204.1914978027344,2,"Couple household, with no children",4146.6411,1,8.6914167,0,5,0,1,0,0,0,0,0,0,0,0,75,15,0,0,0
20280,289.584716796875,5,"Couple household, with children",2362.4958,1,8.1555157,100,1,0,0,0,0,0,0,0,0,0,0,40,8,0,0,0
20284,275.4206237792969,2,"Couple household, with no children",4408.498,1,8.8848829,0,6,0,0,0,0,0,0,0,0,0,0,53,10,0,0,0
20285,178.9266967773438,3,Skipped generation,3236.6099,1,8.4702473,0,3,0,1,0,0,0,0,0,0,0,0,63,12,0,0,0
20286,280.2889709472656,5,"Couple household, with children",1660.0776,1,8.2224569,100,1,0,0,0,0,0,0,0,0,0,0,55,11,0,0,0
20287,441.2471008300781,4,Single parent/caregiver (<60 years),1996.0681,1,8.1113691,100,1,1,0,0,0,0,0,0,0,0,0,19,3,Женский,0,0
20288,305.4539184570313,3,Single parent/caregiver (<60 years),3385.9473,1,8.3489323,0,3,0,0,0,0,0,0,0,0,0,0,48,9,0,0,0
