hhid,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,female_head,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,current_B,value_B,rural,age,age5yrs,sex,pension,disab
40707,183.1450347900391,8,Three generation household,2984.6404,1,7.8888898,0,2,0,1,0,0,0,0,0,0,0,0,7,1,Женский,0,0
40707,183.1450347900391,8,Three generation household,2984.6404,1,7.8888898,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40707,183.1450347900391,8,Three generation household,2984.6404,1,7.8888898,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40708,155.9942932128906,6,Three generation household,2810.8853,1,8.1652431,0,2,0,1,0,0,0,0,0,0,0,0,42,8,0,0,0
40708,155.9942932128906,6,Three generation household,2810.8853,1,8.1652431,0,2,0,1,0,0,0,0,0,0,0,0,39,7,Женский,0,0
40708,155.9942932128906,6,Three generation household,2810.8853,1,8.1652431,0,2,0,1,0,0,0,0,0,0,0,0,10,2,Женский,0,0
40708,155.9942932128906,6,Three generation household,2810.8853,1,8.1652431,0,2,0,1,0,0,0,0,0,0,0,0,7,1,Женский,0,0
40708,155.9942932128906,6,Three generation household,2810.8853,1,8.1652431,0,2,0,1,0,0,0,0,0,0,0,0,1,0,Женский,0,0
40800,226.077880859375,2,"Couple household, with no children",6095.9917,1,8.8385639,0,8,0,0,0,0,0,0,0,0,0,0,34,6,Женский,0,0
40801,42.43921279907227,4,Other household types,2748.6572,1,8.4927988,100,2,1,0,0,0,0,0,0,0,0,1,23,4,Женский,0,0
40801,42.43921279907227,4,Other household types,2748.6572,1,8.4927988,100,2,1,0,0,0,0,0,0,0,0,1,15,3,Женский,0,0
40801,42.43921279907227,4,Other household types,2748.6572,1,8.4927988,100,2,1,0,0,0,0,0,0,0,0,1,4,0,Женский,0,0
40802,30.6483211517334,2,"Couple household, with no children",8428.9727,1,8.9182396,0,9,0,0,0,0,0,0,0,0,0,1,58,11,Женский,0,0
40803,48.76683044433594,3,"Couple household, with children",4384.9688,1,8.5639486,0,5,0,0,0,0,0,0,0,0,0,1,23,4,Женский,0,0
40803,48.76683044433594,3,"Couple household, with children",4384.9688,1,8.5639486,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
40804,41.80220031738281,6,Three generation household,5956.6387,1,8.2449322,0,8,1,0,0,0,0,0,0,0,0,1,40,8,0,0,0
40804,41.80220031738281,6,Three generation household,5956.6387,1,8.2449322,0,8,1,0,0,0,0,0,0,0,0,1,34,6,Женский,0,0
40804,41.80220031738281,6,Three generation household,5956.6387,1,8.2449322,0,8,1,0,0,0,0,0,0,0,0,1,11,2,0,0,0
40804,41.80220031738281,6,Three generation household,5956.6387,1,8.2449322,0,8,1,0,0,0,0,0,0,0,0,1,9,1,Женский,0,0
40804,41.80220031738281,6,Three generation household,5956.6387,1,8.2449322,0,8,1,0,0,0,0,0,0,0,0,1,3,0,Женский,0,0
40805,47.78332901000977,4,"Couple household, with children",5335.9058,1,8.3998756,0,7,0,0,0,0,0,0,0,0,0,1,29,5,Женский,0,0
40805,47.78332901000977,4,"Couple household, with children",5335.9058,1,8.3998756,0,7,0,0,0,0,0,0,0,0,0,1,3,0,Женский,0,0
40805,47.78332901000977,4,"Couple household, with children",5335.9058,1,8.3998756,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40806,40.93438339233398,5,Other household types,3539.2166,1,8.4328918,0,4,0,0,0,0,0,0,0,0,0,1,35,7,0,0,0
40806,40.93438339233398,5,Other household types,3539.2166,1,8.4328918,0,4,0,0,0,0,0,0,0,0,0,1,36,7,Женский,0,0
40806,40.93438339233398,5,Other household types,3539.2166,1,8.4328918,0,4,0,0,0,0,0,0,0,0,0,1,11,2,Женский,0,0
40806,40.93438339233398,5,Other household types,3539.2166,1,8.4328918,0,4,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0
40807,57.26126480102539,3,"Couple household, with children",3104.7224,1,8.4965849,0,3,0,0,0,0,0,0,0,0,0,1,21,4,Женский,0,0
40807,57.26126480102539,3,"Couple household, with children",3104.7224,1,8.4965849,0,3,0,0,0,0,0,0,0,0,0,1,0,0,Женский,0,0
40808,45.84704971313477,5,"Couple household, with children",3075.554,1,8.2781897,0,3,0,0,0,0,0,0,0,0,0,1,28,5,Женский,0,0
40808,45.84704971313477,5,"Couple household, with children",3075.554,1,8.2781897,0,3,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0
40808,45.84704971313477,5,"Couple household, with children",3075.554,1,8.2781897,0,3,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0
40808,45.84704971313477,5,"Couple household, with children",3075.554,1,8.2781897,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
40809,64.31642913818359,2,"Couple household, with no children",6123.6865,1,8.6697893,0,8,0,0,0,0,0,0,0,0,0,1,23,4,Женский,0,0
40810,47.85586929321289,5,"Couple household, with children",2707.2661,1,8.3259974,100,2,0,0,0,0,0,0,0,0,0,1,38,7,Женский,0,0
40810,47.85586929321289,5,"Couple household, with children",2707.2661,1,8.3259974,100,2,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0
40810,47.85586929321289,5,"Couple household, with children",2707.2661,1,8.3259974,100,2,0,0,0,0,0,0,0,0,0,1,15,3,Женский,0,0
40810,47.85586929321289,5,"Couple household, with children",2707.2661,1,8.3259974,100,2,0,0,0,0,0,0,0,0,0,1,9,1,Женский,0,0
40811,217.0907135009766,5,Three generation household,4180.1211,1,8.232379,0,5,0,1,0,0,0,0,0,0,0,0,84,16,Женский,0,0
40811,217.0907135009766,5,Three generation household,4180.1211,1,8.232379,0,5,0,1,0,0,0,0,0,0,0,0,24,4,0,0,0
40811,217.0907135009766,5,Three generation household,4180.1211,1,8.232379,0,5,0,1,0,0,0,0,0,0,0,0,20,4,Женский,0,0
40811,217.0907135009766,5,Three generation household,4180.1211,1,8.232379,0,5,0,1,0,0,0,0,0,0,0,0,1,0,Женский,0,0
40812,199.1010589599609,5,"Couple household, with children",2701.2078,1,8.3287735,100,2,0,0,0,0,0,0,0,0,0,0,41,8,Женский,0,0
40812,199.1010589599609,5,"Couple household, with children",2701.2078,1,8.3287735,100,2,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0
40812,199.1010589599609,5,"Couple household, with children",2701.2078,1,8.3287735,100,2,0,0,0,0,0,0,0,0,0,0,15,3,Женский,0,0
40812,199.1010589599609,5,"Couple household, with children",2701.2078,1,8.3287735,100,2,0,0,0,0,0,0,0,0,0,0,8,1,Женский,0,0
40813,187.4829406738281,7,Three generation household,2339.0195,1,8.0682917,100,1,0,0,0,0,0,0,0,0,0,0,37,7,Женский,0,0
40813,187.4829406738281,7,Three generation household,2339.0195,1,8.0682917,100,1,0,0,0,0,0,0,0,0,0,0,87,16,Женский,0,0
40813,187.4829406738281,7,Three generation household,2339.0195,1,8.0682917,100,1,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0
40813,187.4829406738281,7,Three generation household,2339.0195,1,8.0682917,100,1,0,0,0,0,0,0,0,0,0,0,15,3,Женский,0,0
40813,187.4829406738281,7,Three generation household,2339.0195,1,8.0682917,100,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
40813,187.4829406738281,7,Three generation household,2339.0195,1,8.0682917,100,1,0,0,0,0,0,0,0,0,0,0,3,0,Женский,0,0
40814,219.7085876464844,4,"Couple household, with children",3616.5576,1,8.3478374,0,4,0,0,0,0,0,0,0,0,0,0,32,6,Женский,0,0
40814,219.7085876464844,4,"Couple household, with children",3616.5576,1,8.3478374,0,4,0,0,0,0,0,0,0,0,0,0,11,2,Женский,0,0
40814,219.7085876464844,4,"Couple household, with children",3616.5576,1,8.3478374,0,4,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
40815,41.2882194519043,6,"Couple household, with children",3630.147,1,8.2255602,0,4,0,0,0,0,0,0,0,0,0,1,39,7,Женский,0,0
40815,41.2882194519043,6,"Couple household, with children",3630.147,1,8.2255602,0,4,0,0,0,0,0,0,0,0,0,1,5,1,Женский,0,0
40815,41.2882194519043,6,"Couple household, with children",3630.147,1,8.2255602,0,4,0,0,0,0,0,0,0,0,0,1,4,0,Женский,0,0
40815,41.2882194519043,6,"Couple household, with children",3630.147,1,8.2255602,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40815,41.2882194519043,6,"Couple household, with children",3630.147,1,8.2255602,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40816,40.62084197998047,6,"Couple household, with children",5465.7061,1,8.222723,0,7,0,0,0,0,0,0,0,0,0,1,39,7,Женский,0,0
40816,40.62084197998047,6,"Couple household, with children",5465.7061,1,8.222723,0,7,0,0,0,0,0,0,0,0,0,1,15,3,Женский,0,0
40816,40.62084197998047,6,"Couple household, with children",5465.7061,1,8.222723,0,7,0,0,0,0,0,0,0,0,0,1,13,2,Женский,0,0
40816,40.62084197998047,6,"Couple household, with children",5465.7061,1,8.222723,0,7,0,0,0,0,0,0,0,0,0,1,10,2,Женский,0,0
40816,40.62084197998047,6,"Couple household, with children",5465.7061,1,8.222723,0,7,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
40817,205.3092498779297,3,"Couple household, with children",3394.2197,1,8.4784527,0,3,0,0,0,0,0,0,0,0,0,0,45,9,Женский,0,0
40817,205.3092498779297,3,"Couple household, with children",3394.2197,1,8.4784527,0,3,0,0,0,0,0,0,0,0,0,0,16,3,Женский,0,0
40818,222.1946716308594,6,"Couple household, with children",3569.1597,1,8.1037245,0,4,0,0,0,0,0,0,0,0,0,0,46,9,Женский,0,0
40818,222.1946716308594,6,"Couple household, with children",3569.1597,1,8.1037245,0,4,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0
40818,222.1946716308594,6,"Couple household, with children",3569.1597,1,8.1037245,0,4,0,0,0,0,0,0,0,0,0,0,17,3,Женский,0,0
40818,222.1946716308594,6,"Couple household, with children",3569.1597,1,8.1037245,0,4,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0
40818,222.1946716308594,6,"Couple household, with children",3569.1597,1,8.1037245,0,4,0,0,0,0,0,0,0,0,0,0,10,2,Женский,0,0
40820,39.02621841430664,5,"Couple household, with children",4707.3145,1,8.2192011,0,6,0,0,0,0,0,0,0,0,0,1,43,8,Женский,0,0
40820,39.02621841430664,5,"Couple household, with children",4707.3145,1,8.2192011,0,6,0,0,0,0,0,0,0,0,0,1,6,1,Женский,0,0
40820,39.02621841430664,5,"Couple household, with children",4707.3145,1,8.2192011,0,6,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
40820,39.02621841430664,5,"Couple household, with children",4707.3145,1,8.2192011,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
40821,47.99731063842773,5,"Couple household, with children",3792.5232,1,8.3325195,0,4,0,0,0,0,0,0,0,0,0,1,39,7,Женский,0,0
40821,47.99731063842773,5,"Couple household, with children",3792.5232,1,8.3325195,0,4,0,0,0,0,0,0,0,0,0,1,18,3,Женский,0,0
40821,47.99731063842773,5,"Couple household, with children",3792.5232,1,8.3325195,0,4,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0
40821,47.99731063842773,5,"Couple household, with children",3792.5232,1,8.3325195,0,4,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0
40822,42.1394157409668,4,"Couple household, with children",4128.6304,1,8.4782715,0,5,0,0,0,0,0,0,0,0,0,1,34,6,Женский,0,0
40822,42.1394157409668,4,"Couple household, with children",4128.6304,1,8.4782715,0,5,0,0,0,0,0,0,0,0,0,1,3,0,Женский,0,0
40822,42.1394157409668,4,"Couple household, with children",4128.6304,1,8.4782715,0,5,0,0,0,0,0,0,0,0,0,1,2,0,Женский,0,0
40823,184.7084197998047,3,"Couple household, with children",6515.8687,1,8.5656433,0,8,0,0,0,0,0,0,0,0,0,0,42,8,Женский,0,0
40823,184.7084197998047,3,"Couple household, with children",6515.8687,1,8.5656433,0,8,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0
40824,184.2107543945313,6,"Couple household, with children",3402.9202,1,8.1874924,0,3,0,0,0,0,0,0,0,0,0,0,28,5,Женский,0,0
40824,184.2107543945313,6,"Couple household, with children",3402.9202,1,8.1874924,0,3,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
40824,184.2107543945313,6,"Couple household, with children",3402.9202,1,8.1874924,0,3,0,0,0,0,0,0,0,0,0,0,6,1,Женский,0,0
40824,184.2107543945313,6,"Couple household, with children",3402.9202,1,8.1874924,0,3,0,0,0,0,0,0,0,0,0,0,4,0,Женский,0,0
40824,184.2107543945313,6,"Couple household, with children",3402.9202,1,8.1874924,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
40825,192.946044921875,6,Three generation household,2478.946,1,8.0984325,100,1,0,1,0,0,0,0,0,0,0,0,61,12,Женский,0,0
40825,192.946044921875,6,Three generation household,2478.946,1,8.0984325,100,1,0,1,0,0,0,0,0,0,0,0,33,6,0,0,0
40825,192.946044921875,6,Three generation household,2478.946,1,8.0984325,100,1,0,1,0,0,0,0,0,0,0,0,27,5,Женский,0,0
40825,192.946044921875,6,Three generation household,2478.946,1,8.0984325,100,1,0,1,0,0,0,0,0,0,0,0,3,0,Женский,0,0
40825,192.946044921875,6,Three generation household,2478.946,1,8.0984325,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40826,173.6511077880859,4,"Couple household, with children",4939.6792,1,8.2938194,0,7,0,0,0,0,0,0,0,0,0,0,38,7,Женский,0,0
40826,173.6511077880859,4,"Couple household, with children",4939.6792,1,8.2938194,0,7,0,0,0,0,0,0,0,0,0,0,12,2,Женский,0,0
40826,173.6511077880859,4,"Couple household, with children",4939.6792,1,8.2938194,0,7,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
40827,218.7498931884766,4,"Couple household, with children",2108.3616,1,8.3140335,100,1,0,0,0,0,0,0,0,0,0,0,47,9,Женский,0,0
40827,218.7498931884766,4,"Couple household, with children",2108.3616,1,8.3140335,100,1,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0
40827,218.7498931884766,4,"Couple household, with children",2108.3616,1,8.3140335,100,1,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0
40828,50.1689567565918,3,"Couple household, with children",4638.2466,1,8.4970608,0,6,0,0,0,0,0,0,0,0,0,1,28,5,Женский,0,0
40828,50.1689567565918,3,"Couple household, with children",4638.2466,1,8.4970608,0,6,0,0,0,0,0,0,0,0,0,1,2,0,Женский,0,0
40831,47.99398422241211,4,"Couple household, with children",3709.7419,1,8.3419991,0,4,0,0,0,0,0,0,0,0,0,1,23,4,Женский,0,0
40831,47.99398422241211,4,"Couple household, with children",3709.7419,1,8.3419991,0,4,0,0,0,0,0,0,0,0,0,1,2,0,Женский,0,0
40831,47.99398422241211,4,"Couple household, with children",3709.7419,1,8.3419991,0,4,0,0,0,0,0,0,0,0,0,1,0,0,Женский,0,0
40832,165.9482879638672,7,"Couple household, with children",2470.0149,1,7.9832606,100,1,0,0,0,0,0,0,0,0,0,0,36,7,Женский,0,0
40832,165.9482879638672,7,"Couple household, with children",2470.0149,1,7.9832606,100,1,0,0,0,0,0,0,0,0,0,0,13,2,Женский,0,0
40832,165.9482879638672,7,"Couple household, with children",2470.0149,1,7.9832606,100,1,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0
40832,165.9482879638672,7,"Couple household, with children",2470.0149,1,7.9832606,100,1,0,0,0,0,0,0,0,0,0,0,9,1,Женский,0,0
40832,165.9482879638672,7,"Couple household, with children",2470.0149,1,7.9832606,100,1,0,0,0,0,0,0,0,0,0,0,7,1,Женский,0,0
40832,165.9482879638672,7,"Couple household, with children",2470.0149,1,7.9832606,100,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
50001,295.6758117675781,5,"Couple household, with children",4633.3892,1,8.1516409,0,6,0,0,0,0,0,0,0,0,0,0,35,7,Женский,0,0
50001,295.6758117675781,5,"Couple household, with children",4633.3892,1,8.1516409,0,6,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0
50001,295.6758117675781,5,"Couple household, with children",4633.3892,1,8.1516409,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
50001,295.6758117675781,5,"Couple household, with children",4633.3892,1,8.1516409,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Женский,0,0
50003,304.7365112304688,5,"Couple household, with children",3739.1064,1,8.2813749,0,4,0,0,0,0,0,0,0,0,0,0,56,11,Женский,0,0
50003,304.7365112304688,5,"Couple household, with children",3739.1064,1,8.2813749,0,4,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0
50003,304.7365112304688,5,"Couple household, with children",3739.1064,1,8.2813749,0,4,0,0,0,0,0,0,0,0,0,0,9,1,Женский,0,0
50003,304.7365112304688,5,"Couple household, with children",3739.1064,1,8.2813749,0,4,0,0,0,0,0,0,0,0,0,0,19,3,Женский,0,0
50004,288.3506774902344,3,"Couple household, with children",6896.7749,1,8.4912958,0,9,0,0,0,0,0,0,0,0,0,0,49,9,Женский,0,0
50004,288.3506774902344,3,"Couple household, with children",6896.7749,1,8.4912958,0,9,0,0,0,0,0,0,0,0,0,0,16,3,Женский,0,0
50006,282.2906799316406,5,"Couple household, with children",5103.0405,1,8.2093163,0,7,0,0,0,0,0,0,0,0,0,0,53,10,Женский,0,0
50006,282.2906799316406,5,"Couple household, with children",5103.0405,1,8.2093163,0,7,0,0,0,0,0,0,0,0,0,0,17,3,Женский,0,0
50006,282.2906799316406,5,"Couple household, with children",5103.0405,1,8.2093163,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
50006,282.2906799316406,5,"Couple household, with children",5103.0405,1,8.2093163,0,7,0,0,0,0,0,0,0,0,0,0,1,0,Женский,0,0
50007,306.2335205078125,6,"Couple household, with children",4072.4355,1,8.133193,0,5,0,0,0,0,0,0,0,0,0,0,34,6,Женский,0,0
50007,306.2335205078125,6,"Couple household, with children",4072.4355,1,8.133193,0,5,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0
50007,306.2335205078125,6,"Couple household, with children",4072.4355,1,8.133193,0,5,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0
50007,306.2335205078125,6,"Couple household, with children",4072.4355,1,8.133193,0,5,0,0,0,0,0,0,0,0,0,0,7,1,Женский,0,0
50007,306.2335205078125,6,"Couple household, with children",4072.4355,1,8.133193,0,5,0,0,0,0,0,0,0,0,0,0,4,0,Женский,0,0
50008,228.3468322753906,2,"Couple household, with no children",6565.3276,1,8.7653217,0,9,0,0,0,0,0,0,0,0,0,0,53,10,Женский,0,0
50009,319.9284973144531,7,"Couple household, with children",2095.5989,1,7.9562283,100,1,0,0,0,0,0,0,0,0,0,0,31,6,Женский,0,0
50009,319.9284973144531,7,"Couple household, with children",2095.5989,1,7.9562283,100,1,0,0,0,0,0,0,0,0,0,0,10,2,Женский,0,0
50009,319.9284973144531,7,"Couple household, with children",2095.5989,1,7.9562283,100,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
50009,319.9284973144531,7,"Couple household, with children",2095.5989,1,7.9562283,100,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
50009,319.9284973144531,7,"Couple household, with children",2095.5989,1,7.9562283,100,1,0,0,0,0,0,0,0,0,0,0,18,3,Женский,0,0
50009,319.9284973144531,7,"Couple household, with children",2095.5989,1,7.9562283,100,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
50010,302.6999816894531,5,"Couple household, with children",4805.2754,1,8.2462397,0,6,0,0,0,0,0,0,0,0,0,0,51,10,Женский,0,0
50010,302.6999816894531,5,"Couple household, with children",4805.2754,1,8.2462397,0,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
50010,302.6999816894531,5,"Couple household, with children",4805.2754,1,8.2462397,0,6,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0
50010,302.6999816894531,5,"Couple household, with children",4805.2754,1,8.2462397,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50011,299.4874877929688,4,"Couple household, with children",6131.8535,1,8.3114376,0,8,0,0,0,0,0,0,0,0,0,0,38,7,Женский,0,0
50011,299.4874877929688,4,"Couple household, with children",6131.8535,1,8.3114376,0,8,0,0,0,0,0,0,0,0,0,0,12,2,Женский,0,0
50011,299.4874877929688,4,"Couple household, with children",6131.8535,1,8.3114376,0,8,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0
50012,300.8997802734375,4,Three generation household,6015.5176,1,8.3908978,0,8,0,0,0,0,0,0,0,0,0,0,43,8,Женский,0,0
50012,300.8997802734375,4,Three generation household,6015.5176,1,8.3908978,0,8,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0
50012,300.8997802734375,4,Three generation household,6015.5176,1,8.3908978,0,8,0,0,0,0,0,0,0,0,0,0,66,13,Женский,0,0
50014,321.3250427246094,8,"Couple household, with children",2816.6926,1,7.9230757,100,2,0,0,0,0,0,0,0,0,0,0,36,7,Женский,0,0
50014,321.3250427246094,8,"Couple household, with children",2816.6926,1,7.9230757,100,2,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0
50014,321.3250427246094,8,"Couple household, with children",2816.6926,1,7.9230757,100,2,0,0,0,0,0,0,0,0,0,0,15,3,Женский,0,0
50014,321.3250427246094,8,"Couple household, with children",2816.6926,1,7.9230757,100,2,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0
50014,321.3250427246094,8,"Couple household, with children",2816.6926,1,7.9230757,100,2,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0
50014,321.3250427246094,8,"Couple household, with children",2816.6926,1,7.9230757,100,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
50014,321.3250427246094,8,"Couple household, with children",2816.6926,1,7.9230757,100,2,0,0,0,0,0,0,0,0,0,0,2,0,Женский,0,0
50015,339.4893188476563,7,"Couple household, with children",2608.7358,1,8.000474,100,2,0,0,0,0,0,0,0,0,0,0,39,7,Женский,0,0
50015,339.4893188476563,7,"Couple household, with children",2608.7358,1,8.000474,100,2,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0
50015,339.4893188476563,7,"Couple household, with children",2608.7358,1,8.000474,100,2,0,0,0,0,0,0,0,0,0,0,16,3,Женский,0,0
50015,339.4893188476563,7,"Couple household, with children",2608.7358,1,8.000474,100,2,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0
50015,339.4893188476563,7,"Couple household, with children",2608.7358,1,8.000474,100,2,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
50015,339.4893188476563,7,"Couple household, with children",2608.7358,1,8.000474,100,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
50016,303.8240356445313,6,"Couple household, with children",3324.9973,1,8.0625057,0,3,0,0,0,0,0,0,0,0,0,0,33,6,Женский,0,0
50016,303.8240356445313,6,"Couple household, with children",3324.9973,1,8.0625057,0,3,0,0,0,0,0,0,0,0,0,0,14,2,Женский,0,0
50016,303.8240356445313,6,"Couple household, with children",3324.9973,1,8.0625057,0,3,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0
50016,303.8240356445313,6,"Couple household, with children",3324.9973,1,8.0625057,0,3,0,0,0,0,0,0,0,0,0,0,7,1,Женский,0,0
50016,303.8240356445313,6,"Couple household, with children",3324.9973,1,8.0625057,0,3,0,0,0,0,0,0,0,0,0,0,3,0,Женский,0,0
50017,294.6841125488281,5,Single parent/caregiver (<60 years),3272.9595,1,8.0318937,0,3,1,0,0,0,0,0,0,0,0,0,14,2,0,0,0
50017,294.6841125488281,5,Single parent/caregiver (<60 years),3272.9595,1,8.0318937,0,3,1,0,0,0,0,0,0,0,0,0,10,2,0,0,0
50017,294.6841125488281,5,Single parent/caregiver (<60 years),3272.9595,1,8.0318937,0,3,1,0,0,0,0,0,0,0,0,0,8,1,Женский,0,0
50017,294.6841125488281,5,Single parent/caregiver (<60 years),3272.9595,1,8.0318937,0,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
50018,301.2643127441406,7,"Couple household, with children",3201.396,1,8.0008793,0,3,0,0,0,0,0,0,0,0,0,0,37,7,Женский,0,0
50018,301.2643127441406,7,"Couple household, with children",3201.396,1,8.0008793,0,3,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0
50018,301.2643127441406,7,"Couple household, with children",3201.396,1,8.0008793,0,3,0,0,0,0,0,0,0,0,0,0,8,1,Женский,0,0
50018,301.2643127441406,7,"Couple household, with children",3201.396,1,8.0008793,0,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
50018,301.2643127441406,7,"Couple household, with children",3201.396,1,8.0008793,0,3,0,0,0,0,0,0,0,0,0,0,3,0,Женский,0,0
50018,301.2643127441406,7,"Couple household, with children",3201.396,1,8.0008793,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50019,263.0720825195313,9,Three generation household,2200.4604,1,7.7666049,100,1,0,1,0,0,0,0,0,0,0,0,69,13,Женский,0,0
50019,263.0720825195313,9,Three generation household,2200.4604,1,7.7666049,100,1,0,1,0,0,0,0,0,0,0,0,37,7,0,0,0
50019,263.0720825195313,9,Three generation household,2200.4604,1,7.7666049,100,1,0,1,0,0,0,0,0,0,0,0,35,7,Женский,0,0
50019,263.0720825195313,9,Three generation household,2200.4604,1,7.7666049,100,1,0,1,0,0,0,0,0,0,0,0,14,2,Женский,0,0
50019,263.0720825195313,9,Three generation household,2200.4604,1,7.7666049,100,1,0,1,0,0,0,0,0,0,0,0,11,2,Женский,0,0
50019,263.0720825195313,9,Three generation household,2200.4604,1,7.7666049,100,1,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0
50019,263.0720825195313,9,Three generation household,2200.4604,1,7.7666049,100,1,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0
50019,263.0720825195313,9,Three generation household,2200.4604,1,7.7666049,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50020,119.5346527099609,2,"Couple household, with no children",7246.0615,1,8.7600002,0,9,0,0,0,0,0,0,0,0,0,0,63,12,Женский,0,0
50022,162.2407073974609,2,"Couple household, with no children",5649.4668,1,8.7464924,0,8,0,1,0,0,0,0,0,0,0,0,63,12,Женский,0,0
50023,395.0557250976563,5,"Couple household, with children",3885.9998,1,8.1682491,0,4,0,0,0,0,0,0,0,0,0,0,29,5,Женский,0,0
50023,395.0557250976563,5,"Couple household, with children",3885.9998,1,8.1682491,0,4,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0
50023,395.0557250976563,5,"Couple household, with children",3885.9998,1,8.1682491,0,4,0,0,0,0,0,0,0,0,0,0,4,0,Женский,0,0
50023,395.0557250976563,5,"Couple household, with children",3885.9998,1,8.1682491,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
50024,280.498291015625,6,Three generation household,3705.1895,1,8.2684669,0,4,0,1,0,0,0,0,0,0,0,0,63,12,Женский,0,0
50024,280.498291015625,6,Three generation household,3705.1895,1,8.2684669,0,4,0,1,0,0,0,0,0,0,0,0,29,5,0,0,0
50024,280.498291015625,6,Three generation household,3705.1895,1,8.2684669,0,4,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0
50024,280.498291015625,6,Three generation household,3705.1895,1,8.2684669,0,4,0,1,0,0,0,0,0,0,0,0,25,5,Женский,0,0
50024,280.498291015625,6,Three generation household,3705.1895,1,8.2684669,0,4,0,1,0,0,0,0,0,0,0,0,1,0,Женский,0,0
50025,340.6566467285156,6,"Couple household, with children",2627.7769,1,8.0726423,100,2,0,0,0,0,0,0,0,0,0,0,38,7,Женский,0,0
50025,340.6566467285156,6,"Couple household, with children",2627.7769,1,8.0726423,100,2,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0
