hhsize,weight,rural,female_head,hhtype3,adj_factor,pov,adj_welfare,decile,pmt,age,age5yrs,sex,pension,disab,current_B,value_B,current_childA,value_childA,current_disabA,value_disabA,value_oldA,current_oldA,hhid
8,11.2108,0,1,"Couple household, with children",1,1,162.72618,1,4.6273088,27,6,0,0,0,0,0,0,0,0,0,0,0,225
8,11.2108,0,1,"Couple household, with children",1,1,162.72618,1,4.6273088,29,6,1,0,0,0,0,0,0,0,0,0,0,225
8,11.2108,0,1,"Couple household, with children",1,1,162.72618,1,4.6273088,8,2,0,0,0,0,0,0,0,0,0,0,0,225
8,11.2108,0,1,"Couple household, with children",1,1,162.72618,1,4.6273088,6,2,0,0,0,0,0,0,0,0,0,0,0,225
8,11.2108,0,1,"Couple household, with children",1,1,162.72618,1,4.6273088,1,1,0,0,0,0,0,0,0,0,0,0,0,225
8,11.2108,0,1,"Couple household, with children",1,1,162.72618,1,4.6273088,0,1,0,0,0,0,0,0,0,0,0,0,0,225
8,11.2108,0,1,"Couple household, with children",1,1,162.72618,1,4.6273088,11,3,1,0,0,0,0,0,0,0,0,0,0,225
3,36.407,0,1,Other household types,1,0,352.936,4,5.7670712,0,1,1,0,0,0,0,0,0,0,0,0,0,226
3,36.407,0,1,Other household types,1,0,352.936,4,5.7670712,44,9,1,0,0,0,0,0,0,0,0,0,0,226
3,36.407,0,1,Other household types,1,0,352.936,4,5.7670712,23,5,1,0,0,0,0,0,0,0,0,0,0,226
7,13.3493,0,1,Other household types,1,0,316.01361,4,5.5120277,4,1,1,0,0,0,0,0,0,0,0,0,0,227
7,13.3493,0,1,Other household types,1,0,316.01361,4,5.5120277,9,2,1,0,0,0,0,0,0,0,0,0,0,227
7,13.3493,0,1,Other household types,1,0,316.01361,4,5.5120277,57,12,1,1,0,0,0,0,0,0,0,0,0,227
7,13.3493,0,1,Other household types,1,0,316.01361,4,5.5120277,7,2,0,0,0,0,0,0,0,0,0,0,0,227
7,13.3493,0,1,Other household types,1,0,316.01361,4,5.5120277,5,2,0,0,0,0,0,0,0,0,0,0,0,227
7,13.3493,0,1,Other household types,1,0,316.01361,4,5.5120277,31,7,1,0,0,0,0,0,0,0,0,0,0,227
7,13.3493,0,1,Other household types,1,0,316.01361,4,5.5120277,32,7,0,0,0,0,0,0,0,0,0,0,0,227
8,13.3493,0,1,Other household types,1,0,374.77951,5,6.2340813,5,2,1,0,0,0,0,0,0,0,0,0,0,228
8,13.3493,0,1,Other household types,1,0,374.77951,5,6.2340813,35,8,1,0,0,0,0,0,0,0,0,0,0,228
8,13.3493,0,1,Other household types,1,0,374.77951,5,6.2340813,44,9,0,0,0,0,0,0,0,0,0,0,0,228
8,13.3493,0,1,Other household types,1,0,374.77951,5,6.2340813,42,9,1,0,0,0,0,0,0,0,0,0,0,228
8,13.3493,0,1,Other household types,1,0,374.77951,5,6.2340813,1,1,0,0,0,0,0,0,0,0,0,0,0,228
8,13.3493,0,1,Other household types,1,0,374.77951,5,6.2340813,5,2,0,0,0,0,0,0,0,0,0,0,0,228
8,13.3493,0,1,Other household types,1,0,374.77951,5,6.2340813,14,3,1,0,1,0,0,0,0,0,0,0,0,228
8,13.3493,0,1,Other household types,1,0,374.77951,5,6.2340813,0,1,0,0,0,0,0,0,0,0,0,0,0,228
5,8.520670000000001,1,0,Other household types,1,0,197.44131,2,5.6493893,52,11,0,0,0,0,0,0,0,0,0,0,0,229
5,8.520670000000001,1,0,Other household types,1,0,197.44131,2,5.6493893,8,2,1,0,0,0,0,0,0,0,0,0,0,229
5,8.520670000000001,1,0,Other household types,1,0,197.44131,2,5.6493893,51,11,1,0,0,0,0,0,0,0,0,0,0,229
5,8.520670000000001,1,0,Other household types,1,0,197.44131,2,5.6493893,8,2,0,0,0,0,0,0,0,0,0,0,0,229
5,8.520670000000001,1,0,Other household types,1,0,197.44131,2,5.6493893,6,2,1,0,0,0,0,0,0,0,0,0,0,229
3,33.37325,0,1,Other household types,1,0,462.99924,6,6.370749,45,10,1,0,0,0,0,0,0,0,0,0,0,230
3,33.37325,0,1,Other household types,1,0,462.99924,6,6.370749,37,8,1,0,0,0,0,0,0,0,0,0,0,230
3,33.37325,0,1,Other household types,1,0,462.99924,6,6.370749,6,2,1,0,0,0,0,0,0,0,0,0,0,230
8,10.4325,1,0,Three generation household,1,1,162.89882,1,,40,9,1,0,0,0,0,0,0,0,0,0,0,231
8,10.4325,1,0,Three generation household,1,1,162.89882,1,,21,5,0,0,0,0,0,0,0,0,0,0,0,231
8,10.4325,1,0,Three generation household,1,1,162.89882,1,,23,5,1,0,0,0,0,0,0,0,0,0,0,231
8,10.4325,1,0,Three generation household,1,1,162.89882,1,,93,16,0,1,1,0,0,0,0,0,0,0,0,231
8,10.4325,1,0,Three generation household,1,1,162.89882,1,,12,3,1,0,0,0,0,0,0,0,0,0,0,231
8,10.4325,1,0,Three generation household,1,1,162.89882,1,,49,10,0,0,0,0,0,0,0,0,0,0,0,231
8,10.4325,1,0,Three generation household,1,1,162.89882,1,,20,5,1,0,0,0,0,0,0,0,0,0,0,231
8,10.4325,1,0,Three generation household,1,1,162.89882,1,,14,3,1,0,0,0,0,0,0,0,0,0,0,231
6,11.2108,0,0,Other household types,1,0,331.64398,4,5.6825523,26,6,0,0,0,0,0,0,0,0,0,0,0,232
6,11.2108,0,0,Other household types,1,0,331.64398,4,5.6825523,47,10,0,0,0,0,0,0,0,0,0,0,0,232
6,11.2108,0,0,Other household types,1,0,331.64398,4,5.6825523,18,4,0,0,0,0,0,0,0,0,0,0,0,232
6,11.2108,0,0,Other household types,1,0,331.64398,4,5.6825523,9,2,1,0,0,0,0,0,0,0,0,0,0,232
6,11.2108,0,0,Other household types,1,0,331.64398,4,5.6825523,19,4,0,0,0,0,0,0,0,0,0,0,0,232
6,11.2108,0,0,Other household types,1,0,331.64398,4,5.6825523,40,9,1,0,0,0,0,0,0,0,0,0,0,232
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,5,2,1,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,12,3,1,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,15,4,1,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,55,12,0,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,47,10,1,0,1,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,1,1,1,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,24,5,0,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,14,3,0,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,28,6,1,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,25,6,1,0,0,0,0,0,0,0,0,0,0,233
11,1,0,0,Other household types,1,0,251.79892,3,5.2229443,2,1,0,0,0,0,0,0,0,0,0,0,0,233
6,8.520670000000001,1,0,Other household types,1,1,145.05452,1,5.6476202,5,2,0,0,0,0,0,0,0,0,0,0,0,234
6,8.520670000000001,1,0,Other household types,1,1,145.05452,1,5.6476202,11,3,0,0,0,0,0,0,0,0,0,0,0,234
6,8.520670000000001,1,0,Other household types,1,1,145.05452,1,5.6476202,32,7,1,0,0,0,0,0,0,0,0,0,0,234
6,8.520670000000001,1,0,Other household types,1,1,145.05452,1,5.6476202,50,11,0,0,0,0,0,0,0,0,0,0,0,234
6,8.520670000000001,1,0,Other household types,1,1,145.05452,1,5.6476202,35,8,1,0,0,0,0,0,0,0,0,0,0,234
6,8.520670000000001,1,0,Other household types,1,1,145.05452,1,5.6476202,39,8,0,0,0,0,0,0,0,0,0,0,0,234
4,20.02395,0,0,"Couple household, with children",1,0,656.36584,8,6.4565916,27,6,1,0,0,0,0,0,0,0,0,0,0,235
4,20.02395,0,0,"Couple household, with children",1,0,656.36584,8,6.4565916,6,2,0,0,0,0,0,0,0,0,0,0,0,235
4,20.02395,0,0,"Couple household, with children",1,0,656.36584,8,6.4565916,6,2,1,0,0,0,0,0,0,0,0,0,0,235
4,20.02395,0,0,"Couple household, with children",1,0,656.36584,8,6.4565916,34,7,0,0,0,0,0,0,0,0,0,0,0,235
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,15,4,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,29,6,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,0,1,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,29,6,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,12,3,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,0,1,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,52,11,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,18,4,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,52,11,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,6,2,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,60,13,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,24,5,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,19,4,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,12,3,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,51,11,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,31,7,1,0,1,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,44,9,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,8,2,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,38,8,0,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,23,5,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,17,4,1,0,0,0,0,0,0,0,0,0,0,236
14,1,0,1,Three generation household,1,0,183.94547,1,4.6777763,47,10,1,0,0,0,0,0,0,0,0,0,0,236
4,20.02395,0,0,"Couple household, with children",1,0,211.68141,2,5.7090983,31,7,1,0,0,0,0,0,0,0,0,0,0,237
4,20.02395,0,0,"Couple household, with children",1,0,211.68141,2,5.7090983,4,1,1,0,0,0,0,0,0,0,0,0,0,237
4,20.02395,0,0,"Couple household, with children",1,0,211.68141,2,5.7090983,2,1,0,0,0,0,0,0,0,0,0,0,0,237
4,20.02395,0,0,"Couple household, with children",1,0,211.68141,2,5.7090983,44,9,0,0,0,0,0,0,0,0,0,0,0,237
6,13.3493,0,1,Other household types,1,1,118.7771,1,5.2744994,4,1,1,0,0,0,0,0,0,0,0,0,0,238
6,13.3493,0,1,Other household types,1,1,118.7771,1,5.2744994,31,7,0,0,0,0,0,0,0,0,0,0,0,238
6,13.3493,0,1,Other household types,1,1,118.7771,1,5.2744994,28,6,0,0,1,0,0,0,0,0,0,0,0,238
6,13.3493,0,1,Other household types,1,1,118.7771,1,5.2744994,58,12,1,1,0,0,0,0,0,0,0,0,0,238
6,13.3493,0,1,Other household types,1,1,118.7771,1,5.2744994,10,3,1,0,0,0,0,0,0,0,0,0,0,238
6,13.3493,0,1,Other household types,1,1,118.7771,1,5.2744994,21,5,1,0,0,0,0,0,0,0,0,0,0,238
4,2.71041,1,1,"Couple household, with children",1,0,258.52075,3,6.0140066,36,8,1,0,0,0,0,0,0,0,0,0,0,239
4,2.71041,1,1,"Couple household, with children",1,0,258.52075,3,6.0140066,48,10,0,0,0,0,0,0,0,0,0,0,0,239
4,2.71041,1,1,"Couple household, with children",1,0,258.52075,3,6.0140066,2,1,0,0,0,0,0,0,0,0,0,0,0,239
4,2.71041,1,1,"Couple household, with children",1,0,258.52075,3,6.0140066,9,2,0,0,0,0,0,0,0,0,0,0,0,239
2,44.8432,0,0,"Couple household, with no children",1,0,706.55988,8,6.5536804,45,10,1,0,0,0,0,0,0,0,0,0,0,240
2,44.8432,0,0,"Couple household, with no children",1,0,706.55988,8,6.5536804,47,10,0,0,0,0,0,0,0,0,0,0,0,240
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,21,5,0,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,10,3,1,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,31,7,1,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,55,12,0,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,32,7,0,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,10,3,1,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,2,1,1,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,19,4,1,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,3,1,0,0,0,0,0,0,0,0,0,0,0,241
10,1,1,0,Other household types,1,1,153.85757,1,4.751853,56,12,1,0,0,0,0,0,0,0,0,0,0,241
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,4,1,0,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,12,3,1,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,11,3,1,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,24,5,1,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,7,2,0,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,75,16,0,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,40,9,0,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,1,1,1,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,0,1,1,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,23,5,0,0,0,0,0,0,0,0,0,0,0,242
11,1,1,0,Three generation household,1,1,110.3118,1,4.4923682,44,9,1,0,0,0,0,0,0,0,0,0,0,242
6,13.3493,0,0,Three generation household,1,0,1202.4921,9,6.9581032,32,7,0,0,0,0,0,0,0,0,0,0,0,243
6,13.3493,0,0,Three generation household,1,0,1202.4921,9,6.9581032,30,7,1,0,0,0,0,0,0,0,0,0,0,243
6,13.3493,0,0,Three generation household,1,0,1202.4921,9,6.9581032,60,13,1,0,0,0,0,0,0,0,0,0,0,243
6,13.3493,0,0,Three generation household,1,0,1202.4921,9,6.9581032,64,13,0,1,0,0,0,0,0,0,0,0,0,243
6,13.3493,0,0,Three generation household,1,0,1202.4921,9,6.9581032,14,3,0,0,0,0,0,0,0,0,0,0,0,243
6,13.3493,0,0,Three generation household,1,0,1202.4921,9,6.9581032,0,1,0,0,0,0,0,0,0,0,0,0,0,243
6,11.2108,0,0,"Couple household, with children",1,0,177.43475,1,5.3312645,48,10,1,0,0,0,0,0,0,0,0,0,0,244
6,11.2108,0,0,"Couple household, with children",1,0,177.43475,1,5.3312645,13,3,0,0,0,0,0,0,0,0,0,0,0,244
6,11.2108,0,0,"Couple household, with children",1,0,177.43475,1,5.3312645,15,4,1,0,0,0,0,0,0,0,0,0,0,244
6,11.2108,0,0,"Couple household, with children",1,0,177.43475,1,5.3312645,49,10,0,0,0,0,0,0,0,0,0,0,0,244
6,11.2108,0,0,"Couple household, with children",1,0,177.43475,1,5.3312645,15,4,1,0,0,0,0,0,0,0,0,0,0,244
6,11.2108,0,0,"Couple household, with children",1,0,177.43475,1,5.3312645,12,3,0,0,0,0,0,0,0,0,0,0,0,244
6,11.3609,1,0,Other household types,1,0,225.0862,2,5.7352071,68,14,0,0,0,0,0,0,0,0,0,0,0,245
6,11.3609,1,0,Other household types,1,0,225.0862,2,5.7352071,61,13,1,0,0,0,0,0,0,0,0,0,0,245
6,11.3609,1,0,Other household types,1,0,225.0862,2,5.7352071,22,5,1,0,0,0,0,0,0,0,0,0,0,245
6,11.3609,1,0,Other household types,1,0,225.0862,2,5.7352071,69,14,0,0,0,0,0,0,0,0,0,0,0,245
6,11.3609,1,0,Other household types,1,0,225.0862,2,5.7352071,36,8,1,0,0,0,0,0,0,0,0,0,0,245
6,11.3609,1,0,Other household types,1,0,225.0862,2,5.7352071,38,8,0,0,0,0,0,0,0,0,0,0,0,245
2,53.3972,0,0,"Couple household, with no children",1,0,521.95447,6,6.4309578,40,9,0,0,0,0,0,0,0,0,0,0,0,246
2,53.3972,0,0,"Couple household, with no children",1,0,521.95447,6,6.4309578,35,8,1,0,0,0,0,0,0,0,0,0,0,246
3,5.31854,1,0,Other household types,1,0,664.79492,8,6.6025634,45,10,1,0,0,0,0,0,0,0,0,0,0,247
3,5.31854,1,0,Other household types,1,0,664.79492,8,6.6025634,11,3,0,0,0,0,0,0,0,0,0,0,0,247
3,5.31854,1,0,Other household types,1,0,664.79492,8,6.6025634,47,10,0,0,0,0,0,0,0,0,0,0,0,247
4,20.02395,0,1,"Couple household, with children",1,0,189.34676,1,5.6512003,10,3,1,0,0,0,0,0,0,0,0,0,0,248
4,20.02395,0,1,"Couple household, with children",1,0,189.34676,1,5.6512003,44,9,0,0,0,0,0,0,0,0,0,0,0,248
4,20.02395,0,1,"Couple household, with children",1,0,189.34676,1,5.6512003,37,8,1,0,0,0,0,0,0,0,0,0,0,248
4,20.02395,0,1,"Couple household, with children",1,0,189.34676,1,5.6512003,11,3,0,0,0,0,0,0,0,0,0,0,0,248
5,13.3493,0,0,Three generation household,1,0,1469.6371,10,6.2499008,32,7,1,0,0,0,0,0,0,0,0,0,0,249
5,13.3493,0,0,Three generation household,1,0,1469.6371,10,6.2499008,30,7,0,0,0,0,0,0,0,0,0,0,0,249
5,13.3493,0,0,Three generation household,1,0,1469.6371,10,6.2499008,1,1,1,0,0,0,0,0,0,0,0,0,0,249
5,13.3493,0,0,Three generation household,1,0,1469.6371,10,6.2499008,67,14,1,1,0,0,0,0,0,0,0,0,0,249
5,13.3493,0,0,Three generation household,1,0,1469.6371,10,6.2499008,9,2,0,0,0,0,0,0,0,0,0,0,0,249
3,28.027,0,0,Other household types,1,0,216.70332,2,5.7383823,38,8,1,0,0,0,0,0,0,0,0,0,0,250
3,28.027,0,0,Other household types,1,0,216.70332,2,5.7383823,33,7,0,0,0,0,0,0,0,0,0,0,0,250
3,28.027,0,0,Other household types,1,0,216.70332,2,5.7383823,13,3,1,0,0,0,0,0,0,0,0,0,0,250
7,8.520670000000001,1,1,Three generation household,1,1,132.08083,1,5.1029077,36,8,0,0,1,0,0,0,0,0,0,0,0,251
7,8.520670000000001,1,1,Three generation household,1,1,132.08083,1,5.1029077,41,9,0,0,0,0,0,0,0,0,0,0,0,251
7,8.520670000000001,1,1,Three generation household,1,1,132.08083,1,5.1029077,7,2,0,0,0,0,0,0,0,0,0,0,0,251
7,8.520670000000001,1,1,Three generation household,1,1,132.08083,1,5.1029077,13,3,1,0,0,0,0,0,0,0,0,0,0,251
7,8.520670000000001,1,1,Three generation household,1,1,132.08083,1,5.1029077,91,16,1,0,1,0,0,0,0,0,0,0,0,251
7,8.520670000000001,1,1,Three generation household,1,1,132.08083,1,5.1029077,43,9,1,0,0,0,0,0,0,0,0,0,0,251
7,8.520670000000001,1,1,Three generation household,1,1,132.08083,1,5.1029077,7,2,1,0,0,0,0,0,0,0,0,0,0,251
8,13.3493,0,0,Three generation household,1,0,384.17676,5,5.5251007,6,2,0,0,0,0,0,0,0,0,0,0,0,252
8,13.3493,0,0,Three generation household,1,0,384.17676,5,5.5251007,73,15,0,1,1,0,0,0,0,0,0,0,0,252
8,13.3493,0,0,Three generation household,1,0,384.17676,5,5.5251007,48,10,1,0,0,0,0,0,0,0,0,0,0,252
8,13.3493,0,0,Three generation household,1,0,384.17676,5,5.5251007,42,9,0,0,0,0,0,0,0,0,0,0,0,252
8,13.3493,0,0,Three generation household,1,0,384.17676,5,5.5251007,41,9,1,0,0,0,0,0,0,0,0,0,0,252
8,13.3493,0,0,Three generation household,1,0,384.17676,5,5.5251007,41,9,0,0,0,0,0,0,0,0,0,0,0,252
8,13.3493,0,0,Three generation household,1,0,384.17676,5,5.5251007,41,9,0,0,0,0,0,0,0,0,0,0,0,252
8,13.3493,0,0,Three generation household,1,0,384.17676,5,5.5251007,15,4,1,0,0,0,0,0,0,0,0,0,0,252
5,25.0585,1,1,Three generation household,1,0,201.02147,2,5.0847783,5,2,0,0,0,0,0,0,0,0,0,0,0,253
5,25.0585,1,1,Three generation household,1,0,201.02147,2,5.0847783,92,16,1,1,0,0,0,0,0,0,0,0,0,253
5,25.0585,1,1,Three generation household,1,0,201.02147,2,5.0847783,11,3,1,0,0,0,0,0,0,0,0,0,0,253
5,25.0585,1,1,Three generation household,1,0,201.02147,2,5.0847783,32,7,1,0,0,0,0,0,0,0,0,0,0,253
5,25.0585,1,1,Three generation household,1,0,201.02147,2,5.0847783,36,8,0,0,0,0,0,0,0,0,0,0,0,253
4,16.8162,0,1,"Couple household, with children",1,0,554.57269,7,6.2165527,39,8,0,0,0,0,0,0,0,0,0,0,0,254
4,16.8162,0,1,"Couple household, with children",1,0,554.57269,7,6.2165527,35,8,1,0,0,0,0,0,0,0,0,0,0,254
4,16.8162,0,1,"Couple household, with children",1,0,554.57269,7,6.2165527,12,3,0,0,0,0,0,0,0,0,0,0,0,254
4,16.8162,0,1,"Couple household, with children",1,0,554.57269,7,6.2165527,1,1,1,0,0,0,0,0,0,0,0,0,0,254
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,26,6,0,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,18,4,0,1,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,22,5,1,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,21,5,0,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,11,3,1,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,23,5,0,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,55,12,1,1,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,22,5,1,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,37,8,1,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,23,5,1,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,24,5,0,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,14,3,0,0,0,0,0,0,0,0,0,0,0,255
13,1,0,1,Other household types,1,0,262.04498,3,4.6487989,59,12,1,1,0,0,0,0,0,0,0,0,0,255
6,13.3493,0,1,Three generation household,1,0,252.80841,3,5.8537779,34,7,1,0,0,0,0,0,0,0,0,0,0,256
6,13.3493,0,1,Three generation household,1,0,252.80841,3,5.8537779,31,7,0,0,0,0,0,0,0,0,0,0,0,256
6,13.3493,0,1,Three generation household,1,0,252.80841,3,5.8537779,0,1,1,0,0,0,0,0,0,0,0,0,0,256
6,13.3493,0,1,Three generation household,1,0,252.80841,3,5.8537779,67,14,1,1,0,0,0,0,0,0,0,0,0,256
6,13.3493,0,1,Three generation household,1,0,252.80841,3,5.8537779,13,3,1,0,0,0,0,0,0,0,0,0,0,256
6,13.3493,0,1,Three generation household,1,0,252.80841,3,5.8537779,9,2,0,0,0,0,0,0,0,0,0,0,0,256
7,2.65927,1,0,Other household types,1,0,816.96307,8,6.6192946,14,3,1,0,0,0,0,0,0,0,0,0,0,257
7,2.65927,1,0,Other household types,1,0,816.96307,8,6.6192946,43,9,0,0,0,0,0,0,0,0,0,0,0,257
7,2.65927,1,0,Other household types,1,0,816.96307,8,6.6192946,43,9,1,0,0,0,0,0,0,0,0,0,0,257
7,2.65927,1,0,Other household types,1,0,816.96307,8,6.6192946,12,3,0,0,0,0,0,0,0,0,0,0,0,257
7,2.65927,1,0,Other household types,1,0,816.96307,8,6.6192946,0,1,1,0,0,0,0,0,0,0,0,0,0,257
7,2.65927,1,0,Other household types,1,0,816.96307,8,6.6192946,25,6,1,0,0,0,0,0,0,0,0,0,0,257
7,2.65927,1,0,Other household types,1,0,816.96307,8,6.6192946,42,9,0,0,0,0,0,0,0,0,0,0,0,257
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,44,9,1,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,13,3,0,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,17,4,0,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,11,3,0,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,9,2,1,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,9,2,1,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,30,7,0,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,0,1,1,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,31,7,1,0,0,0,0,0,0,0,0,0,0,258
10,1,1,0,Other household types,1,1,177.33092,1,5.0168133,44,9,0,0,0,0,0,0,0,0,0,0,0,258
3,17.04134,1,0,Other household types,1,0,369.82053,5,5.8682346,2,1,0,0,0,0,0,0,0,0,0,0,0,259
3,17.04134,1,0,Other household types,1,0,369.82053,5,5.8682346,58,12,0,0,0,0,0,0,0,0,0,0,0,259
3,17.04134,1,0,Other household types,1,0,369.82053,5,5.8682346,50,11,1,0,0,0,0,0,0,0,0,0,0,259
6,13.3493,0,0,Three generation household,1,0,475.88528,6,5.7133274,62,13,0,1,1,0,0,0,0,0,0,0,0,260
6,13.3493,0,0,Three generation household,1,0,475.88528,6,5.7133274,58,12,1,1,0,0,0,0,0,0,0,0,0,260
