hhid,rural,female_head,weight,hhsize,hhtype3,adj_welfare,adj_factor,pmt,pov,decile,current_B,value_B,current_oldA,value_oldA,current_childA,value_childA,current_disabA,value_disabA,age,age5yrs,sex,disab
213,0,0,829.77252,3,"Couple household, with no children",57625.367,.98470646,,0,6,0,0,0,0,0,0,0,0,62,12,0,0
214,0,0,829.77252,3,"Couple household, with no children",204180.92,.98470646,12.096495,0,10,0,0,0,0,0,0,0,0,43,8,1,0
215,0,0,829.77252,3,"Couple household, with no children",112840.25,.98470646,11.685949,0,9,0,0,0,0,0,0,0,0,21,4,1,0
216,0,0,829.77252,4,"Couple household, with children",151842.81,.9847064,,0,10,0,0,0,0,0,0,0,0,19,3,1,0
217,0,1,1002.1667,7,Three generation household,35925.992,.9847064,10.988761,1,3,0,0,0,0,0,0,0,0,45,9,0,0
218,0,0,1002.1667,3,Three generation household,210195.05,.98470646,12.267565,0,10,0,0,0,0,0,0,0,0,68,13,0,0
219,0,0,1002.1667,12,Three generation household,56891.289,.98470646,,0,6,0,0,1,80500,0,0,0,0,23,4,1,0
220,0,1,1002.1667,11,Three generation household,40851.891,.98470646,,0,4,0,0,0,0,0,0,0,0,95,16,1,0
221,0,1,1002.1667,6,Three generation household,46695.738,.9847064,,0,5,0,0,0,0,0,0,0,0,67,13,1,0
222,0,0,1002.1667,7,"Couple household, with no children",99022.078,.98470646,,0,9,0,0,0,0,0,0,0,0,25,5,0,0
223,0,0,1002.1667,5,"Couple household, with no children",80562.617,.98470652,,0,8,0,0,1,46000,0,0,0,0,68,13,1,0
224,0,0,1002.1667,5,"Couple household, with no children",31232.223,.98470646,11.166097,1,2,0,0,0,0,0,0,0,0,19,3,0,0
225,0,1,1002.1667,2,Other household types,168564.83,.98470646,,0,10,0,0,0,0,0,0,0,0,31,6,1,0
226,0,0,1002.1667,5,"Couple household, with children",109341.13,.98470646,11.303546,0,9,0,0,0,0,0,0,0,0,27,5,1,0
227,0,1,1002.1667,3,Other household types,259700.16,.98470646,,0,10,0,0,0,0,0,0,0,0,35,7,1,0
228,0,0,1002.1667,9,Three generation household,43268.234,.9847064,,0,4,0,0,0,0,0,0,0,0,23,4,0,0
229,1,0,747.57593,6,Three generation household,34910.797,.98470646,,1,3,1,3446.4727,0,0,0,0,0,0,15,3,1,0
230,1,0,747.57593,1,"One-person household, 18-59 years",51441.742,.98470646,,0,5,0,0,0,0,0,0,0,0,49,9,0,0
231,1,0,747.57593,4,Three generation household,63511.434,.9847064,,0,7,0,0,0,0,0,0,0,0,30,6,0,0
232,1,0,747.57593,5,"Couple household, with children",74720.523,.98470646,,0,8,0,0,1,59212,0,0,0,0,49,9,0,0
233,1,0,747.57593,5,Three generation household,59391.473,.98470646,,0,6,0,0,0,0,0,0,0,0,33,6,1,0
234,1,0,747.57593,7,"Couple household, with children",64960.805,.98470646,,0,7,0,0,0,0,0,0,0,0,4,0,1,
235,1,1,747.57593,5,Other household types,33778.422,.98470652,,1,2,0,0,0,0,0,0,0,0,12,2,1,0
236,1,0,747.57593,3,"Couple household, with no children",84610.695,.98470646,,0,8,0,0,1,105600,0,0,0,0,57,11,1,1
237,1,0,747.57593,7,"Couple household, with children",36896.93,.98470646,,1,3,0,0,0,0,0,0,0,0,19,3,1,1
238,1,0,747.57593,7,"Couple household, with children",27305.252,.98470646,,1,2,1,39.577419,0,0,1,281.3447,0,0,17,3,1,0
239,1,0,747.57593,3,"Couple household, with children",27526.516,.98470646,,1,2,0,0,0,0,0,0,0,0,27,5,0,0
240,1,0,747.57593,4,"Couple household, with children",42818.793,.9847064,,0,4,0,0,0,0,0,0,0,0,40,8,0,1
241,1,1,967.95697,11,Other household types,20723.223,.98470646,9.8775091,1,1,0,0,0,0,0,0,0,0,23,4,1,1
242,1,1,967.95697,12,Three generation household,39855.109,.98470646,,0,4,1,6.7336583,0,0,1,82.058868,0,0,8,1,0,0
243,1,0,967.95697,10,"Couple household, with children",26453.572,.98470646,,1,1,0,0,0,0,0,0,0,0,28,5,1,0
244,1,0,967.95697,12,"Couple household, with children",21433.076,.98470646,,1,1,0,0,0,0,0,0,0,0,17,3,1,0
245,1,1,967.95697,10,Other household types,15921.039,.98470646,,1,1,0,0,0,0,0,0,0,0,22,4,0,0
246,1,1,967.95697,7,Other household types,36425.793,.98470646,10.150039,1,3,0,0,0,0,0,0,0,0,9,1,1,0
247,1,0,967.95697,9,Other household types,27160.461,.98470646,,1,1,0,0,0,0,0,0,0,0,16,3,0,0
248,1,0,967.95697,8,"Couple household, with children",30539.412,.98470646,10.271951,1,2,0,0,0,0,0,0,0,0,13,2,1,1
249,1,0,967.95697,10,"Couple household, with children",10635.431,.9847064,,1,1,0,0,0,0,0,0,0,0,15,3,1,0
250,1,0,967.95697,3,Three generation household,85811.031,.98470646,,0,8,0,0,0,0,0,0,0,0,9,1,0,0
251,1,0,967.95697,3,"Couple household, with children",31269.6,.98470646,,1,2,0,0,0,0,0,0,0,0,2,0,0,
252,1,0,967.95697,13,Three generation household,10121.61,.9847064,,1,1,0,0,0,0,0,0,0,0,18,3,0,0
253,1,0,1006.5213,7,"Couple household, with children",94842.734,.98470646,,0,9,0,0,0,0,0,0,0,0,38,7,0,1
254,1,0,1006.5213,4,"Couple household, with no children",53644.582,.98470646,10.80805,0,6,0,0,0,0,0,0,0,0,32,6,1,0
255,1,1,1006.5213,5,Three generation household,22068.951,.98470646,,1,1,0,0,0,0,0,0,0,0,4,0,1,
256,1,0,1006.5213,4,"Couple household, with children",33652.867,.98470646,,1,2,0,0,0,0,0,0,0,0,3,0,1,
257,1,0,1006.5213,5,"Couple household, with children",22275.234,.98470646,,1,1,0,0,0,0,0,0,0,0,36,7,1,1
258,1,0,1006.5213,4,"Couple household, with children",37851.883,.98470652,,0,3,0,0,0,0,0,0,0,0,18,3,0,0
259,1,0,1006.5213,6,"Couple household, with children",28370.857,.98470646,,1,2,0,0,0,0,0,0,0,0,4,0,1,
260,1,0,1006.5213,4,"Couple household, with children",36206.691,.9847064,,1,3,0,0,0,0,0,0,0,0,4,0,0,
261,1,1,1006.5213,6,Other household types,33039.801,.98470646,,1,2,0,0,0,0,0,0,0,0,54,10,1,0
262,1,0,1006.5213,3,"Couple household, with children",47450.457,.98470652,,0,5,0,0,0,0,0,0,0,0,36,7,1,0
263,1,0,1006.5213,6,"Couple household, with children",33017.176,.98470646,,1,2,0,0,0,0,0,0,0,0,5,1,0,0
264,1,0,1006.5213,4,"Couple household, with children",26068.381,.98470646,,1,1,0,0,0,0,0,0,0,0,32,6,0,0
265,1,0,1723.1771,4,"Couple household, with children",50521.805,.98470646,,0,5,1,60.602928,0,0,1,246.17662,0,0,41,8,1,0
266,1,0,1723.1771,5,"Couple household, with children",28521.047,.9847064,,1,2,0,0,0,0,0,0,0,0,50,10,1,0
267,1,0,1723.1771,5,"Couple household, with children",42028.777,.98470646,,0,4,0,0,0,0,0,0,0,0,10,2,1,0
268,1,0,1723.1771,8,"Couple household, with children",27661.314,.98470646,,1,2,1,45.452194,0,0,1,369.26492,0,0,11,2,0,0
269,1,0,1723.1771,6,"Couple household, with children",40669.676,.98470646,,0,4,0,0,0,0,0,0,0,0,16,3,0,0
270,1,0,1723.1771,4,"Couple household, with no children",64360.652,.9847064,,0,7,0,0,0,0,0,0,0,0,20,4,0,0
271,1,1,1723.1771,4,Three generation household,21830.168,.98470646,,1,1,0,0,0,0,0,0,0,0,5,1,1,0
272,1,1,1723.1771,6,Three generation household,27703.857,.98470646,,1,2,0,0,0,0,0,0,0,0,62,12,1,0
273,1,0,1723.1771,4,"Couple household, with children",54354.988,.9847064,,0,6,0,0,0,0,0,0,0,0,32,6,1,0
274,1,0,1723.1771,4,"Couple household, with children",50334.383,.98470646,,0,5,0,0,0,0,0,0,0,0,16,3,1,0
275,1,0,1723.1771,11,"Couple household, with children",23626.979,.9847064,,1,1,0,0,0,0,0,0,0,0,26,5,0,0
276,1,0,1723.1771,4,"Couple household, with children",62024.008,.98470646,,0,7,1,60.602928,0,0,1,246.17662,0,0,20,4,0,0
277,1,0,1185.2625,4,"Couple household, with children",42474.891,.98470646,,0,4,0,0,0,0,0,0,0,0,44,8,1,0
278,1,0,1185.2625,5,"Couple household, with no children",64947.844,.98470646,,0,7,0,0,0,0,0,0,0,0,78,15,1,0
279,1,0,1185.2625,8,Other household types,12895.713,.98470646,,1,1,1,15.150732,0,0,1,123.08831,0,0,4,0,1,
280,1,0,1185.2625,4,"Couple household, with children",27911.635,.98470646,,1,2,1,60.602928,0,0,1,246.17662,0,0,53,10,0,0
281,1,0,1185.2625,5,"Couple household, with children",24817.176,.98470652,,1,1,0,0,0,0,0,0,0,0,9,1,0,0
282,1,0,1185.2625,6,"Couple household, with children",33671.66,.98470646,,1,2,0,0,0,0,0,0,0,0,18,3,0,1
283,1,0,1185.2625,4,"Couple household, with children",30491.563,.98470652,,1,2,0,0,0,0,0,0,0,0,11,2,1,0
284,1,0,1185.2625,3,"Couple household, with no children",220054.53,.98470646,,0,10,0,0,0,0,0,0,0,0,19,3,0,0
285,1,0,1185.2625,4,"Couple household, with children",37623.789,.98470646,,1,3,1,60.602928,0,0,1,246.17662,0,0,10,2,1,0
286,1,0,1185.2625,4,"Couple household, with children",44040.137,.98470646,,0,4,1,60.602928,0,0,1,246.17662,0,0,7,1,0,0
287,1,0,1185.2625,4,"Couple household, with children",39739.879,.98470646,,0,4,1,60.602928,0,0,1,246.17662,0,0,56,11,0,0
288,1,1,1185.2625,4,Three generation household,73639.242,.98470652,,0,8,1,60.602936,0,0,1,246.17664,0,0,36,7,1,0
289,1,0,1712.4135,2,"Couple household, with no children",54783.156,.9847064,,0,6,0,0,0,0,0,0,0,0,63,12,0,0
290,1,0,1712.4135,5,"Couple household, with no children",19607.734,.98470646,,1,1,0,0,0,0,0,0,0,0,30,6,1,0
291,1,0,1712.4135,5,"Couple household, with children",70846.758,.98470646,,0,8,1,38.785873,0,0,1,196.9413,0,0,44,8,0,0
292,1,0,1712.4135,8,"Couple household, with children",19202.5,.98470646,,1,1,0,0,0,0,0,0,0,0,52,10,1,0
293,1,0,1712.4135,6,Three generation household,39876.328,.98470652,,0,4,1,26.934637,0,0,1,164.11775,0,0,58,11,0,1
294,1,1,1712.4135,4,Three generation household,28904.488,.98470646,,1,2,0,0,0,0,0,0,0,0,78,15,1,0
295,1,0,1712.4135,6,"Couple household, with children",29267.395,.98470646,,1,2,1,53.869267,0,0,1,328.23547,0,0,15,3,0,0
296,1,0,1712.4135,3,"Couple household, with no children",24806.494,.98470646,,1,1,0,0,0,0,0,0,0,0,63,12,0,0
297,1,0,1712.4135,5,Three generation household,31185.197,.98470646,,1,2,0,0,0,0,0,0,0,0,36,7,0,1
298,1,0,1712.4135,4,"Couple household, with no children",59210.449,.98470646,,0,6,0,0,0,0,0,0,0,0,67,13,1,0
299,1,0,1712.4135,2,Other household types,53536.914,.98470646,,0,6,0,0,0,0,0,0,0,0,33,6,1,0
300,1,0,1712.4135,4,"Couple household, with no children",62869.625,.98470652,,0,7,0,0,0,0,0,0,0,0,68,13,0,0
301,0,0,1198.3899,7,"Couple household, with children",26154.957,.98470646,,1,1,0,0,0,0,0,0,0,0,41,8,1,0
302,0,0,1198.3899,4,"Couple household, with children",48022.031,.98470646,,0,5,0,0,0,0,0,0,0,0,51,10,0,1
303,0,1,1198.3899,4,Three generation household,61245.148,.98470646,,0,7,0,0,0,0,0,0,0,0,76,15,1,0
304,0,0,1198.3899,6,"Couple household, with children",84082.008,.98470646,,0,8,1,26.934633,0,0,1,164.11774,0,0,3,0,1,
305,0,0,1198.3899,6,"Couple household, with children",35906.027,.98470646,,1,3,0,0,0,0,0,0,0,0,7,1,0,0
306,0,0,1198.3899,5,"Couple household, with children",78647.773,.9847064,,0,8,1,38.78587,0,0,1,196.94128,0,0,14,2,0,0
307,0,0,1198.3899,7,Three generation household,70141.875,.98470646,,0,7,0,0,0,0,0,0,0,0,45,9,0,0
308,0,0,1198.3899,4,"Couple household, with children",30641.926,.98470646,,1,2,0,0,0,0,0,0,0,0,56,11,1,0
309,0,1,1198.3899,5,Other household types,49155.699,.98470646,10.617311,0,5,0,0,0,0,0,0,0,0,23,4,1,0
310,0,1,1198.3899,5,Three generation household,32382.365,.98470646,,1,2,1,77.571747,0,0,1,393.8826,0,0,11,2,1,0
311,0,0,1198.3899,6,"Couple household, with children",32593.357,.98470652,,1,2,1,26.934637,0,0,1,164.11775,0,0,59,11,1,0
312,0,1,1198.3899,4,Three generation household,74860.055,.98470646,11.232913,0,8,0,0,1,30000,0,0,0,0,65,13,1,0
313,1,0,1271.2593,5,"Couple household, with no children",89053.297,.98470652,,0,9,0,0,0,0,0,0,0,0,44,8,1,0
314,1,0,1271.2593,4,"Couple household, with children",43454.84,.98470646,,0,4,1,60.602928,0,0,1,246.17662,0,0,14,2,1,0
315,1,1,1271.2593,3,Skipped generation,64769.375,.9847064,,0,7,0,0,0,0,0,0,0,0,64,12,1,0
316,1,0,1271.2593,3,Other household types,78712.359,.98470646,,0,8,0,0,0,0,0,0,0,0,57,11,1,0
317,1,1,1271.2593,1,"One-person household, 18-59 years",90635.984,.9847064,,0,9,0,0,0,0,0,0,0,0,49,9,1,0
318,1,0,1271.2593,7,Three generation household,47910.047,.98470646,,0,5,0,0,0,0,0,0,0,0,14,2,0,0
319,1,1,1271.2593,3,Other household types,117119.44,.98470646,,0,10,0,0,0,0,0,0,0,0,12,2,1,0
320,1,0,1271.2593,4,Three generation household,56977.766,.98470646,,0,6,0,0,0,0,0,0,0,0,63,12,0,0
321,1,0,1271.2593,4,"Couple household, with children",60851.473,.98470646,10.939931,0,7,0,0,0,0,0,0,0,0,7,1,0,0
322,1,0,1271.2593,5,"Couple household, with children",69955.258,.9847064,11.190793,0,7,0,0,1,53000,0,0,0,0,23,4,1,0
323,1,0,1271.2593,4,"Couple household, with no children",52238.477,.98470646,,0,5,0,0,0,0,0,0,0,0,24,4,1,0
324,1,0,1271.2593,4,Three generation household,93006.688,.98470646,11.113078,0,9,0,0,0,0,0,0,0,0,68,13,1,0
325,1,0,1309.8407,11,"Couple household, with children",17604.391,.98470652,,1,1,0,0,0,0,0,0,0,0,4,0,1,
326,1,1,1309.8407,8,Three generation household,21503.123,.98470646,,1,1,1,15.150732,0,0,1,123.08831,0,0,6,1,0,0
327,1,1,1309.8407,8,Three generation household,11101.881,.98470646,10.092565,1,1,0,0,0,0,0,0,0,0,70,14,1,1
328,1,0,1309.8407,13,"Couple household, with children",19755.625,.98470652,,1,1,0,0,0,0,0,0,0,0,16,3,1,0
329,1,0,1309.8407,4,"Couple household, with children",14271.743,.98470646,,1,1,0,0,0,0,0,0,0,0,7,1,0,0
330,1,0,1309.8407,14,"Couple household, with children",16134.24,.98470652,,1,1,0,0,0,0,0,0,0,0,18,3,1,0
331,1,0,1309.8407,11,"Couple household, with children",15678.065,.98470646,,1,1,0,0,0,0,0,0,0,0,40,8,1,0
332,1,0,1309.8407,6,"Couple household, with children",25664.877,.98470646,,1,1,0,0,0,0,0,0,0,0,19,3,0,0
333,1,0,1309.8407,12,"Couple household, with children",22630.559,.9847064,,1,1,0,0,0,0,0,0,0,0,7,1,0,0
334,1,1,1309.8407,6,Three generation household,18513.221,.9847064,,1,1,0,0,0,0,0,0,0,0,8,1,0,0
335,1,0,1309.8407,7,"Couple household, with children",13996.69,.98470646,,1,1,0,0,0,0,0,0,0,0,52,10,0,0
336,1,0,1309.8407,7,"Couple household, with children",9882.1084,.98470646,,1,1,0,0,0,0,0,0,0,0,7,1,0,0
337,1,0,1217.6595,3,"Couple household, with children",34427.48,.98470652,,1,3,0,0,0,0,0,0,0,0,26,5,0,0
338,1,1,1217.6595,1,"One-person household, 18-59 years",59825.406,.98470646,,0,6,0,0,0,0,0,0,0,0,42,8,1,0
339,1,0,1217.6595,4,"Couple household, with children",9776.3213,.98470646,,1,1,0,0,0,0,0,0,0,0,38,7,0,1
340,1,0,1217.6595,4,Three generation household,21716.369,.98470646,,1,1,0,0,0,0,0,0,0,0,71,14,0,0
341,1,1,1217.6595,4,Single parent/caregiver (<60 years),32312.125,.98470646,,1,2,1,181.80878,0,0,1,738.52985,0,0,11,2,0,0
342,1,0,1217.6595,3,"Couple household, with children",43922.316,.98470652,,0,4,0,0,0,0,0,0,0,0,30,6,1,0
343,1,0,1217.6595,4,"Couple household, with children",25152.744,.98470646,,1,1,0,0,0,0,0,0,0,0,1,0,1,
344,1,1,1217.6595,2,Other household types,21024.047,.98470646,,1,1,0,0,0,0,0,0,0,0,65,13,1,0
345,1,0,1217.6595,7,"Couple household, with no children",16980.676,.9847064,,1,1,0,0,0,0,0,0,0,0,21,4,1,0
346,1,0,1217.6595,5,"Couple household, with children",25087.559,.98470652,,1,1,1,77.571754,0,0,1,393.8826,0,0,31,6,0,1
347,1,0,1217.6595,9,"Couple household, with children",26485.871,.9847064,,1,1,1,35.912842,0,0,1,328.23547,0,0,15,3,0,0
348,1,1,1217.6595,1,"One-person household, 60+ years",37318.41,.98470646,,1,3,0,0,0,0,0,0,0,0,70,14,1,0
349,1,0,4679.9111,8,"Couple household, with children",15206.458,.98942471,,1,1,0,0,0,0,0,0,0,0,11,2,1,0
350,1,0,4679.9111,4,"Couple household, with children",31978.631,.98942471,,1,2,0,0,0,0,0,0,0,0,8,1,0,1
351,1,0,4679.9111,9,"Couple household, with children",31183.715,.98942471,,1,2,1,24.171883,0,0,1,219.87216,0,0,4,0,0,
352,1,0,4679.9111,4,"Couple household, with children",26455.74,.98942471,10.678805,1,1,0,0,0,0,0,0,0,0,48,9,0,0
353,1,0,4679.9111,5,"Couple household, with children",43426.664,.98942471,,0,4,1,39.158451,0,0,1,197.88495,0,0,43,8,0,1
354,1,0,4679.9111,10,"Couple household, with children",12656.545,.98942477,,1,1,1,39.158455,0,0,1,395.7699,0,0,1,0,1,
355,1,0,4679.9111,3,"Couple household, with children",21955.139,.98942471,,1,1,0,0,0,0,0,0,0,0,35,7,0,0
356,1,0,4679.9111,8,"Couple household, with children",17284.555,.98942471,,1,1,1,45.888809,0,0,1,371.03427,0,0,3,0,0,
357,1,0,4679.9111,3,"Couple household, with children",14332.469,.98942471,,1,1,0,0,0,0,0,0,0,0,25,5,0,0
358,1,0,4679.9111,3,"Couple household, with no children",28841.611,.98942477,,1,2,0,0,0,0,0,0,0,0,18,3,1,0
359,1,0,4679.9111,4,"Couple household, with no children",31451.299,.98942471,,1,2,0,0,0,0,0,0,0,0,64,12,1,0
360,1,0,4679.9111,7,"Couple household, with children",24456.371,.98942471,,1,1,1,19.978802,0,0,1,141.34639,0,0,18,3,0,0
361,1,0,1035.1414,2,"Couple household, with no children",63091.816,.98470646,,0,7,0,0,0,0,0,0,0,0,51,10,1,0
362,1,0,1035.1414,3,"Couple household, with children",69103.656,.9847064,,0,7,1,107.73853,0,0,1,328.23547,0,0,39,7,0,0
363,1,0,1035.1414,4,"Couple household, with no children",38851.164,.98470646,,0,3,0,0,0,0,0,0,0,0,25,5,0,0
364,1,0,1035.1414,4,Three generation household,24509.146,.9847064,,1,1,0,0,0,0,0,0,0,0,79,15,0,0
365,1,0,1035.1414,3,"Couple household, with children",32338.057,.98470652,,1,2,0,0,0,0,0,0,0,0,50,10,0,0
366,1,0,1035.1414,3,"Couple household, with no children",41447.656,.98470646,10.785439,0,4,0,0,0,0,0,0,0,0,20,4,0,0
367,1,0,1035.1414,5,"Couple household, with children",38462.523,.9847064,,0,3,0,0,0,0,0,0,0,0,13,2,1,0
368,1,1,1035.1414,1,"One-person household, 60+ years",249461.84,.98470646,,0,10,0,0,0,0,0,0,0,0,69,13,1,0
369,1,0,1035.1414,3,"Couple household, with children",64216.121,.98470652,10.890518,0,7,0,0,0,0,0,0,0,0,12,2,1,0
370,1,1,1035.1414,3,Other household types,58910.172,.98470652,,0,6,0,0,0,0,0,0,0,0,27,5,1,0
371,1,0,1035.1414,6,"Couple household, with children",52463.113,.98470646,,0,5,1,53.869267,0,0,1,328.23547,0,0,21,4,0,0
372,1,0,1035.1414,5,"Couple household, with children",20995.121,.98470646,10.585762,1,1,1,38.785873,0,0,1,196.9413,0,0,20,4,0,0
373,1,0,1842.9493,3,"Couple household, with no children",73091.445,.98470646,,0,8,0,0,0,0,0,0,0,0,44,8,0,0
374,1,0,1842.9493,2,"Couple household, with no children",142660.84,.9847064,11.411894,0,10,0,0,0,0,0,0,0,0,33,6,1,1
375,1,0,1842.9493,4,"Couple household, with no children",32783.734,.9847064,,1,2,0,0,0,0,0,0,0,0,65,13,1,0
376,1,1,1842.9493,2,Single parent/caregiver (<60 years),49246.824,.9847064,,0,5,0,0,0,0,0,0,0,0,26,5,1,1
377,1,0,1842.9493,5,"Couple household, with children",39971.234,.98470652,,0,4,1,38.785877,0,0,1,196.9413,0,0,25,5,1,0
378,1,0,1842.9493,2,"Couple household, with no children",62642.309,.98470646,,0,7,0,0,0,0,0,0,0,0,76,15,0,0
379,1,0,1842.9493,3,"Couple household, with no children",62061.777,.98470646,,0,7,0,0,0,0,0,0,0,0,65,13,0,0
380,1,0,1842.9493,5,"Couple household, with children",33869.488,.98470652,,1,2,1,38.785877,0,0,1,196.9413,0,0,3,0,0,
381,1,0,1842.9493,6,"Couple household, with children",22189.916,.98470646,,1,1,1,80.803902,0,0,1,492.35324,0,0,8,1,1,0
382,1,0,1842.9493,6,Three generation household,24157.445,.98470646,,1,1,1,53.869267,0,0,1,328.23547,0,0,38,7,1,0
383,1,1,1842.9493,1,"One-person household, 60+ years",79404.508,.98470652,,0,8,0,0,0,0,0,0,0,0,73,14,1,1
384,1,0,1842.9493,3,"Couple household, with children",48261.211,.98470646,,0,5,0,0,0,0,0,0,0,0,25,5,1,0
385,0,1,1119.8761,2,Single parent/caregiver (<60 years),57401.082,.98470646,,0,6,1,242.41171,0,0,1,492.35324,0,0,7,1,0,0
386,0,1,1119.8761,3,Other household types,93088.023,.98470646,11.400625,0,9,0,0,1,20000,0,0,0,0,46,9,1,0
387,0,0,1119.8761,4,"Couple household, with children",71738.867,.98470646,,0,8,1,60.602928,0,0,1,246.17662,0,0,5,1,0,0
388,0,1,1119.8761,3,Other household types,150137.17,.98470646,,0,10,0,0,1,56000,0,0,0,0,61,12,1,0
389,0,0,1119.8761,3,"Couple household, with children",47956,.98470646,,0,5,0,0,0,0,0,0,0,0,14,2,1,1
390,0,1,1119.8761,3,Other household types,71054.328,.98470646,11.381955,0,8,0,0,0,0,0,0,0,0,58,11,1,0
391,0,1,1119.8761,4,Single parent/caregiver (<60 years),80962.133,.98470646,,0,8,0,0,0,0,0,0,0,0,12,2,1,0
392,0,0,1119.8761,4,"Couple household, with children",95020.695,.98470646,,0,9,0,0,0,0,0,0,0,0,33,6,1,0
393,0,0,1119.8761,4,"Couple household, with children",99348.648,.98470646,,0,9,0,0,0,0,0,0,0,0,14,2,1,0
394,0,0,1119.8761,4,"Couple household, with children",55548.941,.98470646,,0,6,1,60.602928,0,0,1,246.17662,0,0,17,3,1,0
395,0,0,1119.8761,6,"Couple household, with children",57129.852,.98470646,,0,6,1,26.934633,0,0,1,164.11774,0,0,10,2,0,1
396,0,0,1119.8761,4,"Couple household, with children",84077.227,.98470646,11.275195,0,8,0,0,0,0,0,0,0,0,46,9,0,0
397,1,0,1613.5409,5,"Couple household, with children",44041.926,.98470646,,0,4,1,38.785873,0,0,1,196.9413,0,0,39,7,0,0
398,1,0,1613.5409,4,"Couple household, with children",22036.646,.98470646,,1,1,0,0,0,0,0,0,0,0,5,1,0,0
399,1,0,1613.5409,5,Three generation household,27401.209,.98470646,,1,2,1,38.785873,0,0,1,196.9413,0,0,56,11,1,0
400,1,0,1613.5409,11,"Couple household, with children",52728.555,.98470646,,0,6,0,0,0,0,0,0,0,0,5,1,1,0
401,1,0,1613.5409,7,"Couple household, with children",16299.695,.9847064,,1,1,1,39.577419,0,0,1,281.3447,0,0,48,9,1,0
402,1,0,1613.5409,4,"Couple household, with children",25378.758,.98470646,,1,1,1,121.20586,0,0,1,492.35324,0,0,11,2,0,0
403,1,0,1613.5409,6,"Couple household, with children",41856.039,.98470652,,0,4,0,0,0,0,0,0,0,0,26,5,1,0
404,1,1,1613.5409,2,Other household types,46636.902,.98470652,,0,5,0,0,0,0,0,0,0,0,27,5,1,0
405,1,0,1613.5409,3,"Couple household, with children",64934.391,.9847064,,0,7,0,0,0,0,0,0,0,0,45,9,1,0
406,1,0,1613.5409,3,"Couple household, with children",40664.898,.98470646,,0,4,0,0,0,0,0,0,0,0,44,8,1,1
407,1,0,1613.5409,3,"Couple household, with children",40305.645,.98470646,10.918201,0,4,0,0,0,0,0,0,0,0,25,5,1,0
408,1,0,1613.5409,3,"Couple household, with children",33287.223,.98470646,,1,2,0,0,0,0,0,0,0,0,20,4,1,0
409,1,0,1594.0519,5,"Couple household, with children",51456.559,.98470646,,0,5,0,0,0,0,0,0,0,0,16,3,1,0
410,1,0,1594.0519,4,"Couple household, with children",20112.143,.98470646,,1,1,1,60.602928,0,0,1,246.17662,0,0,10,2,1,0
411,1,0,1594.0519,5,"Couple household, with children",28845.211,.98470646,,1,2,1,38.785873,0,0,1,196.9413,0,0,13,2,1,0
412,1,0,1594.0519,4,"Couple household, with children",53298.566,.98470646,,0,6,1,121.20586,0,0,1,492.35324,0,0,38,7,1,0
413,1,0,1594.0519,5,"Couple household, with children",22859.158,.98470646,,1,1,1,77.571747,0,0,1,393.8826,0,0,44,8,1,0
414,1,0,1594.0519,7,"Couple household, with children",53514.801,.98470646,,0,6,0,0,0,0,0,0,0,0,9,1,0,0
415,1,1,1594.0519,4,Single parent/caregiver (<60 years),35617.988,.98470646,,1,3,0,0,0,0,0,0,0,0,1,0,1,
