id,country,childbenefit,disabilitybenefit,oldagebenefit,childPercentage,disabilityPercentage,oldagePercentage,scheme_id,benefit_level,childmeansA,disabmeansA,oldmeansA,childcovA,disabcovA,oldcovA,poverty_mean_tested,special_cov,pension_tested
41,Myanmar,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,TRUE,FALSE,TRUE,0,40,40,40%,FALSE,FALSE
42,Myanmar,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
5,Lao,TRUE,FALSE,FALSE,4,0,0,70001,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
6,Lao,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
7,Lao,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
8,Lao,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
9,Lao,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
10,Lao,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
11,Lao,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
12,Lao,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
20,Lao,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
21,Lao,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
22,Lao,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
23,Lao,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
24,Lao,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
25,Lao,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
26,Lao,TRUE,FALSE,FALSE,4,0,0,70001,Basic,TRUE,FALSE,FALSE,40,0,0,40%,FALSE,FALSE
27,Lao,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,TRUE,FALSE,0,40,0,40%,FALSE,FALSE
28,Lao,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,TRUE,0,0,40,40%,FALSE,FALSE
29,Lao,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,TRUE,FALSE,FALSE,40,0,0,40%,FALSE,FALSE
30,Lao,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,TRUE,FALSE,0,40,0,40%,FALSE,FALSE
31,Lao,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,TRUE,0,0,40,40%,FALSE,FALSE
32,Lao,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,TRUE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
33,Lao,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,TRUE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
37,Lao,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,TRUE,TRUE,FALSE,40,40,0,40%,FALSE,FALSE
38,Lao,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,TRUE,FALSE,TRUE,0,40,40,40%,FALSE,FALSE
39,Lao,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
40,Lao,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,TRUE,TRUE,FALSE,40,40,0,40%,FALSE,FALSE
41,Lao,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,TRUE,FALSE,TRUE,0,40,40,40%,FALSE,FALSE
42,Lao,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
5,Marshall Islands,TRUE,FALSE,FALSE,4,0,0,70001,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
6,Marshall Islands,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
7,Marshall Islands,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
8,Marshall Islands,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
9,Marshall Islands,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
10,Marshall Islands,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
11,Marshall Islands,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
12,Marshall Islands,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
20,Marshall Islands,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
21,Marshall Islands,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
22,Marshall Islands,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
23,Marshall Islands,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
24,Marshall Islands,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
25,Marshall Islands,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
26,Marshall Islands,TRUE,FALSE,FALSE,4,0,0,70001,Basic,TRUE,FALSE,FALSE,40,0,0,40%,FALSE,FALSE
27,Marshall Islands,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,TRUE,FALSE,0,40,0,40%,FALSE,FALSE
28,Marshall Islands,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,TRUE,0,0,40,40%,FALSE,FALSE
29,Marshall Islands,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,TRUE,FALSE,FALSE,40,0,0,40%,FALSE,FALSE
30,Marshall Islands,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,TRUE,FALSE,0,40,0,40%,FALSE,FALSE
31,Marshall Islands,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,TRUE,0,0,40,40%,FALSE,FALSE
32,Marshall Islands,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,TRUE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
33,Marshall Islands,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,TRUE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
37,Marshall Islands,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,TRUE,TRUE,FALSE,40,40,0,40%,FALSE,FALSE
38,Marshall Islands,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,TRUE,FALSE,TRUE,0,40,40,40%,FALSE,FALSE
39,Marshall Islands,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
40,Marshall Islands,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,TRUE,TRUE,FALSE,40,40,0,40%,FALSE,FALSE
41,Marshall Islands,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,TRUE,FALSE,TRUE,0,40,40,40%,FALSE,FALSE
42,Marshall Islands,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
5,Micronesia,TRUE,FALSE,FALSE,4,0,0,70001,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
6,Micronesia,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
7,Micronesia,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
8,Micronesia,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
9,Micronesia,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
10,Micronesia,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
11,Micronesia,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
12,Micronesia,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
20,Micronesia,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
21,Micronesia,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
22,Micronesia,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
23,Micronesia,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
24,Micronesia,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
25,Micronesia,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,FALSE,FALSE
26,Micronesia,TRUE,FALSE,FALSE,4,0,0,70001,Basic,TRUE,FALSE,FALSE,40,0,0,40%,FALSE,FALSE
27,Micronesia,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,TRUE,FALSE,0,40,0,40%,FALSE,FALSE
28,Micronesia,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,TRUE,0,0,40,40%,FALSE,FALSE
29,Micronesia,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,TRUE,FALSE,FALSE,40,0,0,40%,FALSE,FALSE
30,Micronesia,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,TRUE,FALSE,0,40,0,40%,FALSE,FALSE
31,Micronesia,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,TRUE,0,0,40,40%,FALSE,FALSE
32,Micronesia,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,TRUE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
33,Micronesia,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,TRUE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
37,Micronesia,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,TRUE,TRUE,FALSE,40,40,0,40%,FALSE,FALSE
38,Micronesia,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,TRUE,FALSE,TRUE,0,40,40,40%,FALSE,FALSE
39,Micronesia,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
40,Micronesia,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,TRUE,TRUE,FALSE,40,40,0,40%,FALSE,FALSE
41,Micronesia,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,TRUE,FALSE,TRUE,0,40,40,40%,FALSE,FALSE
42,Micronesia,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,TRUE,TRUE,40,40,40,40%,FALSE,FALSE
1,Cambodia,TRUE,FALSE,FALSE,5,0,0,70001,Other benefit,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
2,Cambodia,FALSE,TRUE,FALSE,0,17,0,70002,Other benefit,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
3,Cambodia,FALSE,FALSE,TRUE,0,0,17,70003,Other benefit,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
4,Cambodia,TRUE,TRUE,TRUE,5,17,17,70001_70002_70003,Other benefit,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
5,Cambodia,TRUE,FALSE,FALSE,4,0,0,70001,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
6,Cambodia,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
7,Cambodia,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
8,Cambodia,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
9,Cambodia,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
10,Cambodia,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
11,Cambodia,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
12,Cambodia,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
17,Cambodia,TRUE,TRUE,FALSE,5,17,0,70001_70002,Other benefit,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
18,Cambodia,FALSE,TRUE,TRUE,0,17,17,70002_70003,Other benefit,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
19,Cambodia,TRUE,FALSE,TRUE,5,0,17,70001_70003,Other benefit,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
20,Cambodia,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
21,Cambodia,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
22,Cambodia,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
23,Cambodia,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
24,Cambodia,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
25,Cambodia,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
26,Cambodia,TRUE,FALSE,FALSE,4,0,0,70001,Basic,TRUE,FALSE,FALSE,40,0,0,40%,TRUE,FALSE
27,Cambodia,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,TRUE,FALSE,0,40,0,40%,TRUE,FALSE
28,Cambodia,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,TRUE,0,0,40,40%,TRUE,FALSE
29,Cambodia,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,TRUE,FALSE,FALSE,40,0,0,40%,TRUE,FALSE
30,Cambodia,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,TRUE,FALSE,0,40,0,40%,TRUE,FALSE
31,Cambodia,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,TRUE,0,0,40,40%,TRUE,FALSE
32,Cambodia,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,TRUE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
33,Cambodia,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,TRUE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
34,Cambodia,TRUE,TRUE,FALSE,5,17,0,70001_70002,Other benefit,TRUE,TRUE,FALSE,40,40,0,40%,TRUE,FALSE
35,Cambodia,FALSE,TRUE,TRUE,0,17,17,70002_70003,Other benefit,FALSE,TRUE,TRUE,0,40,40,40%,TRUE,FALSE
36,Cambodia,TRUE,FALSE,TRUE,5,0,17,70001_70003,Other benefit,TRUE,FALSE,TRUE,40,40,40,40%,TRUE,FALSE
37,Cambodia,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,TRUE,TRUE,FALSE,40,40,0,40%,TRUE,FALSE
38,Cambodia,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,TRUE,FALSE,TRUE,0,40,40,40%,TRUE,FALSE
39,Cambodia,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
40,Cambodia,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,TRUE,TRUE,FALSE,40,40,0,40%,TRUE,FALSE
41,Cambodia,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,TRUE,FALSE,TRUE,0,40,40,40%,TRUE,FALSE
42,Cambodia,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
5,Bangladesh,TRUE,FALSE,FALSE,4,0,0,70001,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
6,Bangladesh,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
7,Bangladesh,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
8,Bangladesh,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
9,Bangladesh,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
10,Bangladesh,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
11,Bangladesh,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
12,Bangladesh,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
20,Bangladesh,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
21,Bangladesh,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
22,Bangladesh,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
23,Bangladesh,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
24,Bangladesh,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
25,Bangladesh,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
26,Bangladesh,TRUE,FALSE,FALSE,4,0,0,70001,Basic,TRUE,FALSE,FALSE,40,0,0,40%,TRUE,FALSE
27,Bangladesh,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,TRUE,FALSE,0,40,0,40%,TRUE,FALSE
28,Bangladesh,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,TRUE,0,0,40,40%,TRUE,FALSE
29,Bangladesh,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,TRUE,FALSE,FALSE,40,0,0,40%,TRUE,FALSE
30,Bangladesh,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,TRUE,FALSE,0,40,0,40%,TRUE,FALSE
31,Bangladesh,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,TRUE,0,0,40,40%,TRUE,FALSE
32,Bangladesh,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,TRUE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
33,Bangladesh,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,TRUE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
37,Bangladesh,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,TRUE,TRUE,FALSE,40,40,0,40%,TRUE,FALSE
38,Bangladesh,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,TRUE,FALSE,TRUE,0,40,40,40%,TRUE,FALSE
39,Bangladesh,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
40,Bangladesh,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,TRUE,TRUE,FALSE,40,40,0,40%,TRUE,FALSE
41,Bangladesh,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,TRUE,FALSE,TRUE,0,40,40,40%,TRUE,FALSE
42,Bangladesh,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
5,Armenia,TRUE,FALSE,FALSE,4,0,0,70001,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
6,Armenia,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
7,Armenia,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
8,Armenia,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
9,Armenia,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
10,Armenia,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
11,Armenia,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
12,Armenia,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
20,Armenia,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
21,Armenia,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
22,Armenia,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
23,Armenia,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
24,Armenia,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
25,Armenia,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
26,Armenia,TRUE,FALSE,FALSE,4,0,0,70001,Basic,TRUE,FALSE,FALSE,40,0,0,40%,TRUE,FALSE
27,Armenia,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,TRUE,FALSE,0,40,0,40%,TRUE,FALSE
28,Armenia,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,TRUE,0,0,40,40%,TRUE,FALSE
29,Armenia,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,TRUE,FALSE,FALSE,40,0,0,40%,TRUE,FALSE
30,Armenia,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,TRUE,FALSE,0,40,0,40%,TRUE,FALSE
31,Armenia,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,TRUE,0,0,40,40%,TRUE,FALSE
32,Armenia,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,TRUE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
33,Armenia,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,TRUE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
37,Armenia,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,TRUE,TRUE,FALSE,40,40,0,40%,TRUE,FALSE
38,Armenia,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,TRUE,FALSE,TRUE,0,40,40,40%,TRUE,FALSE
39,Armenia,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
40,Armenia,TRUE,TRUE,FALSE,4,23,0,70001_70002,Enhanced,TRUE,TRUE,FALSE,40,40,0,40%,TRUE,FALSE
41,Armenia,TRUE,FALSE,TRUE,4,0,22,70001_70003,Enhanced,TRUE,FALSE,TRUE,0,40,40,40%,TRUE,FALSE
42,Armenia,FALSE,TRUE,TRUE,0,23,22,70002_70003,Enhanced,FALSE,TRUE,TRUE,40,40,40,40%,TRUE,FALSE
5,Bhutan,TRUE,FALSE,FALSE,4,0,0,70001,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
6,Bhutan,FALSE,TRUE,FALSE,0,14,0,70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
7,Bhutan,FALSE,FALSE,TRUE,0,0,16,70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
8,Bhutan,TRUE,FALSE,FALSE,4,0,0,70001,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
9,Bhutan,FALSE,TRUE,FALSE,0,23,0,70002,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
10,Bhutan,FALSE,FALSE,TRUE,0,0,22,70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
11,Bhutan,TRUE,TRUE,TRUE,4,14,16,70001_70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
12,Bhutan,TRUE,TRUE,TRUE,4,23,22,70001_70002_70003,Enhanced,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
20,Bhutan,TRUE,TRUE,FALSE,4,14,0,70001_70002,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
21,Bhutan,TRUE,FALSE,TRUE,4,0,16,70001_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
22,Bhutan,FALSE,TRUE,TRUE,0,14,16,70002_70003,Basic,FALSE,FALSE,FALSE,0,0,0,No,TRUE,FALSE
